[00]     Fallout4.esm
[01]     DLCRobot.esm
[02]     DLCworkshop01.esm
[03]     DLCCoast.esm
[04]     DLCworkshop02.esm
[05]     DLCworkshop03.esm
[06]     DLCNukaWorld.esm
[07]     ccrzrfo4001-tunnelsnakes.esm
[08]     CleanMySettlement.esm
[09]     Unofficial Fallout 4 Patch.esp
[0A]     HUDFramework.esm
[0B]     WorkshopFramework.esm
[0C]     XDI.esm
[0D]     a149 My Little Armor.esm
[0E]     NukaWorldReborn.esp
[0F]     VivaNukaWorldQuests.esp
[10]     Ketaros_Treasures.esp
[11]     SS2.esm
[12]     SS2_XPAC_Chapter2.esm
[13]     PACE.esm
[14]     PANPC.esm
[15]     FatherCompanion.esp
[16]     Depravity.esp
[17]     FaceMaxson.esp
[18]     AA FusionCityRising.esp
[19]     OutcastsAndRemnants.esp
[1A]     AA FusionCityRising - HotC.esp
[1B]     InstituteReformation.esp
[1C]     VivaNukaWorld.esp
[1D]     ProjectValkyrie.esp
[1E]     AGNISNikaCola01.esp
[1F]     NoSharedDogmeatTemplate.esp
[20]     HN66Fo4_EarringsV1.esp
[21]     HN66-SiriusArmor.esp
[22]     HN66Fo4_EasyGirl_BS.esp
[23]     HN66Fo4_Nails.esp
[24]     KSHairdos.esp
[25]     KSHairdos_oel.esp
[26]     KSHairsFemsheppingRadbeetle.esp
[27]     LooksMenu Customization Compendium.esp
[28]     HN66Fo4_Rings.esp
[29]     ESPExplorerFO4.esp
[2A]     Reverb and Ambiance Overhaul.esp
[2B]     F4R - Main - v1.5.esp
[2C]     ECO.esp
[2D]     HHFootsteps.esp
[2E]     KetPatch01.esp
[2F]     SuperMutantRedux.esp
[30]     WeaponModFixes-GOTY.esp
[31]     3dscopes.esp
[32]     LMBTOverlays.esp
[33]     The Eyes Of Beauty.esp
[34]     TBOS-AntoHairPack.esp
[35]     Playable Synth Eyes.esp
[36]     SS2 Excess Resource Manager.esp
[37]     SS2_CityPlanContestAssistant.esp
[38]     SS2_MsB_PlainPlans.esp
[39]     ss2radiantpower.esp
[3A]     WestTekTacticalOptics.esp
[3B]     DOOMCatalyst.esp
[3C]     SovietAssaultPack.esp
[3D]     Radium.esp
[3E]     Scopes.esp
[3F]     ScopeOverlayDOF.esp
[40]     Eli_Armour_Compendium.esp
[41]     WorkshopPlus.esp
[42]     DeadlierDeathclaws.esp
[43]     Metro Gas Masks.esp
[44]     Raider Gang Extended NPC (Fixed & Cleaned).esp
[45]     Altyn Assault Helmet.esp
[46]     RaiderOverhaul.esp
[47]     W.A.T.Minutemen.esp
[48]     VivaNukaWorldQuests - Depravity Integration.esp
[49]     BMW_ALA.esp
[4A]     WattzLaserGun.esp
[4B]     Nuka World Bottle Fix.esp
[4C]     CheatTerminal.esp
[4D]     NoSettlementQuestsAIODLC.esp
[4E]     Fusion Gun.esp
[4F]     SS2Extended.esp
[50]     Skb_RiflesRebirth.esp
[51]     Croup Manor Navmesh - retakrew7.esp
[52]     InstituteSettlements2.esp
[53]     Mk41GyrojetHMG.esp
[54]     SKKFastReunions.esp
[55]     SS2_FDK_TinyLiving.esp
[56]     ABundleofTape.esp
[57]     CreationClubDelay.esp
[58]     9mmPistol.esp
[59]     F4NVServiceRifleRedux.esp
[5A]     ChineseStealthSuit.esp
[5B]     CF_AtomicWarlord.esp
[5C]     BetterSettlers.esp
[5D]     Facials.esp
[5E]     LAER.esp
[5F]     SS2HappyTrails.esp
[60]     Wana_SA58.esp
[61]     llamaCompanionHeatherv2.esp
[62]     SS2WastelandVenturers.esp
[63]     SS2_SIMPDDDD.esp
[64]     AtomsGloryThreads.esp
[65]     [SS20Addon] SimSettlements SuperStructures.esp
[66]     ohSIM_Sim2_Settlements_Scrappers_Addon.esp
[67]     SS2-Jampads2.esp
[68]     SS2-PraRandomAddon.esp
[69]     SS2_ruined_simsettlement_addonpack.esp
[6A]     SS2Addon_FPh_AlleyCabaret.esp
[6B]     SS2_Addon_R2R.esp
[6C]     TotalHackRevisited.esp
[6D]     FO4 NPCs Travel.esp
[6E]     Eli_NukaStuff.esp
[6F]     LeeEnfieldNo4MkI.esp
[70]     BullpupBozar.esp
[71]     DP_CaravanShotgun.esp
[72]     SigSauer127.esp
[73]     HuntingShotgun.esp
[74]     SelectRapidMG.esp
[75]     JunkTownTwo.esp
[76]     SS2_Addon_FHE.esp
[77]     SettlementMenuManager.esp
[78]     Better_Settlement_Defence.esp
[79]     SKKFastBOS.esp
[7A]     SKKFastMinutemen.esp
[7B]     SKKCombatSettlers.esp
[7C]     SKKUnlockCompanions.esp
[7D]     F4R - Far Harbor - v1.5.esp
[7E]     F4R - NukaWorld - v1.5.esp
[7F]     rfortaleza2.esp
[80]     HoloTime.esp
[81]     AA LMSE_FarHarbor.esp
[82]     Lost Souls No Hostility.esp
[83]     AA Lots More Settlers and Enemies.esp
[84]     CriticalHitsOutsideofVATS.esp
[85]     AEWS.esp
[86]     Automatron Protectrons Expanded.esp
[87]     autoweapons.esp
[88]     AutomatronUnlockedNukaParts.esp
[89]     Reload Sounds.esp
[8A]     SKKOmodStripper.esp
[8B]     rpampas.esp
[8C]     QuickTrade.esp
[8D]     Sjogren.esp
[8E]     GreaseRatGarbs.esp
[8F]     HuntingRevolver.esp
[90]     OWR.esp
[91]     OWR2.esp
[92]     G3Family.esp
[93]     pulsecarbine.esp
[94]     SelectMarksman.esp
[95]     Zapgun.esp
[96]     22LR_SilentPistol_ENG.esp
[97]     45autoPistol.esp
[98]     American180nv.esp
[99]     F4CW10mmSMG.esp
[9A]     GreaseGunSMG.esp
[9B]     SA80.esp
[9C]     Clothes Pack v2.0 by DonEb14n.esp
