[00]     Fallout4.esm
[01]     DLCRobot.esm
[02]     DLCworkshop01.esm
[03]     DLCCoast.esm
[04]     DLCworkshop02.esm
[05]     DLCworkshop03.esm
[06]     DLCNukaWorld.esm
[07]     ccrzrfo4001-tunnelsnakes.esm
[08]     ccswkfo4001-astronautpowerarmor.esm
[09]     cczsef04001-bhouse.esm
[0A]     cczsefo4002-smanor.esm
[0B]     cctosfo4002_neonflats.esm
[0C]     Unofficial Fallout 4 Patch.esp
[0D]     HUDFramework.esm
[0E]     WorkshopFramework.esm
[0F]     MFC2023_EndAlz_Trunk.esm
[10]     SouthOfTheSea.esm
[11]     Random Robots - True Leveled.esm
[12]     XDI.esm
[13]     Games.esm
[14]     BarstoolGames.esm
[15]     CompanionIvy.esm
[16]     GoodneighborExpanded.esp
[17]     Homemaker.esm
[18]     AshlandStationSettlement.esp
[19]     AmericaRising2.esm
[1A]     YouAndWhatArmy2.esm
[1B]     SS2.esm
[1C]     SS2_XPAC_Chapter2.esm
[1D]     SS2_XPAC_Chapter3.esm
[1E]     SS2Extended.esp
[1F]     NukaWorldReborn.esp
[20]     VivaNukaWorldQuests.esp
[21]     Enclave-X02.esp
[22]     EnclaveX02.esp
[23]     Hellfirenew.esp
[24]     10MMTF.esp
[25]     AtomsGloryThreads.esp
[26]     Eli_Armour_Compendium.esp
[27]     CF_AtomicWarlord.esp
[28]     SettlementMenuManager.esp
[29]     Useful_Companions.esp
[2A]     Vault 88 Template - Optimised.esp
[2B]     ImprovedMinutemen.esp
[2C]     ImprovedMinutemenEncounters.esp
[2D]     WorkshopPlus.esp
[2E]     Vault-Tec Workshop Overhaul Redux.esp
[2F]     Vault88 - Essentials.esp
[30]     The Eyes Of Beauty.esp
[31]     LooksMenu Customization Compendium.esp
[32]     PoseidonOffices.esp
[33]     Alex's Settlement Power Pylon.esp
[34]     AutomatronUnlockedNukaParts.esp
[35]     Better Randomized Robots - vanilla loot patch.esp
[36]     Better_Settlement_Defence.esp
[37]     CheatTerminal.esp
[38]     ChineseStealthSuit.esp
[39]     CoASettlers.esp
[3A]     CompanionStatus.esp
[3B]     Configurable Artillery.esp
[3C]     ESPExplorerFO4.esp
[3D]     HoloTime_2.esp
[3E]     Jacq-CompanionPerkMags.esp
[3F]     KSHairdos.esp
[40]     KSHairsFemsheppingRadbeetle.esp
[41]     Reverb and Ambiance Overhaul.esp
[42]     llamaCompanionHeatherv2.esp
[43]     MercerRescuedSynths.esp
[44]     Mors Shortcut to Curie.esp
[45]     NoSharedDogmeatTemplate.esp
[46]     PersistentVolumeSliders.esp
[47]     Playable Synth Eyes.esp
[48]     PoseidonOffices_NoBugs.esp
[49]     SKKFastBOS.esp
[4A]     SKKFastReunions.esp
[4B]     SRV_StopRadioVoice.esp
[4C]     BarstoolGames_FH.esp
[4D]     BarstoolGames_NW.esp
[4E]     PortableCloningDevice.esp
[4F]     SKKFastMinutemen.esp
[50]     Q_Lore_MQ106_Cryolator.esp
[51]     CompanionIvy_Mags.esp
[52]     CompanionIvy_Nuka.esp
[53]     CompanionIvy_quest.esp
[54]     Patch Ivy-XDI.esp
[55]     [SS20Addon] SimSettlements SuperStructures.esp
[56]     Cho1_ss2_Barmod_Conversion.esp
[57]     DZK_1x1_Pack.esp
[58]     GarageHomesAndSensibleSecurity.esp
[59]     GtN_SettlersatPlay.esp
[5A]     JunkTownTwo.esp
[5B]     MS Contraptions - SS2 ASAM Builder.esp
[5C]     ohSIM_Sim2_Settlements_Scrappers_Addon.esp
[5D]     Shadow Wastelands SS2 World Repopulation Cells.esp
[5E]     SS2-Jampads2.esp
[5F]     SS2-PraRandomAddon.esp
[60]     SS2_Addon_Favelabulous.esp
[61]     SS2_Addon_FHE.esp
[62]     SS2_Addon_NWE.esp
[63]     SS2_Addon_PSC_Plots.esp
[64]     SS2_Addon_R2R.esp
[65]     SS2_CityPlanContestAssistant.esp
[66]     SS2_FDK_TinyLiving.esp
[67]     SS2_MsB_PlainPlans.esp
[68]     SS2_ruined_simsettlement_addonpack.esp
[69]     SS2_SIMPDDDD.esp
[6A]     SS2_STRA_Buildings_and_Skins.esp
[6B]     SS2_STRA_Support_Buildings.esp
[6C]     SS2_WastelandDefense.esp
[6D]     SS2CaravanSnatex.esp
[6E]     SS2HappyTrails.esp
[6F]     SS2UI.esp
[70]     SS2WastelandVenturers.esp
[71]     TheRon_MapMarker.esp
[72]     EasyStartCheatBox_FO4.esp
[73]     ImprovedRR.esp
[74]     ImprovedRREncounters.esp
[75]     OWR.esp
[76]     OWR2.esp
[77]     ImprovedBoS.esp
[78]     ImprovedBoSEncounters.esp
[79]     ImprovedInstitute.esp
[7A]     ImprovedInstituteEncounters.esp
[7B]     SS2WastelandReconstructionKit.esp
[7C]     SS2_NCRP.esp
[7D]     BetterSettlers.esp
[7E]     ImprovedHostileFactions.esp
[7F]     ImprovedHostileFactionsEncounters.esp
[80]     creativeclutter.esp
[81]     dinoshelf.esp
[82]     ImprovedNukaRaiders.esp
[83]     ImprovedNukaRaidersEncounters.esp
[84]     T65PA.esp
[85]     ECV_RemnantsArmor.esp
[86]     Secret Service Armor.esp
[87]     SKKFastStartNewGame.esp
[88]     SS2_ruined_plotapalooza_messhall.esp
[89]     CreationClubDelay.esp
[8A]     BostonLibrarySettlement.esp
[8B]     ImprovedAREnclave.esp
[8C]     ImprovedAREncounters.esp
[8D]     MS RazeSettlement.esp
[8E]     NAC.esp
[FE:000] ccbgsfo4018-gaussrifleprototype.esl
[FE:001] ccbgsfo4019-chinesestealtharmor.esl
[FE:002] ccbgsfo4044-hellfirepowerarmor.esl
