[00]     Fallout4.esm
[01]     DLCRobot.esm
[02]     DLCworkshop01.esm
[03]     DLCCoast.esm
[04]     DLCworkshop02.esm
[05]     DLCworkshop03.esm
[06]     DLCNukaWorld.esm
[07]     Unofficial Fallout 4 Patch.esp
[08]     HUDFramework.esm
[09]     WorkshopFramework.esm
[0A]     MFC2023_EndAlz_Trunk.esm
[0B]     SouthOfTheSea.esm
[0C]     Random Robots - True Leveled.esm
[0D]     XDI.esm
[0E]     Games.esm
[0F]     BarstoolGames.esm
[10]     CompanionIvy.esm
[11]     GoodneighborExpanded.esp
[12]     Ketaros_NewMags.esp
[13]     homemaker.esm
[14]     AshlandStationSettlement.esp
[15]     AmericaRising2.esm
[16]     SS2.esm
[17]     SS2_XPAC_Chapter2.esm
[18]     SS2_XPAC_Chapter3.esm
[19]     SS2Extended.esp
[1A]     NukaWorldReborn.esp
[1B]     VivaNukaWorldQuests.esp
[1C]     Enclave-X02.esp
[1D]     EnclaveX02.esp
[1E]     Heavy Incinerator Redux.esp
[1F]     Hellfirenew.esp
[20]     10MMTF.esp
[21]     AtomsGloryThreads.esp
[22]     Eli_Armour_Compendium.esp
[23]     CF_AtomicWarlord.esp
[24]     SettlementMenuManager.esp
[25]     Useful_Companions.esp
[26]     Vault 88 Template - Optimised.esp
[27]     ImprovedMinutemen.esp
[28]     ImprovedMinutemenEncounters.esp
[29]     WorkshopPlus.esp
[2A]     Vault-Tec Workshop Overhaul Redux.esp
[2B]     Vault88 - Essentials.esp
[2C]     The Eyes Of Beauty.esp
[2D]     LooksMenu Customization Compendium.esp
[2E]     PoseidonOffices.esp
[2F]     Alex's Settlement Power Pylon.esp
[30]     AutomatronUnlockedNukaParts.esp
[31]     Better Randomized Robots - vanilla loot patch.esp
[32]     Better_Settlement_Defence.esp
[33]     CheatTerminal.esp
[34]     ChineseStealthSuit.esp
[35]     CoASettlers.esp
[36]     CompanionStatus.esp
[37]     Configurable Artillery.esp
[38]     ESPExplorerFO4.esp
[39]     Ketaros_Treasures.esp
[3A]     FO4R.esp
[3B]     HoloTime_2.esp
[3C]     Jacq-CompanionPerkMags.esp
[3D]     Ketaros_MissingMags.esp
[3E]     KSHairdos.esp
[3F]     KSHairsFemsheppingRadbeetle.esp
[40]     Reverb and Ambiance Overhaul.esp
[41]     llamaCompanionHeatherv2.esp
[42]     MercerRescuedSynths.esp
[43]     Mors Shortcut to Curie.esp
[44]     NoSharedDogmeatTemplate.esp
[45]     PersistentVolumeSliders.esp
[46]     Playable Synth Eyes.esp
[47]     PoseidonOffices_NoBugs.esp
[48]     SKKFastBOS.esp
[49]     SKKFastReunions.esp
[4A]     SRV_StopRadioVoice.esp
[4B]     BarstoolGames_FH.esp
[4C]     BarstoolGames_NW.esp
[4D]     PortableCloningDevice.esp
[4E]     SKKFastMinutemen.esp
[4F]     Q_Lore_MQ106_Cryolator.esp
[50]     CompanionIvy_Mags.esp
[51]     CompanionIvy_Nuka.esp
[52]     CompanionIvy_quest.esp
[53]     BetterFarHarbor_Open.esp
[54]     Patch Ivy-XDI.esp
[55]     _00Stingray.esp
[56]     LaserDesignator.esp
[57]     LaserDesignatorA10Addon.esp
[58]     [SS20Addon] SimSettlements SuperStructures.esp
[59]     Cho1_ss2_Barmod_Conversion.esp
[5A]     DZK_1x1_Pack.esp
[5B]     GarageHomesAndSensibleSecurity.esp
[5C]     GtN_SettlersatPlay.esp
[5D]     JunkTownTwo.esp
[5E]     MS Contraptions - SS2 ASAM Builder.esp
[5F]     ohSIM_Sim2_Settlements_Scrappers_Addon.esp
[60]     Shadow Wastelands SS2 World Repopulation Cells.esp
[61]     SS2-Jampads2.esp
[62]     SS2-PraRandomAddon.esp
[63]     SS2_Addon_Favelabulous.esp
[64]     SS2_Addon_FHE.esp
[65]     SS2_Addon_NWE.esp
[66]     SS2_Addon_PSC_Plots.esp
[67]     SS2_Addon_R2R.esp
[68]     SS2_CityPlanContestAssistant.esp
[69]     SS2_FDK_TinyLiving.esp
[6A]     SS2_MsB_PlainPlans.esp
[6B]     SS2_ruined_simsettlement_addonpack.esp
[6C]     SS2_SIMPDDDD.esp
[6D]     SS2_STRA_Buildings_and_Skins.esp
[6E]     SS2_STRA_Support_Buildings.esp
[6F]     SS2_WastelandDefense.esp
[70]     SS2CaravanSnatex.esp
[71]     SS2HappyTrails.esp
[72]     SS2UI.esp
[73]     SS2WastelandVenturers.esp
[74]     TheRon_MapMarker.esp
[75]     EasyStartCheatBox_FO4.esp
[76]     SelectPowerArmor.esp
[77]     ImprovedRR.esp
[78]     ImprovedRREncounters.esp
[79]     OWR.esp
[7A]     OWR2.esp
[7B]     ImprovedBoS.esp
[7C]     ImprovedBoSEncounters.esp
[7D]     ImprovedInstitute.esp
[7E]     ImprovedInstituteEncounters.esp
[7F]     SS2WastelandReconstructionKit.esp
[80]     SelectRapidMG.esp
[81]     SelectRevolver.esp
[82]     SelectShotgun.esp
[83]     HeavySelectShotgun.esp
[84]     SelectAssaultRifle.esp
[85]     SelectMarksman.esp
[86]     DualGun.esp
[87]     SS2_NCRP.esp
[88]     BetterSettlers.esp
[89]     ImprovedHostileFactions.esp
[8A]     ImprovedHostileFactionsEncounters.esp
[8B]     creativeclutter.esp
[8C]     dinoshelf.esp
[8D]     F4NV_44_Magnum.esp
[8E]     FBFH_EE_Acadia_Cleanup.esp
[8F]     ImprovedNukaRaiders.esp
[90]     ImprovedNukaRaidersEncounters.esp
[91]     T65PA.esp
[92]     ECV_RemnantsArmor.esp
[93]     Secret Service Armor.esp
[94]     SKKFastStartNewGame.esp
[95]     SS2_ruined_plotapalooza_messhall.esp
