[00]     Fallout4.esm
[01]     DLCRobot.esm
[02]     DLCworkshop01.esm
[03]     DLCCoast.esm
[04]     DLCworkshop02.esm
[05]     DLCworkshop03.esm
[06]     DLCNukaWorld.esm
[07]     ccrzrfo4001-tunnelsnakes.esm
[08]     ccswkfo4001-astronautpowerarmor.esm
[09]     cczsef04001-bhouse.esm
[0A]     cctosfo4001-neosky.esm
[0B]     cczsefo4002-smanor.esm
[0C]     cctosfo4002_neonflats.esm
[0D]     CleanMySettlement.esm
[0E]     Unofficial Fallout 4 Patch.esp
[0F]     WorkshopFramework.esm
[10]     HUDFramework.esm
[11]     XDI.esm
[12]     SS2.esm
[13]     SS2_XPAC_Chapter2.esm
[14]     PACE.esm
[15]     PANPC.esm
[16]     AGNISNikaCola01.esp
[17]     Depravity.esp
[18]     AA FusionCityRising.esp
[19]     OutcastsAndRemnants.esp
[1A]     AA FusionCityRising - HotC.esp
[1B]     ProjectValkyrie.esp
[1C]     CompanionIvy.esm
[1D]     CompanionIvy_quest.esp
[1E]     CompanionIvy_Nuka.esp
[1F]     ProjectZeta.esm
[20]     Ketaros_Treasures.esp
[21]     NoSharedDogmeatTemplate.esp
[22]     LooksMenu Customization Compendium.esp
[23]     ESPExplorerFO4.esp
[24]     Playable Synth Eyes.esp
[25]     KSHairdos.esp
[26]     KSHairdos_oel.esp
[27]     TBOS-AntoHairPack.esp
[28]     KSHairsFemsheppingRadbeetle.esp
[29]     HN66Fo4_Nails.esp
[2A]     AllSetsExtended.esp
[2B]     ECO.esp
[2C]     KetPatch01.esp
[2D]     CROSS_PlasRail.esp
[2E]     SuperMutantRedux.esp
[2F]     Fusion Gun.esp
[30]     Lightweight Lighting.esp
[31]     The Eyes Of Beauty.esp
[32]     ohSIM_Sim2_Settlements_Scrappers_Addon.esp
[33]     RoundGlasses.esp
[34]     WestTekTacticalOptics.esp
[35]     CF_AtomicWarlord.esp
[36]     F3metalarmor.esp
[37]     ss2radiantpower.esp
[38]     Nuka World Bottle Fix.esp
[39]     skkunlockcompanions.esp
[3A]     Liga.esp
[3B]     Raider Gang Extended NPC (Fixed & Cleaned).esp
[3C]     Altyn Assault Helmet.esp
[3D]     Metro Gas Masks.esp
[3E]     RaiderOverhaul.esp
[3F]     WattzLaserGun.esp
[40]     CheatTerminal.esp
[41]     InstituteSettlements2.esp
[42]     Croup Manor Navmesh - retakrew7.esp
[43]     SS2_FDK_TinyLiving.esp
[44]     Eli_Armour_Compendium.esp
[45]     skkfastreunions.esp
[46]     SS2-PraRandomAddon.esp
[47]     W.A.T.Minutemen.esp
[48]     pulsecarbine.esp
[49]     Lost Souls No Hostility.esp
[4A]     autoweapons.esp
[4B]     AutomatronUnlockedNukaParts.esp
[4C]     CobaltForge.esp
[4D]     skkfastbos.esp
[4E]     rfortaleza2.esp
[4F]     rpampas.esp
[50]     HN66Fo4_EasyGirl_BS.esp
[51]     StG44.esp
[52]     Liberator.esp
[53]     Ak5C.esp
[54]     QuickTrade.esp
[55]     X12Plasmacaster.esp
[56]     USP 45.esp
[57]     MG69.esp
[58]     CorvalhoWidowShotgun.esp
[59]     CreationClubDelay.esp
[5A]     SS2Extended.esp
[5B]     SS2_SIMPDDDD.esp
[5C]     9mmPistol.esp
[5D]     AER15.esp
[5E]     HandmadeSMG.esp
[5F]     DesertEagleNV.esp
[60]     AtomsGloryThreads.esp
[61]     SS2WastelandVenturers.esp
[62]     SS2_Addon_R2R.esp
[63]     [SS20Addon] SimSettlements SuperStructures.esp
[64]     FO4 NPCs Travel.esp
[65]     LARGrizzly.esp
[66]     AK74M.esp
[67]     SS2-Jampads2.esp
[68]     SS2_ruined_simsettlement_addonpack.esp
[69]     JunkTownTwo.esp
[6A]     skkcombatsettlers.esp
[6B]     RU556.esp
[6C]     FNX45.esp
[6D]     BullpupBozar.esp
[6E]     Zapgun.esp
[6F]     P220.esp
[70]     Bulldog_308_SRSS.esp
[71]     127SMG.esp
[72]     DP_CaravanShotgun.esp
[73]     Sjogren.esp
[74]     skkfastminutemen.esp
[75]     P90.esp
[76]     SigSauer127.esp
[77]     F4CW10mmSMG.esp
[78]     AQUILA.esp
[79]     MP7.esp
[7A]     FnScar.esp
[7B]     M1A.esp
[7C]     TotalHackRevisited.esp
[7D]     HuntingRevolver.esp
[7E]     G36Complex.esp
[7F]     GIAT_FAMAS.esp
[80]     HRP_Mk23.esp
[81]     22LR_SilentPistol_ENG.esp
[82]     ElMudoStore.esp
[83]     WinCowbowRepeater.esp
[84]     HomemadeLasRevolver.esp
[85]     HK_UMP.esp
[86]     Fallschirmjagergewehr.esp
[87]     GreaseGunSMG.esp
[88]     Glock17.esp
[89]     CROSS_RugerMkV.esp
[8A]     WD_44.esp
[8B]     Cranky.esp
[8C]     QBZ191.esp
[8D]     Mk41GyrojetHMG.esp
[8E]     LeeEnfieldNo4MkI.esp
[8F]     M72GaussRifle.esp
[90]     HKUSP9mm.esp
[91]     win1897.esp
[92]     HK_MP5.esp
[93]     American180nv.esp
[94]     G3Family.esp
[95]     Skb_RiflesRebirth.esp
[96]     llamaCompanionHeatherv2.esp
[97]     SettlementMenuManager.esp
[98]     Vault-Tec Workshop Overhaul Redux.esp
[99]     Vault88 - Essentials.esp
[9A]     BetterSettlers.esp
[9B]     M2045MagnumRevolverRifle.esp
[9C]     X13_ScrapOTron.esp
[9D]     Ghoulish this is Child of the Atom.esp
[9E]     OWR.esp
[9F]     OWR2.esp
[A0]     Reload Sounds.esp
[A1]     3dscopes.esp
[A2]     DeadlierDeathclaws.esp
[A3]     44MBF4.esp
[A4]     Eli_NukaStuff.esp
[A5]     Patch Ivy-XDI.esp
