[00]     Fallout4.esm
[01]     DLCRobot.esm
[02]     DLCworkshop01.esm
[03]     DLCCoast.esm
[04]     DLCworkshop02.esm
[05]     DLCworkshop03.esm
[06]     DLCNukaWorld.esm
[07]     Unofficial Fallout 4 Patch.esp
[08]     HUDFramework.esm
[09]     WorkshopFramework.esm
[0A]     Robot Home Defence.esm
[0B]     Loads.esm
[0C]     SimSettlements.esm
[0D]     AAF.esm
[0E]     M9.esp
[0F]     PiperCaitCurieDialogueOverhaul.esp
[10]     OutcastsAndRemnants.esp
[11]     MojaveImports.esp
[12]     mjp_PTRS41ATR.esp
[13]     M14.esp
[14]     MojaveImports - Combat Addon.esp
[15]     More Armor Slots - All Dlc.esp
[16]     Eli_Armour_Compendium.esp
[17]     SimSettlements_XPAC_Conqueror.esp
[18]     Backpacks of the Commonwealth.esp
[19]     BetterSettlers.esp
[1A]     EveryonesBestFriend.esp
[1B]     TrueReporter.esp
[1C]     HiPolyFaces.esp
[1D]     Natasha_Face_Texture.esp
[1E]     Natasha_Face_Texture_Vanilla_Colours.esp
[1F]     LooksMenu Customization Compendium.esp
[20]     CBBE.esp
[21]     Pip-Boy Flashlight.esp
[22]     SettleObjExpandPack.esp
[23]     BetterSettlersCleanFacePack.esp
[24]     BetterSettlersNoLollygagging.esp
[25]     LooksMenu.esp
[26]     TrueGrass.esp
[27]     Grasslands - Healthy.esp
[28]     Loads of Ammo - Leveled Lists.esp
[29]     KSHairdos.esp
[2A]     KSHairsFemsheppingRadbeetle.esp
[2B]     HairVariations_YoungAtHeart.esp
[2C]     Friffy_Holstered Weapons.esp
[2D]     EasyLockpicking.esp
[2E]     256StandaloneHairColors.esp
[2F]     VeryRichMerchants.esp
[30]     LovingCurie_1.0.3b.esp
[31]     KSHairdos_oel.esp
[32]     EasyHacking.esp
[33]     K9TacticalHarness.esp
[34]     Campsite.esp
[35]     LongerPowerLines3x.esp
[36]     AzarPonytailHairstyles.esp
[37]     LovingPiper_LCC.esp
[38]     N5465 Piper Replacer v1.0.esp
[39]     LovingCait.esp
[3A]     3dscopes.esp
[3B]     10mmRevolver.esp
[3C]     CorvalhoWidowShotgun.esp
[3D]     F4NVServiceRifleRedux.esp
[3E]     SSEX.esp
[3F]     FO4 NPCs Travel.esp
[40]     LeeEnfieldNo4MkI.esp
[41]     AtomicAnnieLagrieGun.esp
[42]     DP_CaravanShotgun.esp
[43]     AQUILA.esp
[44]     DD_bleu_Ump_Extreme_Lore_friendly_edition.esp
[45]     Yona_Weapon_DefenseGun.esp
[46]     ASVektor.esp
[47]     BattleRifle.esp
[48]     M2216.esp
[49]     Scrap Everything - Ultimate Edition.esp
[FE:000] HiPolyFacesCompanionPlugin.esl
[FE:001] LKsIrma.esp
[FE:002] LKsMagnolia..esp
[FE:003] ScreenArcherMenu.esp
