[00]     Fallout4.esm
[01]     DLCRobot.esm
[02]     DLCworkshop01.esm
[03]     DLCCoast.esm
[04]     DLCworkshop02.esm
[05]     DLCworkshop03.esm
[06]     DLCNukaWorld.esm
[07]     ccrzrfo4001-tunnelsnakes.esm
[08]     ccswkfo4001-astronautpowerarmor.esm
[09]     cczsef04001-bhouse.esm
[0A]     cczsefo4002-smanor.esm
[0B]     cctosfo4002_neonflats.esm
[0C]     Unofficial Fallout 4 Patch.esp
[0D]     XDI.esm
[0E]     HUDFramework.esm
[0F]     WorkshopFramework.esm
[10]     CompanionIvy.esm
[11]     GoodneighborExpanded.esp
[12]     SouthOfTheSea.esm
[13]     SS2.esm
[14]     SS2_XPAC_Chapter2.esm
[15]     SS2_XPAC_Chapter3.esm
[16]     AmericaRising2.esm
[17]     MFC2023_EndAlz_Trunk.esm
[18]     AshlandStationSettlement.esp
[19]     Homemaker.esm
[1A]     CWSS Redux.esp
[1B]     Random Robots - True Leveled.esm
[1C]     Games.esm
[1D]     BarstoolGames.esm
[1E]     NoSharedDogmeatTemplate.esp
[1F]     NukaWorldReborn.esp
[20]     VivaNukaWorldQuests.esp
[21]     SS2Extended.esp
[22]     CompanionIvy_Nuka.esp
[23]     FaceMaxson.esp
[24]     Vault 88 Template - Optimised.esp
[25]     CheatTerminal.esp
[26]     SKKFastReunions.esp
[27]     Snappy_HouseK.esp
[28]     SS2_FDK_TinyLiving.esp
[29]     Eli_Armour_Compendium.esp
[2A]     Useful_Companions.esp
[2B]     InstituteReformation.esp
[2C]     CompanionIvy_quest.esp
[2D]     CompanionIvy_Mags.esp
[2E]     CreationClubDelay.esp
[2F]     GtN_SettlersatPlay.esp
[30]     SS2HappyTrails.esp
[31]     ImprovedHostileFactions.esp
[32]     AtomsGloryThreads.esp
[33]     Shadow Wastelands SS2 World Repopulation Cells.esp
[34]     SS2-Jampads2.esp
[35]     llamaCompanionHeatherv2.esp
[36]     SS2WastelandVenturers.esp
[37]     [SS20Addon] SimSettlements SuperStructures.esp
[38]     SS2WastelandReconstructionKit.esp
[39]     SS2_NCRP.esp
[3A]     SS2_Addon_NWE.esp
[3B]     GavM_SS2Addon_Buildings.esp
[3C]     ImprovedMinutemen.esp
[3D]     ImprovedMinutemenEncounters.esp
[3E]     ImprovedAREnclave.esp
[3F]     CF_AtomicWarlord.esp
[40]     SS2_Addon_R2R.esp
[41]     Cho1_ss2_Barmod_Conversion.esp
[42]     SS2_STRA_Support_Buildings.esp
[43]     SS2_STRA_Buildings_and_Skins.esp
[44]     SS2_ruined_simsettlement_addonpack.esp
[45]     Enclave-X02.esp
[46]     creativeclutter.esp
[47]     DZK_1x1_Pack.esp
[48]     SS2_Addon_FHE.esp
[49]     GarageHomesAndSensibleSecurity.esp
[4A]     JunkTownTwo.esp
[4B]     Hellfirenew.esp
[4C]     ImprovedAREncounters.esp
[4D]     MercerRescuedSynths.esp
[4E]     ImprovedNukaRaiders.esp
[4F]     ImprovedNukaRaidersEncounters.esp
[50]     ImprovedHostileFactionsEncounters.esp
[51]     BetterSettlers.esp
[52]     TacticalCourser.esp
[53]     ImprovedInstitute.esp
[54]     ImprovedInstituteEncounters.esp
[55]     ImprovedBoS.esp
[56]     ImprovedBoSEncounters.esp
[57]     T65PA.esp
[58]     EasyStartCheatBox_FO4.esp
[59]     OWR.esp
[5A]     OWR2.esp
[5B]     ImprovedRR.esp
[5C]     ImprovedRREncounters.esp
[5D]     NAC.esp
[5E]     SKKFastMinutemen.esp
[5F]     PortableCloningDevice.esp
[60]     Configurable Artillery.esp
[61]     dinoshelf.esp
[62]     WorkshopPlus.esp
[63]     CoASettlers.esp
[64]     PersistentVolumeSliders.esp
[65]     Alex's Settlement Power Pylon.esp
[66]     SRV_StopRadioVoice.esp
[67]     SKKFastBOS.esp
[68]     Playable Synth Eyes.esp
[69]     CompanionStatus.esp
[6A]     Better_Settlement_Defence.esp
[6B]     HoloTime_2.esp
[6C]     LooksMenu Customization Compendium.esp
[6D]     Better Randomized Robots - vanilla loot patch.esp
[6E]     AutomatronUnlockedNukaParts.esp
[6F]     EnclaveX02.esp
[70]     ChineseStealthSuit.esp
[71]     10MMTF.esp
[72]     Secret Service Armor.esp
[73]     ECV_RemnantsArmor.esp
[74]     FatherCompanion.esp
[75]     Patch Ivy-XDI.esp
[76]     g2m_Workshop_Nexus.esp
[77]     CompactCrafting.esp
[78]     SS2_WastelandDefense.esp
[79]     SS2-PraRandomAddon.esp
[7A]     SS2CaravanSnatex.esp
[7B]     SS2UI.esp
[7C]     SS2_CityPlanContestAssistant.esp
[7D]     TheRon_MapMarker.esp
[7E]     SS2_MsB_PlainPlans.esp
[7F]     MS Contraptions - SS2 ASAM Builder.esp
[80]     ohSIM_Sim2_Settlements_Scrappers_Addon.esp
[81]     SS2_SIMPDDDD.esp
[82]     KSHairsFemsheppingRadbeetle.esp
[83]     KSHairdos.esp
[84]     ESPExplorerFO4.esp
[85]     SettlementMenuManager.esp
[86]     SKKFastStartNewGame.esp
[87]     Vault-Tec Workshop Overhaul Redux.esp
[88]     Vault88 - Essentials.esp
[89]     PoseidonOffices.esp
[8A]     PoseidonOffices_NoBugs.esp
[8B]     BostonLibrarySettlement.esp
[FE:000] ccbgsfo4018-gaussrifleprototype.esl
[FE:001] ccbgsfo4019-chinesestealtharmor.esl
[FE:002] ccbgsfo4044-hellfirepowerarmor.esl
[FE:003] ccfsvfo4002-midcenturymodern.esl
[FE:004] cceejfo4001-decorationpack.esl
[FE:005] ccbgsfo4045-advarccab.esl
[FE:006] ccfsvfo4003-slocum.esl
[FE:007] ccfrsfo4002-antimaterielrifle.esl
