[00]     Fallout4.esm
[01]     DLCRobot.esm
[02]     DLCworkshop01.esm
[03]     DLCCoast.esm
[04]     DLCworkshop02.esm
[05]     DLCworkshop03.esm
[06]     DLCNukaWorld.esm
[07]     Unofficial Fallout 4 Patch.esp
[08]     HUDFramework.esm
[09]     XDI.esm
[0A]     MutantMenagerie.esm
[0B]     DCGuard_Overhaul.esp
[0C]     SouthOfTheSea.esm
[0D]     MFC2023_EndAlz_Trunk.esm
[0E]     AmericaRising2.esm
[0F]     MutantMenagerie_GrilledTurkey.esm
[10]     CrimeTown.esp
[11]     GoodneighborExpanded.esp
[12]     YouAndWhatArmy2.esm
[13]     WorkshopFramework.esm
[14]     MN Goodneighbor Overhaul.esp
[15]     ValiusHDTextures2K.esp
[16]     PlayerComments.esp
[17]     UltraExteriorLighting.esp
[18]     UltraInteriorLighting.esp
[19]     10mmSMG.esp
[1A]     CreationClubDelay.esp
[1B]     DeeZire.esp
[1C]     DeeZireDLC01.esp
[1D]     DeeZireDLC03.esp
[1E]     DeeZireDLC04.esp
[1F]     PiperCaitCurieDialogueOverhaul.esp
[20]     Boston_Police_Department.esp
[21]     3DNPC_FO4.esp
[22]     PlayerComments_3DNPC_FO4_Patch.esp
[23]     PlayerComments_PiperCaitCurieDialogueOverhaul_Patch.esp
[24]     PlayerComments_UFO4P_Patch.esp
[25]     Ketaros_Treasures.esp
[26]     CROSS_PlasRail.esp
[27]     MojaveImports.esp
[28]     Wasteland Illumination Shadow.esp
[29]     Betterautomatronweaponsandbots.esp
[2A]     FarHarborStory.esp
[2B]     3DNPC_FO4_DLC.esp
[2C]     DCEnhancedSecurity.esp
[2D]     llamaCompanionHeatherv2.esp
[2E]     UpgradableClothing.esp
[2F]     CK-RestoredDamageTypes.esp
[30]     Raider Gang Extended NPC (Fixed & Cleaned).esp
[31]     WRVR.esp
[32]     CSEPAllAmericans.esp
[33]     Reverb and Ambiance Overhaul.esp
[34]     GKX Apple Tree.esp
[35]     psans.esp
[36]     NightstrikerCreatureMod.esp
[37]     RecruitableSettlers.esp
[38]     RecruitableSettlersFH.esp
[39]     More Smarter Companions Mod.esp
[3A]     InstituteStory.esp
[3B]     Fo4Lore.esp
[3C]     Skb_RiflesRebirth.esp
[3D]     DiverseWasteland.esp
[3E]     Flashy_CrimeAndPunishment.esp
[3F]     3DNPC_FO4Settler.esp
[40]     BoSStory.esp
[41]     CSEPBIARedux.esp
[42]     Rsiyo'sLocationPack.esp
[43]     CSEPBountyMod.esp
[44]     CSEPCompanion.esp
[45]     InsideJobs.esp
[46]     Ak5C.esp
[47]     ChinaLakeandHolorifle.esp
[48]     OldTimeReligion.esp
[49]     Ketaros_MissingMags.esp
[4A]     LeeEnfieldNo4MkI.esp
[4B]     MREs.esp
[4C]     Tomacuzi9.esp
[4D]     LAER.esp
[4E]     45autoPistol.esp
[4F]     Ephla's Unique Chems.esp
[50]     GrenadeExpansionPack.esp
[51]     Doctor Quench Soda Company 2022.esp
[52]     SimpleBounties.esp
[53]     WattzLaserGun.esp
[54]     LString_Bow.esp
[55]     ClassicSniper.esp
[56]     ellen.esp
[57]     RangemasterRemaster.esp
[58]     AtomsGloryThreads.esp
[59]     CF_AtomicWarlord.esp
[5A]     PBW-TheServicePackRELOADED.esp
[5B]     EM2.esp
[5C]     HandmadeLeverActionSG.esp
[5D]     M2045MagnumRevolverRifle.esp
[5E]     skewer.esp
[5F]     [ARRETH] FGEP-DE.esp
[60]     GhoulBlood.esp
[61]     FO4 NPCs Travel.esp
[62]     tsuki no hana.esp
[63]     AK74M.esp
[64]     lasercannon.esp
[65]     MTs255.esp
[66]     _00Stingray.esp
[67]     CROSS_Recall.esp
[68]     Archimedes-II.esp
[69]     BPB_Both_NR.esp
[6A]     GreaseGunSMG.esp
[6B]     Vault4.esp
[6C]     4estGimp - FSD_Vault4.esp
[6D]     4estGimp - FSD CandP.esp
[6E]     HaxRPG7.esp
[6F]     BullpupBozar.esp
[70]     ImmersiveAnimationFramework.esp
[71]     ccUpgClothBrandedAttire.esp
[72]     CSEPHomeSick.esp
[73]     RemingtonModel8.esp
[74]     DP_CaravanShotgun.esp
[75]     ElMudoStore.esp
[76]     FN-FAL.esp
[77]     HuntingShotgun.esp
[78]     AA HotC - Standalone WE.esp
[79]     Backpacks of the Commonwealth.esp
[7A]     Sjogren.esp
[7B]     DiamondCityAutoClose.esp
[7C]     HuntingRevolver.esp
[7D]     WinCowbowRepeater.esp
[7E]     WRAR3.esp
[7F]     CompanionStatus.esp
[80]     SelectRapidMG.esp
[81]     SelectShotgun.esp
[82]     CourierDuster.esp
[83]     Buffed Minutemen.esp
[84]     Cranky.esp
[85]     CROSS_Techmask.esp
[86]     Crossbow.esp
[87]     Cyborg - Cybernetic Enhancements.esp
[88]     DaksBallisticMask.esp
[89]     DCRE.esp
[8A]     DocDrumlin.esp
[8B]     DOOMSCARLK.esp
[8C]     RemoteExplosives.esp
[8D]     Eli_Armour_Compendium.esp
[8E]     4estGimp - FSD_Catwalk_Patch.esp
[8F]     Gatling Laser Overhaul.esp
[90]     GaussRevolver.esp
[91]     Grasslands - Healthy.esp
[92]     Better Landscape Grass.esp
[93]     GravityFist.esp
[94]     GrenadeExpansionPackChinaLakePatch.esp
[95]     GS Lever Action Shotgun.esp
[96]     HVSG_LLInjector.esp
[97]     JaggedsThirdRail.esp
[98]     JaguarLMG.esp
[99]     Forced Evolution.esp
[9A]     NoBoSHostility.esp
[9B]     DakEnergyPistol.esp
[9C]     KelloggsLeftoverBits.esp
[9D]     Krait6712.esp
[9E]     L96A1.esp
[9F]     InteractionAnimations.esp
[A0]     M1A.esp
