[00]     Fallout4.esm
[01]     DLCRobot.esm
[02]     DLCworkshop01.esm
[03]     DLCCoast.esm
[04]     DLCworkshop02.esm
[05]     DLCworkshop03.esm
[06]     DLCNukaWorld.esm
[07]     ccrzrfo4001-tunnelsnakes.esm
[08]     CleanMySettlement.esm
[09]     Unofficial Fallout 4 Patch.esp
[0A]     HUDFramework.esm
[0B]     WorkshopFramework.esm
[0C]     XDI.esm
[0D]     a149 My Little Armor.esm
[0E]     NukaWorldReborn.esp
[0F]     VivaNukaWorldQuests.esp
[10]     Ketaros_Treasures.esp
[11]     SS2.esm
[12]     SS2_XPAC_Chapter2.esm
[13]     PACE.esm
[14]     PANPC.esm
[15]     FatherCompanion.esp
[16]     Depravity.esp
[17]     FaceMaxson.esp
[18]     AA FusionCityRising.esp
[19]     OutcastsAndRemnants.esp
[1A]     AA FusionCityRising - HotC.esp
[1B]     InstituteReformation.esp
[1C]     VivaNukaWorld.esp
[1D]     ProjectValkyrie.esp
[1E]     AGNISNikaCola01.esp
[1F]     NoSharedDogmeatTemplate.esp
[20]     HN66Fo4_EarringsV1.esp
[21]     HN66Fo4_EasyGirl_BS.esp
[22]     HN66Fo4_Nails.esp
[23]     KSHairdos.esp
[24]     KSHairdos_oel.esp
[25]     KSHairsFemsheppingRadbeetle.esp
[26]     LooksMenu Customization Compendium.esp
[27]     HN66Fo4_Rings.esp
[28]     ESPExplorerFO4.esp
[29]     Reverb and Ambiance Overhaul.esp
[2A]     F4R - Main - v1.5.esp
[2B]     ECO.esp
[2C]     HHFootsteps.esp
[2D]     KetPatch01.esp
[2E]     SuperMutantRedux.esp
[2F]     WeaponModFixes-GOTY.esp
[30]     3dscopes.esp
[31]     The Eyes Of Beauty.esp
[32]     TBOS-AntoHairPack.esp
[33]     Playable Synth Eyes.esp
[34]     SS2 Excess Resource Manager.esp
[35]     SS2_CityPlanContestAssistant.esp
[36]     SS2_MsB_PlainPlans.esp
[37]     ss2radiantpower.esp
[38]     WestTekTacticalOptics.esp
[39]     DOOMCatalyst.esp
[3A]     SovietAssaultPack.esp
[3B]     Radium.esp
[3C]     Scopes.esp
[3D]     ScopeOverlayDOF.esp
[3E]     Eli_Armour_Compendium.esp
[3F]     WorkshopPlus.esp
[40]     DeadlierDeathclaws.esp
[41]     Metro Gas Masks.esp
[42]     Raider Gang Extended NPC (Fixed & Cleaned).esp
[43]     Altyn Assault Helmet.esp
[44]     RaiderOverhaul.esp
[45]     W.A.T.Minutemen.esp
[46]     VivaNukaWorldQuests - Depravity Integration.esp
[47]     BMW_ALA.esp
[48]     WattzLaserGun.esp
[49]     Nuka World Bottle Fix.esp
[4A]     CheatTerminal.esp
[4B]     NoSettlementQuestsAIODLC.esp
[4C]     Fusion Gun.esp
[4D]     SS2Extended.esp
[4E]     Skb_RiflesRebirth.esp
[4F]     Croup Manor Navmesh - retakrew7.esp
[50]     InstituteSettlements2.esp
[51]     Mk41GyrojetHMG.esp
[52]     SKKFastReunions.esp
[53]     SS2_FDK_TinyLiving.esp
[54]     ABundleofTape.esp
[55]     CreationClubDelay.esp
[56]     9mmPistol.esp
[57]     F4NVServiceRifleRedux.esp
[58]     ChineseStealthSuit.esp
[59]     CF_AtomicWarlord.esp
[5A]     BetterSettlers.esp
[5B]     Facials.esp
[5C]     LAER.esp
[5D]     SS2HappyTrails.esp
[5E]     Wana_SA58.esp
[5F]     llamaCompanionHeatherv2.esp
[60]     SS2WastelandVenturers.esp
[61]     SS2_SIMPDDDD.esp
[62]     AtomsGloryThreads.esp
[63]     [SS20Addon] SimSettlements SuperStructures.esp
[64]     ohSIM_Sim2_Settlements_Scrappers_Addon.esp
[65]     SS2-Jampads2.esp
[66]     SS2-PraRandomAddon.esp
[67]     SS2_ruined_simsettlement_addonpack.esp
[68]     SS2Addon_FPh_AlleyCabaret.esp
[69]     SS2_Addon_R2R.esp
[6A]     TotalHackRevisited.esp
[6B]     FO4 NPCs Travel.esp
[6C]     Eli_NukaStuff.esp
[6D]     LeeEnfieldNo4MkI.esp
[6E]     BullpupBozar.esp
[6F]     DP_CaravanShotgun.esp
[70]     SigSauer127.esp
[71]     HuntingShotgun.esp
[72]     SelectRapidMG.esp
[73]     JunkTownTwo.esp
[74]     SS2_Addon_FHE.esp
[75]     SettlementMenuManager.esp
[76]     Better_Settlement_Defence.esp
[77]     SKKFastBOS.esp
[78]     SKKFastMinutemen.esp
[79]     SKKCombatSettlers.esp
[7A]     SKKUnlockCompanions.esp
[7B]     F4R - Far Harbor - v1.5.esp
[7C]     F4R - NukaWorld - v1.5.esp
[7D]     rfortaleza2.esp
[7E]     HoloTime.esp
[7F]     AA LMSE_FarHarbor.esp
[80]     Lost Souls No Hostility.esp
[81]     AA Lots More Settlers and Enemies.esp
[82]     CriticalHitsOutsideofVATS.esp
[83]     AEWS.esp
[84]     Automatron Protectrons Expanded.esp
[85]     autoweapons.esp
[86]     AutomatronUnlockedNukaParts.esp
[87]     Reload Sounds.esp
[88]     SKKOmodStripper.esp
[89]     rpampas.esp
[8A]     QuickTrade.esp
[8B]     Sjogren.esp
[8C]     GreaseRatGarbs.esp
[8D]     HuntingRevolver.esp
[8E]     OWR.esp
[8F]     OWR2.esp
[90]     G3Family.esp
[91]     pulsecarbine.esp
[92]     SelectMarksman.esp
[93]     Zapgun.esp
[94]     22LR_SilentPistol_ENG.esp
[95]     45autoPistol.esp
[96]     American180nv.esp
[97]     F4CW10mmSMG.esp
[98]     GreaseGunSMG.esp
[99]     SA80.esp
[9A]     Clothes Pack v2.0 by DonEb14n.esp
[9B]     Clothes Pack 2 by DonEb14n.esp
