[00]     Fallout4.esm
[01]     DLCRobot.esm
[02]     DLCworkshop01.esm
[03]     DLCCoast.esm
[04]     DLCworkshop02.esm
[05]     DLCworkshop03.esm
[06]     DLCNukaWorld.esm
[07]     Unofficial Fallout 4 Patch.esp
[08]     DCGuard_Overhaul.esp
[09]     WorkshopFramework.esm
[0A]     SS2.esm
[0B]     SS2_XPAC_Chapter2.esm
[0C]     SS2_XPAC_Chapter3.esm
[0D]     AmericaRising2.esm
[0E]     XDI.esm
[0F]     CWPointLookoutFO4.esm
[10]     Darlene.esm
[11]     LobotomitePack.esm
[12]     INE_BoonIsland.esp
[13]     Arbitration - Resources.esm
[14]     CALIBER-COMPLEX.esm
[15]     ExtendedWeaponSystem.esm
[16]     HUDFramework.esm
[17]     Homemaker.esm
[18]     Better_Settlement_Defence.esp
[19]     SS2_FDK_TinyLiving.esp
[1A]     SS2WastelandVenturers.esp
[1B]     JunkTownTwo.esp
[1C]     Vault-Tec Workshop Overhaul Redux.esp
[1D]     Vault88 - Essentials.esp
[1E]     CROSS_GoreCrits.esp
[1F]     AnimatedCandles.esp
[20]     FOG_MS_RV.esp
[21]     The Eyes Of Beauty.esp
[22]     BetterChemVariants.esp
[23]     jsrs.esp
[24]     Reverb and Ambiance Overhaul.esp
[25]     MusicMergedDLC.esp
[26]     EPO.esp
[27]     Armament.esp
[28]     Configurable Artillery.esp
[29]     PhotoMode.esp
[2A]     AtomicRadio.esp
[2B]     SKKGlobalStashScrapping.esp
[2C]     SettlementMenuManager.esp
[2D]     VAFS Redux.esp
[2E]     512StandaloneHairColors.esp
[2F]     LooksMenu Customization Compendium.esp
[30]     ChrisAnimeEyes.esp
[31]     KSHairdos.esp
[32]     AzarPonytailHairstyles.esp
[33]     PersistentVolumeSliders.esp
[34]     TBOS-AntoHairPack.esp
[35]     TulliusHair.esp
[36]     KSHairsFemsheppingRadbeetle.esp
[37]     llamaCompanionHeatherv2.esp
[38]     Deeper Thoughts - Expressive Curie.esp
[39]     DarleneDLC.esp
[3A]     Vault4.esp
[3B]     3DNPC_FO4.esp
[3C]     NukaWorldPlus.esp
[3D]     AnimatronicApocalypse.esp
[3E]     SS2Extended.esp
[3F]     Stm_DiamondCityExpansion.esp
[40]     MutilatedDeadBodies.esp
[41]     MaxwellsWorl.esp
[42]     FarHarborStory.esp
[43]     Raider Children.esp
[44]     3DNPC_FO4_DLC.esp
[45]     WZWildWasteland.esp
[46]     TU3SD4Y'S Commonwealth Responders.esp
[47]     Children of Ug Qualtoth.esp
[48]     TheBackrooms-ThePoolrooms.esp
[49]     CSEPBIARedux.esp
[4A]     CSEPLoadedBases.esp
[4B]     4estGimp - FSD_Vault4.esp
[4C]     CSEPCompanion.esp
[4D]     CSEPTheExperiment.esp
[4E]     CavesOfTheCommonwealth.esp
[4F]     CSEPHomeSick.esp
[50]     WastelandCodex.esp
[51]     CheatTerminal.esp
[52]     W.A.T.Minutemen.esp
[53]     MilitarizedMinutemen.esp
[54]     Vault Outfits Redux.esp
[55]     Eli_Armour_Compendium.esp
[56]     Hellfirenew.esp
[57]     EnclaveX02.esp
[58]     Armor 2.esp
[59]     Armor 1.esp
[5A]     CommunistPowerArmor.esp
[5B]     EasternOperator.esp
[5C]     Modern Military Pack.esp
[5D]     rpampas.esp
[5E]     PMC Operators Pack.esp
[5F]     SPTFIRE-ALLDLC.esp
[60]     BF1 Animations - Double Barrel Shotgun v2.3.esp
[61]     AttachPack.esp
[62]     10MMTF.esp
[63]     Binoculars.esp
[64]     _00Stingray.esp
[65]     Better Explosives Redux.esp
[66]     3dscopes.esp
[67]     F4NV_44_Magnum.esp
[68]     Weapon Merge 8.esp
[69]     EFTPack.esp
[6A]     Weapon Merge 2.esp
[6B]     Weapon Merge 5.esp
[6C]     Ozzys_M4_Platform.esp
[6D]     CombinedArmsNV.esp
[6E]     Weapon Merge 6.esp
[6F]     FOLON-StandaloneReleaser.esp
[70]     BH_Kar98k.esp
[71]     LAER.esp
[72]     BH_MCX_Spear.esp
[73]     PKMnv.esp
[74]     AKMnv.esp
[75]     Escape from Boston - KAC SR-25.esp
[76]     QBZ191.esp
[77]     1CAS_ServiceRifle.esp
[78]     SPR300.esp
[79]     G3A3.esp
[7A]     RU556.esp
[7B]     AAC_HoneyBadger.esp
[7C]     BullpupBozar.esp
[7D]     Mk41GyrojetHMG.esp
[7E]     Liberator.esp
[7F]     ChinaLakeandHolorifle.esp
[80]     X12Plasmacaster.esp
[81]     Ozzys_SakinGSFamily.esp
[82]     SubmersiblePowerArmorRedux.esp
[83]     WZXM4.esp
[84]     RemingtonM11.esp
[85]     Mossberg500.esp
[86]     ClassicSniper.esp
[87]     F4NV-AMR.esp
[88]     WattzLaserGun.esp
[89]     M60-M60E3.esp
[8A]     M1928A1.esp
[8B]     LeeEnfieldNo4MkI.esp
[8C]     F4NVSingleActionArmy.esp
[8D]     DakGrenadeAPW.esp
[8E]     PigAMPoliceRiotShotgun.esp
[8F]     Pig1887Vanilla.esp
[90]     Sjogren.esp
[91]     SelectShotgun.esp
[92]     HuntingRevolver.esp
[93]     ModularGaussRifle.esp
[94]     PigAAM1897.esp
[95]     Colt6520.esp
[96]     CazadorML.esp
[97]     OTs-02 Kiparis.esp
[98]     Mac10.esp
[99]     M2Agency.esp
[9A]     MWModel680.esp
[9B]     AutoMines.esp
[9C]     [BFV]Kar98k.esp
[9D]     BH_G43.esp
[9E]     BH_StG44.esp
[9F]     MW1Mike4.esp
[A0]     MW Basilisk.esp
[A1]     MWIILimax.esp
[A2]     MWMpapa40.esp
[A3]     Groza.esp
[A4]     M1A.esp
