[00]     Fallout4.esm
[01]     DLCRobot.esm
[02]     DLCworkshop01.esm
[03]     DLCCoast.esm
[04]     DLCworkshop02.esm
[05]     DLCworkshop03.esm
[06]     DLCNukaWorld.esm
[07]     ccrzrfo4001-tunnelsnakes.esm
[08]     ccswkfo4001-astronautpowerarmor.esm
[09]     cczsef04001-bhouse.esm
[0A]     cctosfo4001-neosky.esm
[0B]     cczsefo4002-smanor.esm
[0C]     cctosfo4002_neonflats.esm
[0D]     Unofficial Fallout 4 Patch.esp
[0E]     HUDFramework.esm
[0F]     WorkshopFramework.esm
[10]     SubwayRunnnerDynamicLighting.esp
[11]     ccfsvfo4004-vrworkshopgnrplaza.esm
[12]     ccfsvfo4005-vrdesertisland.esm
[13]     ccfsvfo4006-vrwasteland.esm
[14]     ccbgsfo4117-capmerc.esm
[15]     MFC2023_EndAlz_Trunk.esm
[16]     SouthOfTheSea.esm
[17]     Random Robots - True Leveled.esm
[18]     XDI.esm
[19]     Games.esm
[1A]     BarstoolGames.esm
[1B]     AshlandStationSettlement.esp
[1C]     AmericaRising2.esm
[1D]     YouAndWhatArmy2.esm
[1E]     Settlement Electricity Overhaul.esm
[1F]     SelectMarksman.esp
[20]     SelectRapidMG.esp
[21]     SelectShotgun.esp
[22]     Homemaker.esm
[23]     ccbgsfo4040-vrworkshop01.esm
[24]     AAF.esm
[25]     MFC2024_EndAlz_ShadyMotives.esm
[26]     SS2.esm
[27]     SS2_XPAC_Chapter2.esm
[28]     SS2_XPAC_Chapter3.esm
[29]     SS2Extended.esp
[2A]     NukaWorldReborn.esp
[2B]     VivaNukaWorldQuests.esp
[2C]     Enclave-X02.esp
[2D]     EnclaveX02.esp
[2E]     Hellfirenew.esp
[2F]     10MMTF.esp
[30]     SettlementMenuManager.esp
[31]     Useful_Companions.esp
[32]     Vault 88 Template - Optimised.esp
[33]     ImprovedMinutemen.esp
[34]     ImprovedMinutemenEncounters.esp
[35]     WorkshopPlus.esp
[36]     Vault-Tec Workshop Overhaul Redux.esp
[37]     Vault88 - Essentials.esp
[38]     The Eyes Of Beauty.esp
[39]     LooksMenu Customization Compendium.esp
[3A]     PoseidonOffices.esp
[3B]     Alex's Settlement Power Pylon.esp
[3C]     AutomatronUnlockedNukaParts.esp
[3D]     Better Randomized Robots - vanilla loot patch.esp
[3E]     Better_Settlement_Defence.esp
[3F]     CheatTerminal.esp
[40]     CompanionStatus.esp
[41]     Configurable Artillery.esp
[42]     ESPExplorerFO4.esp
[43]     HoloTime_2.esp
[44]     KSHairdos.esp
[45]     KSHairsFemsheppingRadbeetle.esp
[46]     llamaCompanionHeatherv2.esp
[47]     MercerRescuedSynths.esp
[48]     Mors Shortcut to Curie.esp
[49]     NoSharedDogmeatTemplate.esp
[4A]     PersistentVolumeSliders.esp
[4B]     PoseidonOffices_NoBugs.esp
[4C]     SKKFastBOS.esp
[4D]     SKKFastReunions.esp
[4E]     SRV_StopRadioVoice.esp
[4F]     BarstoolGames_FH.esp
[50]     BarstoolGames_NW.esp
[51]     SKKFastMinutemen.esp
[52]     Q_Lore_MQ106_Cryolator.esp
[53]     [SS20Addon] SimSettlements SuperStructures.esp
[54]     Cho1_ss2_Barmod_Conversion.esp
[55]     DZK_1x1_Pack.esp
[56]     GarageHomesAndSensibleSecurity.esp
[57]     GtN_SettlersatPlay.esp
[58]     JunkTownTwo.esp
[59]     MS Contraptions - SS2 ASAM Builder.esp
[5A]     ohSIM_Sim2_Settlements_Scrappers_Addon.esp
[5B]     Shadow Wastelands SS2 World Repopulation Cells.esp
[5C]     SS2-Jampads2.esp
[5D]     SS2-PraRandomAddon.esp
[5E]     SS2_Addon_Favelabulous.esp
[5F]     SS2_Addon_FHE.esp
[60]     SS2_Addon_NWE.esp
[61]     SS2_Addon_PSC_Plots.esp
[62]     SS2_Addon_R2R.esp
[63]     SS2_CityPlanContestAssistant.esp
[64]     SS2_FDK_TinyLiving.esp
[65]     SS2_MsB_PlainPlans.esp
[66]     SS2_ruined_simsettlement_addonpack.esp
[67]     SS2_SIMPDDDD.esp
[68]     SS2_STRA_Buildings_and_Skins.esp
[69]     SS2_STRA_Support_Buildings.esp
[6A]     SS2_WastelandDefense.esp
[6B]     SS2CaravanSnatex.esp
[6C]     SS2HappyTrails.esp
[6D]     SS2UI.esp
[6E]     SS2WastelandVenturers.esp
[6F]     TheRon_MapMarker.esp
[70]     ImprovedRR.esp
[71]     ImprovedRREncounters.esp
[72]     creativeclutter.esp
[73]     dinoshelf.esp
[74]     OWR.esp
[75]     OWR2.esp
[76]     ImprovedBoS.esp
[77]     ImprovedBoSEncounters.esp
[78]     ImprovedInstitute.esp
[79]     ImprovedInstituteEncounters.esp
[7A]     SS2WastelandReconstructionKit.esp
[7B]     SS2_NCRP.esp
[7C]     AzarPonytailHairstyles.esp
[7D]     ImprovedHostileFactions.esp
[7E]     ImprovedHostileFactionsEncounters.esp
[7F]     ImprovedNukaRaiders.esp
[80]     ImprovedNukaRaidersEncounters.esp
[81]     SKKSynthVision.esp
[82]     T65PA.esp
[83]     ECV_RemnantsArmor.esp
[84]     Secret Service Armor.esp
[85]     SKKFastStartNewGame.esp
[86]     SS2_ruined_plotapalooza_messhall.esp
[87]     CreationClubDelay.esp
[88]     BostonLibrarySettlement.esp
[89]     ImprovedAREnclave.esp
[8A]     ImprovedAREncounters.esp
[8B]     Vault88AreaExtension.esp
[8C]     PortableCloningDevice.esp
[8D]     Rebuild_Settlements.esp
[8E]     SS2 Settlement Management Terminal.esp
[8F]     MYS_RogueSS2AddOnPack.esp
[90]     Nuka Nuke Minigun.esp
[91]     Eli_Armour_Compendium.esp
