[00]     Fallout4.esm
[01]     DLCRobot.esm
[02]     DLCworkshop01.esm
[03]     DLCCoast.esm
[04]     DLCworkshop02.esm
[05]     DLCworkshop03.esm
[06]     DLCNukaWorld.esm
[07]     ccrzrfo4001-tunnelsnakes.esm
[08]     ccswkfo4001-astronautpowerarmor.esm
[09]     cczsef04001-bhouse.esm
[0A]     cctosfo4001-neosky.esm
[0B]     cczsefo4002-smanor.esm
[0C]     cctosfo4002_neonflats.esm
[0D]     CleanMySettlement.esm
[0E]     Unofficial Fallout 4 Patch.esp
[0F]     HUDFramework.esm
[10]     WorkshopFramework.esm
[11]     FortStronger.esm
[12]     SouthOfTheSea.esm
[13]     SS2.esm
[14]     SS2_XPAC_Chapter2.esm
[15]     SS2_XPAC_Chapter3.esm
[16]     InstituteTechnologyOverhaul.esm
[17]     MFC2023_EndAlz_Trunk.esm
[18]     Random Robots - True Leveled.esm
[19]     Darlene.esm
[1A]     Games.esm
[1B]     BarstoolGames.esm
[1C]     CWSS Redux.esp
[1D]     CompanionIvy.esm
[1E]     Homemaker.esm
[1F]     NukaWorldPlus.esp
[20]     NukaWorldReborn.esp
[21]     VivaNukaWorldQuests.esp
[22]     SS2Extended.esp
[23]     UltracitePA.esp
[24]     SS2WastelandVenturers.esp
[25]     VisibleCompanionAffinity.esp
[26]     Vault-Tec Workshop Overhaul Redux.esp
[27]     SettlementMenuManager.esp
[28]     Vault88 - Essentials.esp
[29]     Vault 88 Template - Optimised.esp
[2A]     The Eyes Of Beauty - Remastered.esp
[2B]     AtomsGloryThreads.esp
[2C]     LooksMenu Customization Compendium.esp
[2D]     InstituteTechnologyOverhaul - FULL.esp
[2E]     KSHairsFemsheppingRadbeetle.esp
[2F]     [SS20Addon] SimSettlements SuperStructures.esp
[30]     Alex's Settlement Power Pylon.esp
[31]     CF_AtomicWarlord.esp
[32]     AutomatronUnlockedNukaParts.esp
[33]     Better Randomized Robots - vanilla loot patch.esp
[34]     Better_Settlement_Defence.esp
[35]     BetterFarHarbor_Open.esp
[36]     CheatTerminal.esp
[37]     ChineseStealthSuit.esp
[38]     Cho1-SS2-Cosmosplot.esp
[39]     CompanionStatus.esp
[3A]     CreationClubDelay.esp
[3B]     DOOMCatalyst.esp
[3C]     DP_CaravanShotgun.esp
[3D]     ESPExplorerFO4.esp
[3E]     Ketaros_Treasures.esp
[3F]     FaceMaxson.esp
[40]     FatherCompanion.esp
[41]     GarageHomesAndSensibleSecurity.esp
[42]     GtN_SettlersatPlay.esp
[43]     HoloTime_2.esp
[44]     InstituteReformation.esp
[45]     Jacq-CompanionPerkMags.esp
[46]     JunkTownTwo.esp
[47]     Ketaros_MissingMags.esp
[48]     KSHairdos.esp
[49]     llamaCompanionHeatherv2.esp
[4A]     NoSharedDogmeatTemplate.esp
[4B]     PBW-PlasmaPistol.esp
[4C]     PersistentVolumeSliders.esp
[4D]     PlasmaDefenderStandalone.esp
[4E]     Playable Synth Eyes.esp
[4F]     Radium.esp
[50]     SelectMarksman.esp
[51]     SelectRapidMG.esp
[52]     SelectShotgun.esp
[53]     Shadow Wastelands SS2 World Repopulation Cells.esp
[54]     SKKFastBOS.esp
[55]     SRV_StopRadioVoice.esp
[56]     SS2-Jampads2.esp
[57]     SS2-PraRandomAddon.esp
[58]     SS2_Addon_FHE.esp
[59]     SS2_Addon_PSC_Plots.esp
[5A]     SS2_FDK_TinyLiving.esp
[5B]     SS2_ruined_simsettlement_addonpack.esp
[5C]     SS2_STRA_Buildings_and_Skins.esp
[5D]     SS2_STRA_Support_Buildings.esp
[5E]     MS Contraptions - SS2 ASAM Builder.esp
[5F]     ohSIM_Sim2_Settlements_Scrappers_Addon.esp
[60]     SimSettlements2_AddOnPack_ApocalypticAdditions_SirLach.esp
[61]     SS2_CityPlanContestAssistant.esp
[62]     SS2_MsB_PlainPlans.esp
[63]     SS2_SIMPDDDD.esp
[64]     SS2CaravanSnatex.esp
[65]     SS2UI.esp
[66]     TheRon_MapMarker.esp
[67]     CoASettlers.esp
[68]     Simple Artillery Strikes.esp
[69]     Reverb and Ambiance Overhaul.esp
[6A]     FO4R.esp
[6B]     jsrs.esp
[6C]     FATE Core - Tweaks.esp
[6D]     10MMTF.esp
[6E]     Mors Shortcut to Curie.esp
[6F]     MercerRescuedSynths.esp
[70]     Useful_Companions.esp
[71]     BarstoolGames_FH.esp
[72]     BarstoolGames_NW.esp
[73]     Cho1_ss2_Barmod_Conversion.esp
[74]     creativeclutter.esp
[75]     SS2-JampadsExtras-CreativeQuarters.esp
[76]     dinoshelf.esp
[77]     neonflatsworkshop.esp
[78]     WorkshopPlus.esp
[79]     SS2_Addon_NWE.esp
[7A]     InstituteSettlements2.esp
[7B]     SS2HappyTrails.esp
[7C]     JunkTown2 - EXTREME.esp
[7D]     SS2_Addon_R2R.esp
[7E]     DZK_1x1_Pack.esp
[7F]     Supreme Perks - Original.esp
[80]     CompanionIvy_Mags.esp
[81]     CompanionIvy_Nuka.esp
[82]     CompanionIvy_quest.esp
[83]     SS2_WastelandDefense.esp
[84]     Homemaker - Streetlights Use Passive Power.esp
[85]     Homemaker - Unlocked Institute Objects.esp
[86]     Vivid Weathers - FO4.esp
[87]     Vivid Weathers - FO4 - Quest.esp
[88]     BostonLibrarySettlement.esp
[89]     FBFH_EE_Acadia_Cleanup.esp
[8A]     M8r Complex Sorter.esp
[8B]     M8r Complex Sorter-part2.esp
[FE:000] ccbgsfo4018-gaussrifleprototype.esl
[FE:001] ccbgsfo4019-chinesestealtharmor.esl
[FE:002] ccbgsfo4042-bfg.esl
[FE:003] ccbgsfo4044-hellfirepowerarmor.esl
