[00]     Fallout4.esm
[01]     DLCRobot.esm
[02]     DLCworkshop01.esm
[03]     DLCCoast.esm
[04]     DLCworkshop02.esm
[05]     DLCworkshop03.esm
[06]     DLCNukaWorld.esm
[07]     Unofficial Fallout 4 Patch.esp
[08]     ArmorKeywords.esm
[09]     HUDFramework.esm
[0A]     AdditionalAmmoTypes.esm
[0B]     Loads.esm
[0C]     unlockedsettlementobjects.esm
[0D]     SimSettlements.esm
[0E]     cheat room.esm
[0F]     Armorsmith Extended.esp
[10]     WeightlessMods.esp
[11]     WeightlessJunk.esp
[12]     AllSetsExtended.esp
[13]     WOTC.esp
[14]     Phase4DLC.esp
[15]     unlockedsettlementobjectssp.esp
[16]     mojaveimports.esp
[17]     Stm_DiamondCityExpansion.esp
[18]     CROSS_PlasRail.esp
[19]     America Rising - A Tale of the Enclave.esp
[1A]     CapHighEndEnemyLevels.esp
[1B]     LegendaryModification.esp
[1C]     LegendaryModification Enhanced.esp
[1D]     PlayerScaleCompatibility.esp
[1E]     Actor Scale Remover.esp
[1F]     HeavySelectShotgun.esp
[20]     Fusion Gun.esp
[21]     Sanctuary Cleaner Roads.esp
[22]     Vivid Weathers - FO4.esp
[23]     Zapgun.esp
[24]     Mk41GyrojetHMG.esp
[25]     Glock86.esp
[26]     EG7.esp
[27]     ChinaLakeandHolorifle.esp
[28]     SimSettlements_AddOnPack_UltimateDefenses_SirLach.esp
[29]     SimSettlements_MegaPack_YearThree.esp
[2A]     F4NVServiceRifleRedux.esp
[2B]     LAER.esp
[2C]     WattzLaserGun.esp
[2D]     G11.esp
[2E]     Midwest Power Armor Evolution.esp
[2F]     SubmersiblePowerArmorRedux.esp
[30]     raptureradio.esp
[31]     cwcreateabot.esp
[32]     M1Garand.esp
[33]     SkyrimInspiredPowerArmor.esp
[34]     DX_Black_Widow.esp
[35]     BullpupBozar.esp
[36]     GaussRevolver.esp
[37]     M72GaussRifle.esp
[38]     DP_CaravanShotgun.esp
[39]     CrudeBlowback.esp
[3A]     FCOM.esp
[3B]     jojoradio.esp
[3C]     atomicradio.esp
[3D]     PhotonDisruptor.esp
[3E]     UnionBlaster.esp
[3F]     RailwayPistol.esp
[40]     LightSupportWeapon.esp
[41]     HuntingRevolver.esp
[42]     HelmetFilterEffect.esp
[43]     Lore Friendly Posters.esp
[44]     BeastWhisperer.esp
[45]     Holorifle_1.5xDamage.esp
[46]     Loads of Ammo - Leveled Lists.esp
[47]     CROSS_FireworksCannon.esp
[48]     CROSS_Recall.esp
[49]     [ARR] FallEvil - Palehead.esp
[4A]     Archimedes-II.esp
[4B]     ShellRain.esp
[4C]     VeryRichMerchants.esp
[4D]     CROSS_Jetpack.esp
[4E]     LoweredJetpakAPDrain.esp
[4F]     FCOM-AR.esp
[50]     Mark V[B] Redux.esp
[51]     GreaseGunSMG.esp
[52]     SigSauer127.esp
[53]     Quad_Accelerator.esp
[54]     Quad_RAWLauncher.esp
[55]     10mmSMG.esp
[56]     AQUILA.esp
[57]     2029 Radio- Pipboy Custom Radio 40 Song Version.esp
[58]     ArtilleryFlare.esp
[59]     BigBoy.esp
[5A]     ArtillerySuperExp.esp
[5B]     Automatron Helmets Fix.esp
[5C]     MsAutomatronPartsCollection.esp
[5D]     AutomatronSDTank.esp
[5E]     More Resistant Power Armor - Extended.esp
[5F]     Better Power Armor - Extended.esp
[60]     Conelrad 640-1240.esp
[61]     CraftableAmmo.esp
[62]     CraftableAmmo_plus.esp
[63]     Crossbow.esp
[64]     CrudeBlowback - AWKCR.esp
[65]     Yona_Weapon_DefenseGun.esp
[66]     dD-Enhanced Blood.esp
[67]     EasyLockpicking.esp
[68]     EnclaveX02.esp
[69]     Factor.esp
[6A]     [ARR] Hunter Beta.esp
[6B]     Hellfirenew.esp
[6C]     ConceptCentaur.esp
[6D]     Extra_Tracks_Freedom.esp
[6E]     LAER Automatron Weapons.esp
[6F]     LegendaryModification2LM.esp
[70]     LegendaryModification2LMAKPatch.esp
[71]     LegendaryModificationCSA.esp
[72]     LegendaryModificationMisc.esp
[73]     Chainsaw.esp
[74]     Chainsaw_LL.esp
[75]     LongerPowerLines3x.esp
[76]     M1Garand - AWKCR.esp
[77]     M1Garand-1.5xDMG.esp
[78]     MPPA x3-Vanilla and DLCs.esp
[79]     More Where That Came From Diamond City.esp
[7A]     NuclearSuperExp.esp
[7B]     OCDecorator.esp
[7C]     OCDecoratorDLC.esp
[7D]     OCDispenser.esp
[7E]     PIP-Pad.esp
[7F]     pulsecarbine.esp
[80]     Quieter Settlements - Contraptions.esp
[81]     Quieter Settlements - Vanilla.esp
[82]     Quieter Settlements - Wasteland Workshop.esp
[83]     Salvaged Assaultron Head.esp
[84]     SettlementMenuManager.esp
[85]     MMsLaserRCW.esp
[86]     Vivid Weathers - FO4 - Far Harbor.esp
[87]     Vivid Weathers - Natural Bright.esp
[88]     Vivid Weathers - Nuka World.esp
[89]     WeightlessAid.esp
[8A]     WeightlessSpecialAmmo.esp
[8B]     WinchesterP94Balanced2.esp
[8C]     XXL_Nukes.esp
[8D]     B35_PowerArmor.esp
[8E]     ssex.esp
[8F]     workshopturretpack.esp
[90]     mrhandyplasmagun.esp
[91]     automatronprewarpaints.esp
[92]     fuseboxgeneratorplus.esp
[93]     buildingbudgetextender.esp
[94]     gr001-automatronrebooted.esp
[95]     stable robot mods.esp
[96]     cheat room - far harbor.esp
[97]     cheat world - automatron patch.esp
[98]     EFF.esp
[99]     companion infinite ammo.esp
[9A]     Scrap Everything - Ultimate Edition.esp
[9B]     Vivid Waters.esp
[FE:000] ClassicMeleePack.esl
[FE:001] AutoAxe.esl
