[00]     Fallout4.esm
[01]     DLCRobot.esm
[02]     DLCworkshop01.esm
[03]     DLCCoast.esm
[04]     DLCworkshop02.esm
[05]     DLCworkshop03.esm
[06]     DLCNukaWorld.esm
[07]     ccrzrfo4001-tunnelsnakes.esm
[08]     ccswkfo4001-astronautpowerarmor.esm
[09]     cczsef04001-bhouse.esm
[0A]     cctosfo4001-neosky.esm
[0B]     cczsefo4002-smanor.esm
[0C]     cctosfo4002_neonflats.esm
[0D]     Unofficial Fallout 4 Patch.esp
[0E]     XDI.esm
[0F]     HUDFramework.esm
[10]     WorkshopFramework.esm
[11]     EthreonMasterPlan.esm
[12]     MutantMenagerie.esm
[13]     CompanionIvy.esm
[14]     SouthOfTheSea.esm
[15]     YouAndWhatArmy2.esm
[16]     Darlene.esm
[17]     Homemaker.esm
[18]     InstituteTechnologyOverhaul.esm
[19]     MutantMenagerie_GrilledTurkey.esm
[1A]     TrueStormsFO4.esm
[1B]     UneducatedReload.esm
[1C]     Games.esm
[1D]     BarstoolGames.esm
[1E]     PANPC.esm
[1F]     PACE.esm
[20]     Arbitration - Resources.esm
[21]     TacticalReload.esm
[22]     BTInteriors_Project.esp
[23]     BTITIP.esp
[24]     NukaWorldReborn.esp
[25]     VivaNukaWorldQuests.esp
[26]     VanillaExtensions.esp
[27]     Hangmans Alley Optimized.esp
[28]     3DNPC_FO4.esp
[29]     RailroadRedone.esp
[2A]     Stm_DiamondCityExpansion.esp
[2B]     UrbanFoodExpanded.esp
[2C]     SuperMutantRedux.esp
[2D]     Reverb and Ambiance Overhaul.esp
[2E]     CompanionIvy_Nuka.esp
[2F]     CrimeTown.esp
[30]     AGNISNikaCola01.esp
[31]     MojaveImports.esp
[32]     jsrs.esp
[33]     PAC - AIO Version (1.6).esp
[34]     FyTy - RaiderCommunications.esp
[35]     RaiderOverhaul.esp
[36]     PACE - Less Combat Chatter.esp
[37]     FaceMaxson.esp
[38]     HAIA With Crafting.esp
[39]     CombatZoneRestored.esp
[3A]     AccessibleBridges.esp
[3B]     CoffeeAndDonutsWorkshopExpanded.esp
[3C]     CHEF.esp
[3D]     Raider Children.esp
[3E]     3DNPC_FO4_DLC.esp
[3F]     W.A.T.Minutemen.esp
[40]     VendorItemSteal.esp
[41]     GhoulBlood.esp
[42]     Reinforcements.esp
[43]     Hangmans Alley Optimized - HAIA With Crafting - Patch.esp
[44]     MikeMooresMCAM.esp
[45]     DT_GunnerOutfitPack.esp
[46]     SettlementMenuManager.esp
[47]     Dog_C418-SanctuaryHillsExtendedArea_BigAndBalanced.esp
[48]     DTG_LeveledListIntegration.esp
[49]     MilitarizedMinutemen.esp
[4A]     Wasteland Hamburgers.esp
[4B]     Backpacks of the Commonwealth.esp
[4C]     MK18.esp
[4D]     MK18 Armory Project.esp
[4E]     MK18 Armory Project 3.esp
[4F]     3DNPC_FO4Settler.esp
[50]     BeastWhisperer.esp
[51]     female_player_soldier_fix_robot.esp
[52]     MollieGoodweather.esp
[53]     atlanticofficesf23.esp
[54]     Sandbag Fortifications - Version 2C.esp
[55]     EquilibriumWeapons.esp
[56]     Better Cooking Stations.esp
[57]     Better Cooking Stations - Mojave Imports patch.esp
[58]     SurvivalOptions.esp
[59]     Give Me That Bottle.esp
[5A]     Crafting Mastery 2.esp
[5B]     PANPC - Explosion Responses.esp
[5C]     PANPC - Trap Alerts.esp
[5D]     ImmersiveAnimationFramework.esp
[5E]     MilitarisedMinutemen_PatchesAddon.esp
[5F]     CapsWidget.esp
[60]     Complex Vendors.esp
[61]     SnapBeds.esp
[62]     InstituteTechnologyOverhaul - FULL.esp
[63]     Eli_Armour_Compendium.esp
[64]     ConcordMusuemRestoration.esp
[65]     CompanionIvy_quest.esp
[66]     CourserCrusher.esp
[67]     Useful Generators and Water.esp
[68]     UsefulGeneratorsDLC.esp
[69]     Yona_Weapon_DefenseGun.esp
[6A]     CompanionIvy_Mags.esp
[6B]     MK_CanteensofCommonwealth.esp
[6C]     MREs.esp
[6D]     NaiLexingtonApartmentsSettlement.esp
[6E]     HomemakerMenuFixer.esp
[6F]     Tree Farms - 30 Wood.esp
[70]     Diamond City Guards REDUX.esp
[71]     Atom Cats Power Armor Traders 10 hours  V 1.6.esp
[72]     Binoculars.esp
[73]     creativeclutter.esp
[74]     AER15.esp
[75]     RU556.esp
[76]     SigMCX.esp
[77]     AAC_HoneyBadger.esp
[78]     LeeEnfieldNo4MkI.esp
[79]     F4NVServiceRifleRedux.esp
[7A]     DWUK_LexingtonInteriors.esp
[7B]     ellen.esp
[7C]     Quantum Deathclaws V1.1.esp
[7D]     llamaCompanionHeatherv2.esp
[7E]     M1Garand.esp
[7F]     AK74M.esp
[80]     Family Mauser.esp
[81]     SVT40.esp
[82]     DakPoliceShotgun.esp
[83]     AtomicRadio.esp
[84]     G3Family.esp
[85]     HK_MP5.esp
[86]     Glock19x.esp
[87]     3dscopes-replacer - longscope_patch.esp
[88]     3dscopes-replacer.esp
[89]     TacticalReloadVanilla.esp
[8A]     AzarPonytailHairstyles.esp
[8B]     CBBE.esp
[8C]     ImmersiveCovenantCompound.esp
[8D]     DarleneDLC.esp
[8E]     Liga.esp
[8F]     PAMAP.esp
[90]     [ETH]TREPANGNvgs.esp
[91]     M1A.esp
[92]     CROSS_Cybernetics.esp
[93]     CROSS_GoreCrits.esp
[94]     CROSS_Jetpack.esp
[95]     STEALTH AND DETECTION SYSTEM 5b.esp
[96]     FOrigin12.esp
[97]     L96A1.esp
[98]     FN57.esp
[99]     GreaseGunSMG.esp
[9A]     TacticalReloadDLC.esp
[9B]     TrueStormsFO4-EarlierSunsets.esp
