[00]     Fallout4.esm
[01]     DLCRobot.esm
[02]     DLCworkshop01.esm
[03]     DLCCoast.esm
[04]     DLCworkshop02.esm
[05]     DLCworkshop03.esm
[06]     DLCNukaWorld.esm
[07]     ccrzrfo4001-tunnelsnakes.esm
[08]     ccswkfo4001-astronautpowerarmor.esm
[09]     cczsef04001-bhouse.esm
[0A]     cctosfo4001-neosky.esm
[0B]     cczsefo4002-smanor.esm
[0C]     cctosfo4002_neonflats.esm
[0D]     Unofficial Fallout 4 Patch.esp
[0E]     HUDFramework.esm
[0F]     WorkshopFramework.esm
[10]     FortStronger.esm
[11]     MFC2023_EndAlz_Trunk.esm
[12]     SouthOfTheSea.esm
[13]     Random Robots - True Leveled.esm
[14]     XDI.esm
[15]     Games.esm
[16]     BarstoolGames.esm
[17]     CompanionIvy.esm
[18]     Darlene.esm
[19]     Eli_Armour_Compendium.esp
[1A]     GoodneighborExpanded.esp
[1B]     SS2.esm
[1C]     SS2_XPAC_Chapter2.esm
[1D]     SS2_XPAC_Chapter3.esm
[1E]     NukaWorldReborn.esp
[1F]     SettlementMenuManager.esp
[20]     AtomsGloryThreads.esp
[21]     Useful_Companions.esp
[22]     Vault 88 Template - Optimised.esp
[23]     VisibleCompanionAffinity.esp
[24]     VivaNukaWorldQuests.esp
[25]     WorkshopPlus.esp
[26]     Vault-Tec Workshop Overhaul Redux.esp
[27]     Vault88 - Essentials.esp
[28]     The Eyes Of Beauty.esp
[29]     jsrs.esp
[2A]     LooksMenu Customization Compendium.esp
[2B]     PoseidonOffices.esp
[2C]     KSHairsFemsheppingRadbeetle.esp
[2D]     10MMTF.esp
[2E]     CF_AtomicWarlord.esp
[2F]     Alex's Settlement Power Pylon.esp
[30]     AutomatronUnlockedNukaParts.esp
[31]     Better Randomized Robots - vanilla loot patch.esp
[32]     Better_Settlement_Defence.esp
[33]     CheatTerminal.esp
[34]     ChineseStealthSuit.esp
[35]     CoASettlers.esp
[36]     CompanionStatus.esp
[37]     Configurable Artillery.esp
[38]     CreationClubDelay.esp
[39]     ESPExplorerFO4.esp
[3A]     Ketaros_Treasures.esp
[3B]     FO4R.esp
[3C]     HoloTime_2.esp
[3D]     Jacq-CompanionPerkMags.esp
[3E]     Ketaros_MissingMags.esp
[3F]     KSHairdos.esp
[40]     Reverb and Ambiance Overhaul.esp
[41]     llamaCompanionHeatherv2.esp
[42]     MercerRescuedSynths.esp
[43]     Mors Shortcut to Curie.esp
[44]     NoSharedDogmeatTemplate.esp
[45]     PBW-PlasmaPistol.esp
[46]     PersistentVolumeSliders.esp
[47]     PlasmaDefenderStandalone.esp
[48]     Playable Synth Eyes.esp
[49]     PoseidonOffices_NoBugs.esp
[4A]     SelectMarksman.esp
[4B]     SelectRapidMG.esp
[4C]     SelectShotgun.esp
[4D]     SKKFastBOS.esp
[4E]     SKKFastReunions.esp
[4F]     SRV_StopRadioVoice.esp
[50]     BarstoolGames_FH.esp
[51]     BarstoolGames_NW.esp
[52]     F4NV-N99.esp
[53]     22LR_SilentPistol_ENG.esp
[54]     Skibs-223PistolRedux.esp
[55]     PortableCloningDevice.esp
[56]     SKKFastMinutemen.esp
[57]     Q_Lore_MQ106_Cryolator.esp
[58]     TeleporterRelayRemote.esp
[59]     FatherCompanion.esp
[5A]     InstituteReformation.esp
[5B]     CompanionIvy_Mags.esp
[5C]     CompanionIvy_Nuka.esp
[5D]     CompanionIvy_quest.esp
[5E]     BetterFarHarbor_Open.esp
[5F]     BostonLibrarySettlement.esp
[60]     Patch Ivy-XDI.esp
[61]     EnhancedLightsandFX.esp
[62]     FBFH_EE_Acadia_Cleanup.esp
[63]     [SS20Addon] SimSettlements SuperStructures.esp
[64]     Cho1-SS2-Cosmosplot.esp
[65]     Cho1_ss2_Barmod_Conversion.esp
[66]     DZK_1x1_Pack.esp
[67]     GarageHomesAndSensibleSecurity.esp
[68]     GtN_SettlersatPlay.esp
[69]     JunkTownTwo.esp
[6A]     MS Contraptions - SS2 ASAM Builder.esp
[6B]     ohSIM_Sim2_Settlements_Scrappers_Addon.esp
[6C]     Shadow Wastelands SS2 World Repopulation Cells.esp
[6D]     SS2-Jampads2.esp
[6E]     SS2-PraRandomAddon.esp
[6F]     SS2_Addon_Favelabulous.esp
[70]     SS2_Addon_FHE.esp
[71]     SS2_Addon_NWE.esp
[72]     SS2_Addon_PSC_Plots.esp
[73]     SS2_Addon_R2R.esp
[74]     SS2_CityPlanContestAssistant.esp
[75]     SS2_FDK_TinyLiving.esp
[76]     SS2_MsB_PlainPlans.esp
[77]     SS2_ruined_simsettlement_addonpack.esp
[78]     SS2_SIMPDDDD.esp
[79]     SS2_STRA_Buildings_and_Skins.esp
[7A]     SS2_STRA_Support_Buildings.esp
[7B]     SS2_WastelandDefense.esp
[7C]     SS2CaravanSnatex.esp
[7D]     SS2Extended.esp
[7E]     SS2HappyTrails.esp
[7F]     SS2UI.esp
[80]     SS2WastelandVenturers.esp
[81]     TheRon_MapMarker.esp
[82]     _00Stingray.esp
[83]     LaserDesignator.esp
[84]     LaserDesignatorA10Addon.esp
[85]     NAC.esp
[86]     SKKFastStartNewGame.esp
[FE:000] ccbgsfo4018-gaussrifleprototype.esl
[FE:001] ccbgsfo4019-chinesestealtharmor.esl
[FE:002] ccbgsfo4042-bfg.esl
[FE:003] ccbgsfo4044-hellfirepowerarmor.esl
[FE:004] ccfsvfo4002-midcenturymodern.esl
[FE:005] ccfrsfo4001-handmadeshotgun.esl
[FE:006] cceejfo4001-decorationpack.esl
[FE:007] ccbgsfo4045-advarccab.esl
[FE:008] ccfsvfo4003-slocum.esl
