[00]     Fallout4.esm
[01]     DLCRobot.esm
[02]     DLCworkshop01.esm
[03]     DLCCoast.esm
[04]     DLCworkshop02.esm
[05]     DLCworkshop03.esm
[06]     DLCNukaWorld.esm
[07]     ccswkfo4001-astronautpowerarmor.esm
[08]     cczsef04001-bhouse.esm
[09]     cctosfo4001-neosky.esm
[0A]     cczsefo4002-smanor.esm
[0B]     cctosfo4002_neonflats.esm
[0C]     Unofficial Fallout 4 Patch.esp
[0D]     XDI.esm
[0E]     HUDFramework.esm
[0F]     WorkshopFramework.esm
[10]     CleanMySettlement.esm
[11]     YouAndWhatArmy2.esm
[12]     SimSettlements.esm
[13]     Homemaker.esm
[14]     ExtendedWeaponSystem.esm
[15]     TacticalReload.esm
[16]     OVT.esp
[17]     NPCRespawnFix.esp
[18]     WeaponModFixes-GOTY.esp
[19]     3dscopes.esp
[1A]     DeeZire.esp
[1B]     DeeZireDLC03.esp
[1C]     DeeZireDLC04.esp
[1D]     GeneralAtomicsMrGutsyGuards.esp
[1E]     Reverb and Ambiance Overhaul.esp
[1F]     CRP Marines.esp
[20]     CRP Roads well travaled.esp
[21]     SC-SanctuaryCrash-redux.esp
[22]     CRP Nuclear Commision.esp
[23]     DeeZireDLC01.esp
[24]     jsrs.esp
[25]     RAW INPUT.esp
[26]     TuckerTownMemorialChurchAndBridge.esp
[27]     CRP Ration Site.esp
[28]     CheatTerminal.esp
[29]     Skb_RiflesRebirth.esp
[2A]     CRP RailroadHQ2.0.esp
[2B]     Snappy_HouseK.esp
[2C]     cVc Dead Wasteland 6.esp
[2D]     AttachPack.esp
[2E]     Escape from Boston - G36.esp
[2F]     Escape from Boston - MSBS Grot B.esp
[30]     Zenit.esp
[31]     CreationClubDelay.esp
[32]     MK18.esp
[33]     LR Ultimate Edition.esp
[34]     TacticalReloadVanilla.esp
[35]     P90.esp
[36]     Remington700.esp
[37]     Wana_SA58.esp
[38]     MM Vertibird Patrols.esp
[39]     DakVintageRepeater.esp
[3A]     Escape from Boston - KAC SR-25.esp
[3B]     APC9.esp
[3C]     DakRugerRifles.esp
[3D]     DakEnergyPistol.esp
[3E]     ehtyeci_MPX.esp
[3F]     Groza.esp
[40]     AAC_HoneyBadger.esp
[41]     Escape from Boston - Springfield M14.esp
[42]     DakGrenadeAPW.esp
[43]     DakPoliceShotgun.esp
[44]     DakLindaPistol.esp
[45]     DakM43.esp
[46]     DakRiotShotgun.esp
[47]     DakSpitfire.esp
[48]     DakMateba.esp
[49]     DakFR2.esp
[4A]     Dak1887.esp
[4B]     FnScar.esp
[4C]     HK_MP5.esp
[4D]     TavorX95.esp
[4E]     F2000.esp
[4F]     GIAT_FAMAS.esp
[50]     HK_UMP.esp
[51]     Escape from Boston - M200 Intervention.esp
[52]     MP7.esp
[53]     Glock19x.esp
[54]     M1A.esp
[55]     spas12.esp
[56]     Colt.esp
[57]     DakProtoAA12.esp
[58]     PigAAMSten.esp
[59]     DakRollingBlock.esp
[5A]     22Pack.esp
[5B]     DakSwedishK.esp
[5C]     DakWin1907.esp
[5D]     Dak127mmPistol.esp
[5E]     DakRevolverRifle.esp
[5F]     DakBorz.esp
[60]     DakSCAMP.esp
[61]     DakHydeCarbine.esp
[62]     DakSW59.esp
[63]     DakLolife.esp
[64]     DakHomemadeVityaz.esp
[65]     DakJudgeRevolver.esp
[66]     VarmintShotgun.esp
[67]     DakHomemadeSaiga.esp
[68]     Dak4570Pistol.esp
[69]     DakM202.esp
[6A]     Less Annoying Berry Mentats.esp
[6B]     mr Loot Logic and Reduction.esp
[6C]     Complex Vendors.esp
[6D]     DLC Timing.esp
[6E]     MS RazeSettlement.esp
[6F]     WorkshopPlus.esp
[70]     Food&WaterCrate.esp
[71]     Settlement Electricity Overhaul.esp
[72]     TransferSettlements.esp
[73]     g2m_Workshop_Nexus.esp
[74]     Homemaker - Unlocked Institute Objects.esp
[75]     Northland Diggers New.esp
[76]     Sandbag Fortifications - Version 2C.esp
[77]     SettleObjExpandPack.esp
[78]     SKKWorkshopUtilities.esp
[79]     Thematic and Practical.esp
[7A]     SettlementMenuManager.esp
[7B]     woodysWastelandStuff.esp
[7C]     WorkshopTents.esp
[7D]     Housekeeping.esp
[7E]     Dak20mm.esp
[7F]     SettlementFixerBot.esp
[80]     KURO.esp
[81]     10mmRevolver.esp
[82]     DakDeagle.esp
[83]     MK18 Armory Project.esp
[84]     Remington700AP.esp
[85]     FO76Turrets.esp
[86]     TacticalReloadDLC.esp
[87]     P90NPC.esp
[88]     Companion Infinite Ammo.esp
[89]     LRUE CC Weap Patches.esp
[8A]     LRUE CC Armor Patch.esp
[8B]     LR R91 Patch.esp
[8C]     LRUE SKB Patch.esp
[8D]     ImprovedRR.esp
[8E]     ImprovedRREncounters.esp
[8F]     ImprovedBoSEncounters.esp
[90]     ImprovedBoS.esp
[91]     ImprovedNukaRaiders.esp
[92]     ImprovedNukaRaidersEncounters.esp
[93]     ImprovedHostileFactions.esp
[94]     ImprovedHostileFactionsEncounters.esp
[95]     EvilViking13_MinutemenMorale.esp
[96]     3dscopes-fnfal.esp
[97]     3dscopes-cccr74.esp
[98]     3dscopes-m1a.esp
[99]     3dscopes-ccamr.esp
[9A]     3dscopes-ccmanwell.esp
[9B]     ESPExplorerFO4.esp
[9C]     MusicMergedDLC.esp
[9D]     Faded Glory - Soundtrack Expansion.esp
[9E]     AKSounds.esp
[9F]     HuntingRifleSounds.esp
[A0]     BlurKillerComplete.esp
[A1]     SKKFastMinutemen.esp
[A2]     SKKFastStartNewGame.esp
[A3]     CCR_AIOSettlements.esp
[A4]     CCR_AIOSettlements02.esp
