[00]     Fallout4.esm
[01]     DLCRobot.esm
[02]     DLCworkshop01.esm
[03]     DLCCoast.esm
[04]     DLCworkshop02.esm
[05]     DLCworkshop03.esm
[06]     DLCNukaWorld.esm
[07]     ccrzrfo4001-tunnelsnakes.esm
[08]     ccswkfo4001-astronautpowerarmor.esm
[09]     cczsef04001-bhouse.esm
[0A]     cctosfo4001-neosky.esm
[0B]     cczsefo4002-smanor.esm
[0C]     cctosfo4002_neonflats.esm
[0D]     Unofficial Fallout 4 Patch.esp
[0E]     HUDFramework.esm
[0F]     WorkshopFramework.esm
[10]     SubwayRunnnerDynamicLighting.esp
[11]     MFC2023_EndAlz_Trunk.esm
[12]     SouthOfTheSea.esm
[13]     Random Robots - True Leveled.esm
[14]     XDI.esm
[15]     Games.esm
[16]     BarstoolGames.esm
[17]     AshlandStationSettlement.esp
[18]     AmericaRising2.esm
[19]     YouAndWhatArmy2.esm
[1A]     Settlement Electricity Overhaul.esm
[1B]     SelectMarksman.esp
[1C]     SelectRapidMG.esp
[1D]     SelectShotgun.esp
[1E]     ccfsvfo4004-vrworkshopgnrplaza.esm
[1F]     ccfsvfo4005-vrdesertisland.esm
[20]     ccfsvfo4006-vrwasteland.esm
[21]     Homemaker.esm
[22]     ccbgsfo4040-vrworkshop01.esm
[23]     ccbgsfo4117-capmerc.esm
[24]     AAF.esm
[25]     SS2.esm
[26]     SS2_XPAC_Chapter2.esm
[27]     SS2_XPAC_Chapter3.esm
[28]     SS2Extended.esp
[29]     NukaWorldReborn.esp
[2A]     VivaNukaWorldQuests.esp
[2B]     Enclave-X02.esp
[2C]     EnclaveX02.esp
[2D]     Hellfirenew.esp
[2E]     10MMTF.esp
[2F]     SettlementMenuManager.esp
[30]     Useful_Companions.esp
[31]     Vault 88 Template - Optimised.esp
[32]     ImprovedMinutemen.esp
[33]     ImprovedMinutemenEncounters.esp
[34]     WorkshopPlus.esp
[35]     Vault-Tec Workshop Overhaul Redux.esp
[36]     Vault88 - Essentials.esp
[37]     The Eyes Of Beauty.esp
[38]     LooksMenu Customization Compendium.esp
[39]     PoseidonOffices.esp
[3A]     Alex's Settlement Power Pylon.esp
[3B]     AutomatronUnlockedNukaParts.esp
[3C]     Better Randomized Robots - vanilla loot patch.esp
[3D]     Better_Settlement_Defence.esp
[3E]     CheatTerminal.esp
[3F]     CompanionStatus.esp
[40]     Configurable Artillery.esp
[41]     ESPExplorerFO4.esp
[42]     HoloTime_2.esp
[43]     KSHairdos.esp
[44]     KSHairsFemsheppingRadbeetle.esp
[45]     llamaCompanionHeatherv2.esp
[46]     MercerRescuedSynths.esp
[47]     Mors Shortcut to Curie.esp
[48]     NoSharedDogmeatTemplate.esp
[49]     PersistentVolumeSliders.esp
[4A]     PoseidonOffices_NoBugs.esp
[4B]     SKKFastBOS.esp
[4C]     SKKFastReunions.esp
[4D]     SRV_StopRadioVoice.esp
[4E]     BarstoolGames_FH.esp
[4F]     BarstoolGames_NW.esp
[50]     SKKFastMinutemen.esp
[51]     Q_Lore_MQ106_Cryolator.esp
[52]     [SS20Addon] SimSettlements SuperStructures.esp
[53]     Cho1_ss2_Barmod_Conversion.esp
[54]     DZK_1x1_Pack.esp
[55]     GarageHomesAndSensibleSecurity.esp
[56]     GtN_SettlersatPlay.esp
[57]     JunkTownTwo.esp
[58]     MS Contraptions - SS2 ASAM Builder.esp
[59]     ohSIM_Sim2_Settlements_Scrappers_Addon.esp
[5A]     Shadow Wastelands SS2 World Repopulation Cells.esp
[5B]     SS2-Jampads2.esp
[5C]     SS2-PraRandomAddon.esp
[5D]     SS2_Addon_Favelabulous.esp
[5E]     SS2_Addon_FHE.esp
[5F]     SS2_Addon_NWE.esp
[60]     SS2_Addon_PSC_Plots.esp
[61]     SS2_Addon_R2R.esp
[62]     SS2_CityPlanContestAssistant.esp
[63]     SS2_FDK_TinyLiving.esp
[64]     SS2_MsB_PlainPlans.esp
[65]     SS2_ruined_simsettlement_addonpack.esp
[66]     SS2_SIMPDDDD.esp
[67]     SS2_STRA_Buildings_and_Skins.esp
[68]     SS2_STRA_Support_Buildings.esp
[69]     SS2_WastelandDefense.esp
[6A]     SS2CaravanSnatex.esp
[6B]     SS2HappyTrails.esp
[6C]     SS2UI.esp
[6D]     SS2WastelandVenturers.esp
[6E]     TheRon_MapMarker.esp
[6F]     ImprovedRR.esp
[70]     ImprovedRREncounters.esp
[71]     creativeclutter.esp
[72]     dinoshelf.esp
[73]     OWR.esp
[74]     OWR2.esp
[75]     ImprovedBoS.esp
[76]     ImprovedBoSEncounters.esp
[77]     ImprovedInstitute.esp
[78]     ImprovedInstituteEncounters.esp
[79]     SS2WastelandReconstructionKit.esp
[7A]     SS2_NCRP.esp
[7B]     AzarPonytailHairstyles.esp
[7C]     ImprovedHostileFactions.esp
[7D]     ImprovedHostileFactionsEncounters.esp
[7E]     ImprovedNukaRaiders.esp
[7F]     ImprovedNukaRaidersEncounters.esp
[80]     SKKSynthVision.esp
[81]     T65PA.esp
[82]     ECV_RemnantsArmor.esp
[83]     Secret Service Armor.esp
[84]     SKKFastStartNewGame.esp
[85]     SS2_ruined_plotapalooza_messhall.esp
[86]     CreationClubDelay.esp
[87]     BostonLibrarySettlement.esp
[88]     ImprovedAREnclave.esp
[89]     ImprovedAREncounters.esp
[8A]     Vault88AreaExtension.esp
[8B]     PortableCloningDevice.esp
[8C]     Rebuild_Settlements.esp
[8D]     SS2 Settlement Management Terminal.esp
[8E]     MYS_RogueSS2AddOnPack.esp
[8F]     Nuka Nuke Minigun.esp
[90]     NAC.esp
[91]     Eli_Armour_Compendium.esp
