[00]     Fallout4.esm
[01]     DLCRobot.esm
[02]     DLCworkshop01.esm
[03]     DLCCoast.esm
[04]     DLCworkshop02.esm
[05]     DLCworkshop03.esm
[06]     DLCNukaWorld.esm
[07]     ccrzrfo4001-tunnelsnakes.esm
[08]     ccswkfo4001-astronautpowerarmor.esm
[09]     CleanMySettlement.esm
[0A]     Unofficial Fallout 4 Patch.esp
[0B]     SouthOfTheSea.esm
[0C]     HUDFramework.esm
[0D]     WorkshopFramework.esm
[0E]     XDI.esm
[0F]     a149 My Little Armor.esm
[10]     SS2.esm
[11]     SS2_XPAC_Chapter2.esm
[12]     PACE.esm
[13]     PANPC.esm
[14]     T6M_BurstFireFramework.esm
[15]     FatherCompanion.esp
[16]     InstituteReformation.esp
[17]     TacticalReload.esm
[18]     LegendariesTheyCanUse.esp
[19]     Ketaros_Treasures.esp
[1A]     Facials.esp
[1B]     AGNISNikaCola01.esp
[1C]     KSHairdos.esp
[1D]     OutcastsAndRemnants.esp
[1E]     ProjectValkyrie.esp
[1F]     AA FusionCityRising.esp
[20]     AA FusionCityRising - HotC.esp
[21]     Depravity.esp
[22]     KSHairdos_oel.esp
[23]     AllSetsExtended.esp
[24]     PersistentVolumeSliders.esp
[25]     NoSharedDogmeatTemplate.esp
[26]     KSHairsFemsheppingRadbeetle.esp
[27]     LooksMenu Customization Compendium.esp
[28]     HN66Fo4_Rings.esp
[29]     FaceMaxson.esp
[2A]     ESPExplorerFO4.esp
[2B]     Reverb and Ambiance Overhaul.esp
[2C]     HHFootsteps.esp
[2D]     HN66-SiriusArmor.esp
[2E]     HN66Fo4_EasyGirl_BS.esp
[2F]     HN66Fo4_EarringsV1.esp
[30]     HN66Fo4_Nails.esp
[31]     ECO.esp
[32]     KetPatch01.esp
[33]     3dscopes.esp
[34]     WeaponModFixes-GOTY.esp
[35]     The Eyes Of Beauty.esp
[36]     TBOS-AntoHairPack.esp
[37]     Playable Synth Eyes.esp
[38]     SS2 Excess Resource Manager.esp
[39]     SS2_CityPlanContestAssistant.esp
[3A]     SS2_MsB_PlainPlans.esp
[3B]     ss2radiantpower.esp
[3C]     WestTekTacticalOptics.esp
[3D]     DOOMCatalyst.esp
[3E]     SovietAssaultPack.esp
[3F]     Radium.esp
[40]     Scopes.esp
[41]     ScopeOverlayDOF.esp
[42]     Eli_Armour_Compendium.esp
[43]     WorkshopPlus.esp
[44]     DeadlierDeathclaws.esp
[45]     Metro Gas Masks.esp
[46]     Raider Gang Extended NPC (Fixed & Cleaned).esp
[47]     Altyn Assault Helmet.esp
[48]     RaiderOverhaul.esp
[49]     BMW_ALA.esp
[4A]     WattzLaserGun.esp
[4B]     Nuka World Bottle Fix.esp
[4C]     CheatTerminal.esp
[4D]     NoSettlementQuestsAIODLC.esp
[4E]     SS2Extended.esp
[4F]     Skb_RiflesRebirth.esp
[50]     Croup Manor Navmesh - retakrew7.esp
[51]     InstituteSettlements2.esp
[52]     Mk41GyrojetHMG.esp
[53]     SKKFastReunions.esp
[54]     SS2_FDK_TinyLiving.esp
[55]     ABundleofTape.esp
[56]     CreationClubDelay.esp
[57]     9mmPistol.esp
[58]     F4NVServiceRifleRedux.esp
[59]     ChineseStealthSuit.esp
[5A]     CF_AtomicWarlord.esp
[5B]     BetterSettlers.esp
[5C]     LAER.esp
[5D]     SS2HappyTrails.esp
[5E]     Wana_SA58.esp
[5F]     SS2WastelandVenturers.esp
[60]     SS2_SIMPDDDD.esp
[61]     AtomsGloryThreads.esp
[62]     [SS20Addon] SimSettlements SuperStructures.esp
[63]     ohSIM_Sim2_Settlements_Scrappers_Addon.esp
[64]     SS2-Jampads2.esp
[65]     SS2-PraRandomAddon.esp
[66]     SS2_ruined_simsettlement_addonpack.esp
[67]     SS2Addon_FPh_AlleyCabaret.esp
[68]     SS2_Addon_R2R.esp
[69]     TotalHackRevisited.esp
[6A]     FO4 NPCs Travel.esp
[6B]     Eli_NukaStuff.esp
[6C]     LeeEnfieldNo4MkI.esp
[6D]     BullpupBozar.esp
[6E]     DP_CaravanShotgun.esp
[6F]     SigSauer127.esp
[70]     HuntingShotgun.esp
[71]     SelectRapidMG.esp
[72]     JunkTownTwo.esp
[73]     SS2_Addon_FHE.esp
[74]     SettlementMenuManager.esp
[75]     Better_Settlement_Defence.esp
[76]     SKKFastBOS.esp
[77]     SKKFastMinutemen.esp
[78]     SKKCombatSettlers.esp
[79]     SKKUnlockCompanions.esp
[7A]     rfortaleza2.esp
[7B]     HoloTime.esp
[7C]     AA Lots More Settlers and Enemies.esp
[7D]     AA LMSE_FarHarbor.esp
[7E]     Lost Souls No Hostility.esp
[7F]     CriticalHitsOutsideofVATS.esp
[80]     AEWS.esp
[81]     Automatron Protectrons Expanded.esp
[82]     autoweapons.esp
[83]     AutomatronUnlockedNukaParts.esp
[84]     Reload Sounds.esp
[85]     SKKOmodStripper.esp
[86]     rpampas.esp
[87]     QuickTrade.esp
[88]     Sjogren.esp
[89]     GreaseRatGarbs.esp
[8A]     HuntingRevolver.esp
[8B]     OWR.esp
[8C]     OWR2.esp
[8D]     G3Family.esp
[8E]     pulsecarbine.esp
[8F]     SelectMarksman.esp
[90]     Zapgun.esp
[91]     22LR_SilentPistol_ENG.esp
[92]     45autoPistol.esp
[93]     American180nv.esp
[94]     F4CW10mmSMG.esp
[95]     GreaseGunSMG.esp
[96]     SA80.esp
[97]     QBZ191.esp
[98]     Ketaros_MissingMags.esp
[99]     SS2CaravanSnatex.esp
[9A]     Classic Combat Armor.esp
[9B]     HN66-SiriusArmor-SEV.esp
[9C]     Laser Weapon Reanimated.esp
[9D]     F4NV-N99.esp
