[00]     Fallout4.esm
[01]     DLCRobot.esm
[02]     DLCworkshop01.esm
[03]     DLCCoast.esm
[04]     DLCworkshop02.esm
[05]     DLCworkshop03.esm
[06]     DLCNukaWorld.esm
[07]     Unofficial Fallout 4 Patch.esp
[08]     HUDFramework.esm
[09]     WorkshopFramework.esm
[0A]     PANPC.esm
[0B]     PACE.esm
[0C]     SS2.esm
[0D]     SS2_XPAC_Chapter2.esm
[0E]     SS2_XPAC_Chapter3.esm
[0F]     AmericaRising2.esm
[10]     DCGuard_Overhaul.esp
[11]     YouAndWhatArmy2.esm
[12]     DiamondNewVendors.esp
[13]     Retro_Style.esm
[14]     PANPC - Trap Alerts.esp
[15]     PANPC - Explosion Responses.esp
[16]     SS2Extended.esp
[17]     CBBE.esp
[18]     detailedferalghouls.esp
[19]     Gritty Subway Stations.esp
[1A]     MMP4APA-blue.esp
[1B]     PowerArmorImpactEffects.esp
[1C]     ColterFix.esp
[1D]     DoorsNotWalls.esp
[1E]     Keep Radiants In Commonwealth.esp
[1F]     No More Sanctuary Dead Dog and Raider - After 48h 1.5.esp
[20]     RAW INPUT.esp
[21]     X01Light.esp
[22]     Schnips - FDI - Unofficial Fallout 4 Patch.esp
[23]     Immersive HUD.esp
[24]     Heavy BoS.esp
[25]     Gunmetal-Clothing-Variaty.esp
[26]     GunmetalArmorSkins.esp
[27]     GunmetalWeaponSkins.esp
[28]     GWS-HandmadeRiflePaints.esp
[29]     Retro_Style_World_Distribution.esp
[2A]     WestTek.esp
[2B]     AttachPack.esp
[2C]     DakDeagle.esp
[2D]     DakM43.esp
[2E]     DakHomemadeVityaz.esp
[2F]     F4CW10mmSMG.esp
[30]     Frommer.esp
[31]     DakHomemadeSaiga.esp
[32]     RocketRifle.esp
[33]     DakM202.esp
[34]     DakFAL.esp
[35]     Mk41GyrojetHMG.esp
[36]     AVBPipeGunsReplace.esp
[37]     AVBMusket.esp
[38]     Skb_RiflesRebirth.esp
[39]     DakRiotShotgunVanilla.esp
[3A]     SelectMarksman.esp
[3B]     SelectRapidMG.esp
[3C]     SelectShotgun.esp
[3D]     F4NVServiceRifleRedux.esp
[3E]     smmg.esp
[3F]     DakBAR.esp
[40]     DakBowieKnife.esp
[41]     DakLolife.esp
[42]     skewer.esp
[43]     DakRevolverRifle.esp
[44]     PigRaiderMicrogun.esp
[45]     Fat Man NPC Replacement.esp
[46]     10mmRemashAttPackPATCH.esp
[47]     MGRemesh.esp
[48]     Gammaremesh_AttPackPatch.esp
[49]     HuntingRifleSounds.esp
[4A]     Quad_RAWLauncher.esp
[4B]     WattzLaserGun.esp
[4C]     SERVICE RIFLE V3.esp
[4D]     3dscopes-avbguns.esp
[4E]     3dscopes-selectrapidmg.esp
[4F]     3dscopes-servicerifle.esp
[50]     3dscopes-wattz.esp
[51]     3dscopes.esp
[52]     LeverActionWoodFinish.esp
[53]     RaiderOverhaul.esp
[54]     Raider Gang Extended NPC (Fixed & Cleaned).esp
[55]     SSTTomsBruisers.esp
[56]     SSTRagsPirates.esp
[57]     DT_GunnerOutfitPack.esp
[58]     DTG_LeveledListIntegration.esp
[59]     AVBGuns.esp
[5A]     W.A.T.Minutemen.esp
[5B]     W.A.T.M. Tweaks (PA).esp
[5C]     LooksMenu Customization Compendium.esp
[5D]     LooneyLongfellow.esp
[5E]     ConcordNPCOverhaul.esp
[5F]     Edit_Hancock.esp
[60]     FG_ReloadSounds.esp
[61]     GunnerFaceVariety.esp
[62]     Lots More Facial Hair.esp
[63]     Lots More Male Hairstyles.esp
[64]     SSNPC - DCResidentsAIO.esp
[65]     Realistic_conversations.esp
[66]     Unique NPCs - Creatures and Monsters.esp
[67]     VisibleCompanionAffinity.esp
[68]     SlowTime.esp
[69]     RustDevilRedux.esp
[6A]     spacefiddle_Effective-Melee-Blocking.esp
[6B]     Hollywood Bullet Tracers.esp
[6C]     Hollywood Lasers.esp
[6D]     Journey.esp
[6E]     VendorItemSteal.esp
[6F]     NoAffinityCooldown.esp
[70]     Nuclear Physicist Redone - No Fusion Core Ejection.esp
[71]     PostmortemMerchandise.esp
[72]     SKKQuickPlayerRespec.esp
[73]     QuickTrade.esp
[74]     Sell Abbot Paint.esp
[75]     SCM.esp
[76]     EFF.esp
[77]     SettlementMenuManager.esp
[78]     ConnectedWorkshops.esp
[79]     SKKWorkshopUtilities.esp
[7A]     MS SS2 Unlock Vanilla Recruitable Vendors.esp
[7B]     GtN_SettlersatPlay.esp
[7C]     Better_Settlement_Defence.esp
[7D]     SS2-PraRandomAddon.esp
[7E]     [SS20Addon] SimSettlements SuperStructures.esp
[7F]     SS2_STRA_Support_Buildings.esp
[80]     JunkTownTwo.esp
[81]     SS2_ruined_simsettlement_addonpack.esp
[82]     SS2_FDK_TinyLiving.esp
[83]     SS2WastelandVenturers.esp
[84]     ImmersiveAnimationFramework.esp
[85]     InstituteStory.esp
[86]     3DNPC_FO4Settler.esp
[87]     3DNPC_FO4.esp
[88]     3DNPC_FO4_DLC.esp
[89]     BoSStory.esp
[8A]     OldTimeReligion.esp
[8B]     DCGuard_Overhaul-RandomEncounters.esp
[8C]     AR2 Attachment Pack Patch.esp
[8D]     A Forest.esp
[8E]     Commonwealth Overhaul.esp
[8F]     Hunkered Down - No AtomCatsGarage.esp
[90]     BetterDrumlinDiner.esp
[91]     CrimeTown.esp
[92]     Boston Airport Backdoor Buttons.esp
[93]     BetterRoboticsDisposal.esp
[94]     PlaneWreck.esp
[95]     UFOCrashSite.esp
[96]     ImmersiveCovenantCompound.esp
[97]     InsideJobs.esp
[98]     SSTMinutemanWatchtowers.esp
[99]     ModdableGreygarden.esp
