[00]     Fallout4.esm
[01]     DLCRobot.esm
[02]     DLCworkshop01.esm
[03]     DLCCoast.esm
[04]     DLCworkshop02.esm
[05]     DLCworkshop03.esm
[06]     DLCNukaWorld.esm
[07]     ccrzrfo4001-tunnelsnakes.esm
[08]     ccswkfo4001-astronautpowerarmor.esm
[09]     CleanMySettlement.esm
[0A]     Unofficial Fallout 4 Patch.esp
[0B]     HUDFramework.esm
[0C]     WorkshopFramework.esm
[0D]     XDI.esm
[0E]     a149 My Little Armor.esm
[0F]     NukaWorldReborn.esp
[10]     VivaNukaWorldQuests.esp
[11]     SS2.esm
[12]     SS2_XPAC_Chapter2.esm
[13]     PACE.esm
[14]     PANPC.esm
[15]     T6M_BurstFireFramework.esm
[16]     AGNISNikaCola01.esp
[17]     FatherCompanion.esp
[18]     InstituteReformation.esp
[19]     AA FusionCityRising.esp
[1A]     Depravity.esp
[1B]     OutcastsAndRemnants.esp
[1C]     ProjectValkyrie.esp
[1D]     AA FusionCityRising - HotC.esp
[1E]     VivaNukaWorld.esp
[1F]     llamaCompanionHeatherv2.esp
[20]     TacticalReload.esm
[21]     Ketaros_Treasures.esp
[22]     KSHairdos.esp
[23]     KSHairdos_oel.esp
[24]     AllSetsExtended.esp
[25]     PersistentVolumeSliders.esp
[26]     NoSharedDogmeatTemplate.esp
[27]     KSHairsFemsheppingRadbeetle.esp
[28]     LooksMenu Customization Compendium.esp
[29]     HN66Fo4_Rings.esp
[2A]     FaceMaxson.esp
[2B]     ESPExplorerFO4.esp
[2C]     Reverb and Ambiance Overhaul.esp
[2D]     HN66-SiriusArmor.esp
[2E]     HN66Fo4_EasyGirl_BS.esp
[2F]     HN66Fo4_EarringsV1.esp
[30]     HN66Fo4_Nails.esp
[31]     ECO.esp
[32]     KetPatch01.esp
[33]     3dscopes.esp
[34]     WeaponModFixes-GOTY.esp
[35]     The Eyes Of Beauty.esp
[36]     TBOS-AntoHairPack.esp
[37]     Playable Synth Eyes.esp
[38]     SS2 Excess Resource Manager.esp
[39]     SS2_CityPlanContestAssistant.esp
[3A]     SS2_MsB_PlainPlans.esp
[3B]     ss2radiantpower.esp
[3C]     WestTekTacticalOptics.esp
[3D]     DOOMCatalyst.esp
[3E]     SovietAssaultPack.esp
[3F]     Radium.esp
[40]     Scopes.esp
[41]     ScopeOverlayDOF.esp
[42]     Eli_Armour_Compendium.esp
[43]     WorkshopPlus.esp
[44]     DeadlierDeathclaws.esp
[45]     Metro Gas Masks.esp
[46]     Raider Gang Extended NPC (Fixed & Cleaned).esp
[47]     Altyn Assault Helmet.esp
[48]     RaiderOverhaul.esp
[49]     W.A.T.Minutemen.esp
[4A]     VivaNukaWorldQuests - Depravity Integration.esp
[4B]     BMW_ALA.esp
[4C]     WattzLaserGun.esp
[4D]     Nuka World Bottle Fix.esp
[4E]     CheatTerminal.esp
[4F]     NoSettlementQuestsAIODLC.esp
[50]     SS2Extended.esp
[51]     Skb_RiflesRebirth.esp
[52]     Croup Manor Navmesh - retakrew7.esp
[53]     InstituteSettlements2.esp
[54]     Mk41GyrojetHMG.esp
[55]     SKKFastReunions.esp
[56]     SS2_FDK_TinyLiving.esp
[57]     ABundleofTape.esp
[58]     CreationClubDelay.esp
[59]     9mmPistol.esp
[5A]     F4NVServiceRifleRedux.esp
[5B]     ChineseStealthSuit.esp
[5C]     CF_AtomicWarlord.esp
[5D]     BetterSettlers.esp
[5E]     LAER.esp
[5F]     SS2HappyTrails.esp
[60]     Wana_SA58.esp
[61]     SS2WastelandVenturers.esp
[62]     SS2_SIMPDDDD.esp
[63]     AtomsGloryThreads.esp
[64]     [SS20Addon] SimSettlements SuperStructures.esp
[65]     ohSIM_Sim2_Settlements_Scrappers_Addon.esp
[66]     SS2-Jampads2.esp
[67]     SS2-PraRandomAddon.esp
[68]     SS2_ruined_simsettlement_addonpack.esp
[69]     SS2Addon_FPh_AlleyCabaret.esp
[6A]     SS2_Addon_R2R.esp
[6B]     TotalHackRevisited.esp
[6C]     FO4 NPCs Travel.esp
[6D]     Eli_NukaStuff.esp
[6E]     LeeEnfieldNo4MkI.esp
[6F]     BullpupBozar.esp
[70]     DP_CaravanShotgun.esp
[71]     SigSauer127.esp
[72]     HuntingShotgun.esp
[73]     SelectRapidMG.esp
[74]     JunkTownTwo.esp
[75]     SS2_Addon_FHE.esp
[76]     SettlementMenuManager.esp
[77]     Better_Settlement_Defence.esp
[78]     SKKFastBOS.esp
[79]     SKKFastMinutemen.esp
[7A]     SKKCombatSettlers.esp
[7B]     SKKUnlockCompanions.esp
[7C]     rfortaleza2.esp
[7D]     HoloTime.esp
[7E]     AA LMSE_FarHarbor.esp
[7F]     Lost Souls No Hostility.esp
[80]     AA Lots More Settlers and Enemies.esp
[81]     CriticalHitsOutsideofVATS.esp
[82]     AEWS.esp
[83]     Automatron Protectrons Expanded.esp
[84]     autoweapons.esp
[85]     AutomatronUnlockedNukaParts.esp
[86]     Reload Sounds.esp
[87]     SKKOmodStripper.esp
[88]     rpampas.esp
[89]     QuickTrade.esp
[8A]     Sjogren.esp
[8B]     GreaseRatGarbs.esp
[8C]     HuntingRevolver.esp
[8D]     OWR.esp
[8E]     OWR2.esp
[8F]     G3Family.esp
[90]     pulsecarbine.esp
[91]     SelectMarksman.esp
[92]     Zapgun.esp
[93]     22LR_SilentPistol_ENG.esp
[94]     45autoPistol.esp
[95]     American180nv.esp
[96]     F4CW10mmSMG.esp
[97]     GreaseGunSMG.esp
[98]     SA80.esp
[99]     QBZ191.esp
[9A]     Ketaros_MissingMags.esp
[9B]     SS2CaravanSnatex.esp
[9C]     Classic Combat Armor.esp
