[00]     Fallout4.esm
[01]     DLCRobot.esm
[02]     DLCworkshop01.esm
[03]     DLCCoast.esm
[04]     DLCworkshop02.esm
[05]     DLCworkshop03.esm
[06]     DLCNukaWorld.esm
[07]     ccrzrfo4001-tunnelsnakes.esm
[08]     ccswkfo4001-astronautpowerarmor.esm
[09]     cczsef04001-bhouse.esm
[0A]     cczsefo4002-smanor.esm
[0B]     cctosfo4002_neonflats.esm
[0C]     Unofficial Fallout 4 Patch.esp
[0D]     HUDFramework.esm
[0E]     WorkshopFramework.esm
[0F]     MFC2023_EndAlz_Trunk.esm
[10]     SouthOfTheSea.esm
[11]     Random Robots - True Leveled.esm
[12]     XDI.esm
[13]     Games.esm
[14]     BarstoolGames.esm
[15]     Homemaker.esm
[16]     AshlandStationSettlement.esp
[17]     AmericaRising2.esm
[18]     YouAndWhatArmy2.esm
[19]     ccfsvfo4004-vrworkshopgnrplaza.esm
[1A]     ccbgsfo4040-vrworkshop01.esm
[1B]     ccbgsfo4117-capmerc.esm
[1C]     ccfsvfo4005-vrdesertisland.esm
[1D]     ccfsvfo4006-vrwasteland.esm
[1E]     Settlement Electricity Overhaul.esm
[1F]     SS2.esm
[20]     SS2_XPAC_Chapter2.esm
[21]     SS2_XPAC_Chapter3.esm
[22]     SS2Extended.esp
[23]     NukaWorldReborn.esp
[24]     VivaNukaWorldQuests.esp
[25]     Enclave-X02.esp
[26]     EnclaveX02.esp
[27]     Hellfirenew.esp
[28]     10MMTF.esp
[29]     Eli_Armour_Compendium.esp
[2A]     SettlementMenuManager.esp
[2B]     Useful_Companions.esp
[2C]     Vault 88 Template - Optimised.esp
[2D]     ImprovedMinutemen.esp
[2E]     ImprovedMinutemenEncounters.esp
[2F]     WorkshopPlus.esp
[30]     Vault-Tec Workshop Overhaul Redux.esp
[31]     Vault88 - Essentials.esp
[32]     The Eyes Of Beauty.esp
[33]     LooksMenu Customization Compendium.esp
[34]     PoseidonOffices.esp
[35]     Alex's Settlement Power Pylon.esp
[36]     AutomatronUnlockedNukaParts.esp
[37]     Better Randomized Robots - vanilla loot patch.esp
[38]     Better_Settlement_Defence.esp
[39]     CheatTerminal.esp
[3A]     CompanionStatus.esp
[3B]     Configurable Artillery.esp
[3C]     ESPExplorerFO4.esp
[3D]     HoloTime_2.esp
[3E]     KSHairdos.esp
[3F]     KSHairsFemsheppingRadbeetle.esp
[40]     llamaCompanionHeatherv2.esp
[41]     MercerRescuedSynths.esp
[42]     Mors Shortcut to Curie.esp
[43]     NoSharedDogmeatTemplate.esp
[44]     PersistentVolumeSliders.esp
[45]     PoseidonOffices_NoBugs.esp
[46]     SKKFastBOS.esp
[47]     SKKFastReunions.esp
[48]     SRV_StopRadioVoice.esp
[49]     BarstoolGames_FH.esp
[4A]     BarstoolGames_NW.esp
[4B]     SKKFastMinutemen.esp
[4C]     Q_Lore_MQ106_Cryolator.esp
[4D]     [SS20Addon] SimSettlements SuperStructures.esp
[4E]     Cho1_ss2_Barmod_Conversion.esp
[4F]     DZK_1x1_Pack.esp
[50]     GarageHomesAndSensibleSecurity.esp
[51]     GtN_SettlersatPlay.esp
[52]     JunkTownTwo.esp
[53]     MS Contraptions - SS2 ASAM Builder.esp
[54]     ohSIM_Sim2_Settlements_Scrappers_Addon.esp
[55]     Shadow Wastelands SS2 World Repopulation Cells.esp
[56]     SS2-Jampads2.esp
[57]     SS2-PraRandomAddon.esp
[58]     SS2_Addon_Favelabulous.esp
[59]     SS2_Addon_FHE.esp
[5A]     SS2_Addon_NWE.esp
[5B]     SS2_Addon_PSC_Plots.esp
[5C]     SS2_Addon_R2R.esp
[5D]     SS2_CityPlanContestAssistant.esp
[5E]     SS2_FDK_TinyLiving.esp
[5F]     SS2_MsB_PlainPlans.esp
[60]     SS2_ruined_simsettlement_addonpack.esp
[61]     SS2_SIMPDDDD.esp
[62]     SS2_STRA_Buildings_and_Skins.esp
[63]     SS2_STRA_Support_Buildings.esp
[64]     SS2_WastelandDefense.esp
[65]     SS2CaravanSnatex.esp
[66]     SS2HappyTrails.esp
[67]     SS2UI.esp
[68]     SS2WastelandVenturers.esp
[69]     TheRon_MapMarker.esp
[6A]     ImprovedRR.esp
[6B]     ImprovedRREncounters.esp
[6C]     creativeclutter.esp
[6D]     dinoshelf.esp
[6E]     OWR.esp
[6F]     OWR2.esp
[70]     ImprovedBoS.esp
[71]     ImprovedBoSEncounters.esp
[72]     ImprovedInstitute.esp
[73]     ImprovedInstituteEncounters.esp
[74]     SS2WastelandReconstructionKit.esp
[75]     SS2_NCRP.esp
[76]     AzarPonytailHairstyles.esp
[77]     ImprovedHostileFactions.esp
[78]     ImprovedHostileFactionsEncounters.esp
[79]     ImprovedNukaRaiders.esp
[7A]     ImprovedNukaRaidersEncounters.esp
[7B]     SKKCorpses76.esp
[7C]     SKKSynthVision.esp
[7D]     T65PA.esp
[7E]     ECV_RemnantsArmor.esp
[7F]     Secret Service Armor.esp
[80]     SKKFastStartNewGame.esp
[81]     SS2_ruined_plotapalooza_messhall.esp
[82]     CreationClubDelay.esp
[83]     BostonLibrarySettlement.esp
[84]     ImprovedAREnclave.esp
[85]     ImprovedAREncounters.esp
[86]     Vault88AreaExtension.esp
[87]     PortableCloningDevice.esp
[88]     Rebuild_Settlements.esp
[89]     SS2 Settlement Management Terminal.esp
[8A]     NAC.esp
[8B]     TruePerks.esp
[FE:000] ccbgsfo4018-gaussrifleprototype.esl
[FE:001] ccbgsfo4019-chinesestealtharmor.esl
[FE:002] ccbgsfo4044-hellfirepowerarmor.esl
[FE:003] ccfsvfo4002-midcenturymodern.esl
[FE:004] cceejfo4001-decorationpack.esl
