[00]     Fallout4.esm
[01]     DLCRobot.esm
[02]     DLCworkshop01.esm
[03]     DLCCoast.esm
[04]     DLCworkshop02.esm
[05]     DLCworkshop03.esm
[06]     DLCNukaWorld.esm
[07]     ccrzrfo4001-tunnelsnakes.esm
[08]     ccswkfo4001-astronautpowerarmor.esm
[09]     cczsef04001-bhouse.esm
[0A]     cctosfo4001-neosky.esm
[0B]     cczsefo4002-smanor.esm
[0C]     cctosfo4002_neonflats.esm
[0D]     Unofficial Fallout 4 Patch.esp
[0E]     HUDFramework.esm
[0F]     WorkshopFramework.esm
[10]     SubwayRunnnerDynamicLighting.esp
[11]     MFC2023_EndAlz_Trunk.esm
[12]     SouthOfTheSea.esm
[13]     Random Robots - True Leveled.esm
[14]     XDI.esm
[15]     Games.esm
[16]     BarstoolGames.esm
[17]     AshlandStationSettlement.esp
[18]     AmericaRising2.esm
[19]     YouAndWhatArmy2.esm
[1A]     Settlement Electricity Overhaul.esm
[1B]     SelectMarksman.esp
[1C]     SelectRapidMG.esp
[1D]     SelectShotgun.esp
[1E]     ccbgsfo4040-vrworkshop01.esm
[1F]     ccbgsfo4117-capmerc.esm
[20]     ccfsvfo4004-vrworkshopgnrplaza.esm
[21]     ccfsvfo4005-vrdesertisland.esm
[22]     ccfsvfo4006-vrwasteland.esm
[23]     Homemaker.esm
[24]     SS2.esm
[25]     SS2_XPAC_Chapter2.esm
[26]     SS2_XPAC_Chapter3.esm
[27]     SS2Extended.esp
[28]     NukaWorldReborn.esp
[29]     VivaNukaWorldQuests.esp
[2A]     Enclave-X02.esp
[2B]     EnclaveX02.esp
[2C]     Hellfirenew.esp
[2D]     10MMTF.esp
[2E]     SettlementMenuManager.esp
[2F]     Useful_Companions.esp
[30]     Vault 88 Template - Optimised.esp
[31]     ImprovedMinutemen.esp
[32]     ImprovedMinutemenEncounters.esp
[33]     WorkshopPlus.esp
[34]     Vault-Tec Workshop Overhaul Redux.esp
[35]     Vault88 - Essentials.esp
[36]     The Eyes Of Beauty.esp
[37]     LooksMenu Customization Compendium.esp
[38]     PoseidonOffices.esp
[39]     Alex's Settlement Power Pylon.esp
[3A]     AutomatronUnlockedNukaParts.esp
[3B]     Better Randomized Robots - vanilla loot patch.esp
[3C]     Better_Settlement_Defence.esp
[3D]     CheatTerminal.esp
[3E]     CompanionStatus.esp
[3F]     Configurable Artillery.esp
[40]     ESPExplorerFO4.esp
[41]     HoloTime_2.esp
[42]     KSHairdos.esp
[43]     KSHairsFemsheppingRadbeetle.esp
[44]     llamaCompanionHeatherv2.esp
[45]     MercerRescuedSynths.esp
[46]     Mors Shortcut to Curie.esp
[47]     NoSharedDogmeatTemplate.esp
[48]     PersistentVolumeSliders.esp
[49]     PoseidonOffices_NoBugs.esp
[4A]     SKKFastBOS.esp
[4B]     SKKFastReunions.esp
[4C]     SRV_StopRadioVoice.esp
[4D]     BarstoolGames_FH.esp
[4E]     BarstoolGames_NW.esp
[4F]     SKKFastMinutemen.esp
[50]     Q_Lore_MQ106_Cryolator.esp
[51]     [SS20Addon] SimSettlements SuperStructures.esp
[52]     Cho1_ss2_Barmod_Conversion.esp
[53]     DZK_1x1_Pack.esp
[54]     GarageHomesAndSensibleSecurity.esp
[55]     GtN_SettlersatPlay.esp
[56]     JunkTownTwo.esp
[57]     MS Contraptions - SS2 ASAM Builder.esp
[58]     ohSIM_Sim2_Settlements_Scrappers_Addon.esp
[59]     Shadow Wastelands SS2 World Repopulation Cells.esp
[5A]     SS2-Jampads2.esp
[5B]     SS2-PraRandomAddon.esp
[5C]     SS2_Addon_Favelabulous.esp
[5D]     SS2_Addon_FHE.esp
[5E]     SS2_Addon_NWE.esp
[5F]     SS2_Addon_PSC_Plots.esp
[60]     SS2_Addon_R2R.esp
[61]     SS2_CityPlanContestAssistant.esp
[62]     SS2_FDK_TinyLiving.esp
[63]     SS2_MsB_PlainPlans.esp
[64]     SS2_ruined_simsettlement_addonpack.esp
[65]     SS2_SIMPDDDD.esp
[66]     SS2_STRA_Buildings_and_Skins.esp
[67]     SS2_STRA_Support_Buildings.esp
[68]     SS2_WastelandDefense.esp
[69]     SS2CaravanSnatex.esp
[6A]     SS2HappyTrails.esp
[6B]     SS2UI.esp
[6C]     SS2WastelandVenturers.esp
[6D]     TheRon_MapMarker.esp
[6E]     ImprovedRR.esp
[6F]     ImprovedRREncounters.esp
[70]     creativeclutter.esp
[71]     dinoshelf.esp
[72]     OWR.esp
[73]     OWR2.esp
[74]     ImprovedBoS.esp
[75]     ImprovedBoSEncounters.esp
[76]     ImprovedInstitute.esp
[77]     ImprovedInstituteEncounters.esp
[78]     SS2WastelandReconstructionKit.esp
[79]     SS2_NCRP.esp
[7A]     AzarPonytailHairstyles.esp
[7B]     ImprovedHostileFactions.esp
[7C]     ImprovedHostileFactionsEncounters.esp
[7D]     ImprovedNukaRaiders.esp
[7E]     ImprovedNukaRaidersEncounters.esp
[7F]     SKKSynthVision.esp
[80]     T65PA.esp
[81]     ECV_RemnantsArmor.esp
[82]     Secret Service Armor.esp
[83]     SKKFastStartNewGame.esp
[84]     SS2_ruined_plotapalooza_messhall.esp
[85]     CreationClubDelay.esp
[86]     BostonLibrarySettlement.esp
[87]     ImprovedAREnclave.esp
[88]     ImprovedAREncounters.esp
[89]     Vault88AreaExtension.esp
[8A]     PortableCloningDevice.esp
[8B]     Rebuild_Settlements.esp
[8C]     SS2 Settlement Management Terminal.esp
[8D]     MYS_RogueSS2AddOnPack.esp
[8E]     NAC.esp
[8F]     Eli_Armour_Compendium.esp
[90]     Stealth Field Stability, C.esp
[FE:000] ccbgsfo4018-gaussrifleprototype.esl
