[00]     Fallout4.esm
[01]     DLCRobot.esm
[02]     DLCworkshop01.esm
[03]     DLCCoast.esm
[04]     DLCworkshop02.esm
[05]     DLCworkshop03.esm
[06]     DLCNukaWorld.esm
[07]     ccrzrfo4001-tunnelsnakes.esm
[08]     ccswkfo4001-astronautpowerarmor.esm
[09]     cczsef04001-bhouse.esm
[0A]     cctosfo4001-neosky.esm
[0B]     cczsefo4002-smanor.esm
[0C]     cctosfo4002_neonflats.esm
[0D]     Unofficial Fallout 4 Patch.esp
[0E]     WorkshopFramework.esm
[0F]     HUDFramework.esm
[10]     XDI.esm
[11]     SS2.esm
[12]     SS2_XPAC_Chapter2.esm
[13]     PACE.esm
[14]     PANPC.esm
[15]     Depravity.esp
[16]     AGNISNikaCola01.esp
[17]     AA FusionCityRising.esp
[18]     OutcastsAndRemnants.esp
[19]     AA FusionCityRising - HotC.esp
[1A]     Darlene.esm
[1B]     ProjectValkyrie.esp
[1C]     CompJennyLCCA.esp
[1D]     NoSharedDogmeatTemplate.esp
[1E]     LooksMenu Customization Compendium.esp
[1F]     ESPExplorerFO4.esp
[20]     Playable Synth Eyes.esp
[21]     KSHairdos.esp
[22]     KSHairdos_oel.esp
[23]     TBOS-AntoHairPack.esp
[24]     KSHairsFemsheppingRadbeetle.esp
[25]     HN66Fo4_Nails.esp
[26]     AllSetsExtended.esp
[27]     ECO.esp
[28]     Ketaros_Treasures.esp
[29]     CROSS_PlasRail.esp
[2A]     SuperMutantRedux.esp
[2B]     Fusion Gun.esp
[2C]     Lightweight Lighting.esp
[2D]     The Eyes Of Beauty.esp
[2E]     ohSIM_Sim2_Settlements_Scrappers_Addon.esp
[2F]     WestTekTacticalOptics.esp
[30]     CF_AtomicWarlord.esp
[31]     Peketo_The servants of world creator.esp
[32]     F3metalarmor.esp
[33]     ss2radiantpower.esp
[34]     skkunlockcompanions.esp
[35]     DarleneDLC.esp
[36]     Raider Gang Extended NPC (Fixed & Cleaned).esp
[37]     Altyn Assault Helmet.esp
[38]     Metro Gas Masks.esp
[39]     RaiderOverhaul.esp
[3A]     WattzLaserGun.esp
[3B]     CheatTerminal.esp
[3C]     InstituteSettlements2.esp
[3D]     Croup Manor Navmesh - retakrew7.esp
[3E]     SS2_FDK_TinyLiving.esp
[3F]     skkfastreunions.esp
[40]     SS2-PraRandomAddon.esp
[41]     W.A.T.Minutemen.esp
[42]     pulsecarbine.esp
[43]     Lost Souls No Hostility.esp
[44]     autoweapons.esp
[45]     AutomatronUnlockedNukaParts.esp
[46]     CobaltForge.esp
[47]     skkfastbos.esp
[48]     rfortaleza2.esp
[49]     rpampas.esp
[4A]     HN66Fo4_EasyGirl_BS.esp
[4B]     Reload Sounds.esp
[4C]     Factor.esp
[4D]     PowerArmorPaintFixes.esp
[4E]     Liberator.esp
[4F]     Ak5C.esp
[50]     QuickTrade.esp
[51]     X12Plasmacaster.esp
[52]     USP 45.esp
[53]     MG69.esp
[54]     CorvalhoWidowShotgun.esp
[55]     CreationClubDelay.esp
[56]     SS2Extended.esp
[57]     SS2_SIMPDDDD.esp
[58]     Enclave-X02.esp
[59]     9mmPistol.esp
[5A]     F4NVServiceRifleRedux.esp
[5B]     SS2HappyTrails.esp
[5C]     T-51C Power Armor.esp
[5D]     CAPA.esp
[5E]     AER15.esp
[5F]     HandmadeSMG.esp
[60]     DesertEagleNV.esp
[61]     SS2WastelandVenturers.esp
[62]     SS2_Addon_R2R.esp
[63]     [SS20Addon] SimSettlements SuperStructures.esp
[64]     FO4 NPCs Travel.esp
[65]     LARGrizzly.esp
[66]     AK74M.esp
[67]     SS2-Jampads2.esp
[68]     SS2_ruined_simsettlement_addonpack.esp
[69]     JunkTownTwo.esp
[6A]     skkcombatsettlers.esp
[6B]     RU556.esp
[6C]     FNX45.esp
[6D]     BullpupBozar.esp
[6E]     Zapgun.esp
[6F]     P220.esp
[70]     Bulldog_308_SRSS.esp
[71]     127SMG.esp
[72]     SCAR-L.esp
[73]     DP_CaravanShotgun.esp
[74]     Sjogren.esp
[75]     skkfastminutemen.esp
[76]     P90.esp
[77]     SigSauer127.esp
[78]     F4CW10mmSMG.esp
[79]     AQUILA.esp
[7A]     MP7.esp
[7B]     FnScar.esp
[7C]     M1A.esp
[7D]     TotalHackRevisited.esp
[7E]     HuntingRevolver.esp
[7F]     G36Complex.esp
[80]     GIAT_FAMAS.esp
[81]     HRP_Mk23.esp
[82]     22LR_SilentPistol_ENG.esp
[83]     ElMudoStore.esp
[84]     WinCowbowRepeater.esp
[85]     HomemadeLasRevolver.esp
[86]     HK_UMP.esp
[87]     Fallschirmjagergewehr.esp
[88]     GreaseGunSMG.esp
[89]     Glock17.esp
[8A]     CROSS_RugerMkV.esp
[8B]     WD_44.esp
[8C]     Cranky.esp
[8D]     QBZ191.esp
[8E]     Mk41GyrojetHMG.esp
[8F]     LeeEnfieldNo4MkI.esp
[90]     M72GaussRifle.esp
[91]     1CAS_ServiceRifle.esp
[92]     HKUSP9mm.esp
[93]     win1897.esp
[94]     HK_MP5.esp
[95]     American180nv.esp
[96]     G3Family.esp
[97]     llamaCompanionHeatherv2.esp
[98]     SettlementMenuManager.esp
[99]     Vault-Tec Workshop Overhaul Redux.esp
[9A]     Vault88 - Essentials.esp
[9B]     Liga.esp
[9C]     BetterSettlers.esp
[9D]     M2045MagnumRevolverRifle.esp
[9E]     X13_ScrapOTron.esp
[9F]     Ghoulish this is Child of the Atom.esp
[A0]     OWR.esp
[A1]     OWR2.esp
[A2]     3dscopes.esp
[A3]     X01Light.esp
[A4]     Hellfirenew.esp
[A5]     EnclaveX02.esp
