[00]     Fallout4.esm
[01]     DLCRobot.esm
[02]     DLCworkshop01.esm
[03]     DLCCoast.esm
[04]     DLCworkshop02.esm
[05]     DLCworkshop03.esm
[06]     DLCNukaWorld.esm
[07]     ccrzrfo4001-tunnelsnakes.esm
[08]     ccswkfo4001-astronautpowerarmor.esm
[09]     cczsef04001-bhouse.esm
[0A]     cctosfo4001-neosky.esm
[0B]     cczsefo4002-smanor.esm
[0C]     cctosfo4002_neonflats.esm
[0D]     Unofficial Fallout 4 Patch.esp
[0E]     HUDFramework.esm
[0F]     XDI.esm
[10]     WorkshopFramework.esm
[11]     FortStronger.esm
[12]     SouthOfTheSea.esm
[13]     PANPC.esm
[14]     PACE.esm
[15]     DCGuard_Overhaul.esp
[16]     SS2.esm
[17]     SS2_XPAC_Chapter2.esm
[18]     InstituteTechnologyOverhaul.esm
[19]     MFC2023_EndAlz_Trunk.esm
[1A]     Games.esm
[1B]     BarstoolGames.esm
[1C]     Random Robots - True Leveled.esm
[1D]     NukaWorldReborn.esp
[1E]     NoSharedDogmeatTemplate.esp
[1F]     VivaNukaWorldQuests.esp
[20]     NukaWorldPlus.esp
[21]     Ketaros_Treasures.esp
[22]     SS2Extended.esp
[23]     FaceMaxson.esp
[24]     AGNISNikaCola01.esp
[25]     Altyn Assault Helmet.esp
[26]     Skb_RiflesRebirth.esp
[27]     Zapgun.esp
[28]     127mmSMG.esp
[29]     American180nv.esp
[2A]     BullpupBozar.esp
[2B]     Metro Gas Masks.esp
[2C]     CheatTerminal.esp
[2D]     DCGuard_Overhaul-SettlementWorkshop.esp
[2E]     Mk41GyrojetHMG.esp
[2F]     SKKFastReunions.esp
[30]     ABundleofTape.esp
[31]     InstituteTechnologyOverhaul - FULL.esp
[32]     F4NVRechargerWeapons.esp
[33]     Immersive Courser Overhaul.esp
[34]     Glock86.esp
[35]     KSHairsFemsheppingRadbeetle.esp
[36]     The Eyes Of Beauty.esp
[37]     UltracitePA.esp
[38]     SS2_FDK_TinyLiving.esp
[39]     Eli_Armour_Compendium.esp
[3A]     Ketaros_MissingMags.esp
[3B]     CreationClubDelay.esp
[3C]     Jacq-CompanionPerkMags.esp
[3D]     9mmPistol.esp
[3E]     F4NVLaserPistol.esp
[3F]     PoliceWeaponPack.esp
[40]     Shadow Wastelands SS2 World Repopulation Cells.esp
[41]     llamaCompanionHeatherv2.esp
[42]     Glock 17&18.esp
[43]     PBW-TheServicePackRELOADED.esp
[44]     SS2WastelandVenturers.esp
[45]     LeeEnfieldNo4MkI.esp
[46]     0_Vault120.esp
[47]     BetaWaveHarmonica.esp
[48]     [SS20Addon] SimSettlements SuperStructures.esp
[49]     ElMudoStore.esp
[4A]     GtN_SettlersatPlay.esp
[4B]     Cho1-SS2-Cosmosplot.esp
[4C]     SS2-Jampads2.esp
[4D]     Cho1_ss2_Barmod_Conversion.esp
[4E]     SS2_ruined_simsettlement_addonpack.esp
[4F]     SS2_STRA_Buildings_and_Skins.esp
[50]     SS2_STRA_Support_Buildings.esp
[51]     GarageHomesAndSensibleSecurity.esp
[52]     JunkTownTwo.esp
[53]     SS2_Addon_FHE.esp
[54]     SS2_Addon_PSC_Plots.esp
[55]     SS2-PraRandomAddon.esp
[56]     DP_CaravanShotgun.esp
[57]     SigSauer127.esp
[58]     F4CW10mmSMG.esp
[59]     45autoPistol.esp
[5A]     DesertEagleNV.esp
[5B]     WinCowbowRepeater.esp
[5C]     22LR_SilentPistol_ENG.esp
[5D]     SelectRapidMG.esp
[5E]     SelectShotgun.esp
[5F]     ESPExplorerFO4.esp
[60]     BarstoolGames_NW.esp
[61]     BarstoolGames_FH.esp
[62]     SettlementMenuManager.esp
[63]     AutomatronUnlockedNukaParts.esp
[64]     Better Randomized Robots - vanilla loot patch.esp
[65]     HuntingRevolver.esp
[66]     LooksMenu Customization Compendium.esp
[67]     Skibs-223PistolRedux.esp
[68]     HoloTime_2.esp
[69]     SelectMarksman.esp
[6A]     Better_Settlement_Defence.esp
[6B]     PigAutomagIII.esp
[6C]     PlasmaDefenderStandalone.esp
[6D]     PBW-PlasmaPistol.esp
[6E]     ChineseStealthSuit.esp
[6F]     KSHairdos.esp
[70]     CompanionStatus.esp
[71]     DOOMCatalyst.esp
[72]     Playable Synth Eyes.esp
[73]     F4NV-N99.esp
[74]     F3metalarmor.esp
[75]     ManCoat.esp
[76]     RoundGlasses.esp
[77]     TacticalCourser_Standalone.esp
[78]     Ketaros_World.esp
[79]     Radium.esp
[7A]     SKKFastBOS.esp
[7B]     SKKFastMinutemen.esp
[7C]     FatherCompanion.esp
[7D]     InstituteReformation.esp
[7E]     SRV_StopRadioVoice.esp
[7F]     TacticalCourser.esp
[80]     The Eyes of Beauty Looking Stranger.esp
[81]     Liga.esp
[82]     NaiSynthProstheticArm.esp
[83]     Clothes Pack 2 by DonEb14n.esp
[84]     Clothes Pack 3 by DonEb14n.esp
[85]     Clothes Pack 4 by DonEb14n.esp
[86]     Clothes Pack 5 by DonEb14n.esp
[87]     Clothes Pack v2.0 by DonEb14n.esp
[88]     Vtawleatherdress.esp
[89]     VtawWardrobe8.esp
[8A]     VtawWardrobe7.esp
[8B]     VtawSonyaNE.esp
[8C]     VtawKitanaN.esp
[8D]     VtawSummerMiniDress.esp
[8E]     VtawMaxyDressNE.esp
[8F]     VtawWardrobe1.esp
[90]     VtawWardrobe2.esp
[91]     VtawWardrobe4.esp
[92]     VtawWardrobe5.esp
[93]     VtawWardrobe6.esp
[94]     VtawKasugaN.esp
[95]     VtawDetectiveN.esp
[96]     VtawScientist.esp
[97]     VtawUtilityPack1.esp
[98]     VtawWidowmaker.esp
