[00]     Fallout4.esm
[01]     DLCRobot.esm
[02]     DLCworkshop01.esm
[03]     DLCCoast.esm
[04]     DLCworkshop02.esm
[05]     DLCworkshop03.esm
[06]     DLCNukaWorld.esm
[07]     ccrzrfo4001-tunnelsnakes.esm
[08]     ccswkfo4001-astronautpowerarmor.esm
[09]     cczsef04001-bhouse.esm
[0A]     cctosfo4001-neosky.esm
[0B]     cczsefo4002-smanor.esm
[0C]     cctosfo4002_neonflats.esm
[0D]     Unofficial Fallout 4 Patch.esp
[0E]     WorkshopFramework.esm
[0F]     HUDFramework.esm
[10]     XDI.esm
[11]     SS2.esm
[12]     SS2_XPAC_Chapter2.esm
[13]     PACE.esm
[14]     PANPC.esm
[15]     Depravity.esp
[16]     AGNISNikaCola01.esp
[17]     AA FusionCityRising.esp
[18]     OutcastsAndRemnants.esp
[19]     AA FusionCityRising - HotC.esp
[1A]     Darlene.esm
[1B]     ProjectValkyrie.esp
[1C]     CompJennyLCCA.esp
[1D]     NoSharedDogmeatTemplate.esp
[1E]     LooksMenu Customization Compendium.esp
[1F]     ESPExplorerFO4.esp
[20]     Playable Synth Eyes.esp
[21]     KSHairdos.esp
[22]     KSHairdos_oel.esp
[23]     TBOS-AntoHairPack.esp
[24]     KSHairsFemsheppingRadbeetle.esp
[25]     HN66Fo4_Nails.esp
[26]     AllSetsExtended.esp
[27]     ECO.esp
[28]     Ketaros_Treasures.esp
[29]     CROSS_PlasRail.esp
[2A]     SuperMutantRedux.esp
[2B]     Fusion Gun.esp
[2C]     Lightweight Lighting.esp
[2D]     The Eyes Of Beauty.esp
[2E]     ohSIM_Sim2_Settlements_Scrappers_Addon.esp
[2F]     WestTekTacticalOptics.esp
[30]     CF_AtomicWarlord.esp
[31]     Peketo_The servants of world creator.esp
[32]     F3metalarmor.esp
[33]     ss2radiantpower.esp
[34]     skkunlockcompanions.esp
[35]     DarleneDLC.esp
[36]     Raider Gang Extended NPC (Fixed & Cleaned).esp
[37]     Altyn Assault Helmet.esp
[38]     Metro Gas Masks.esp
[39]     RaiderOverhaul.esp
[3A]     WattzLaserGun.esp
[3B]     CheatTerminal.esp
[3C]     InstituteSettlements2.esp
[3D]     Croup Manor Navmesh - retakrew7.esp
[3E]     SS2_FDK_TinyLiving.esp
[3F]     skkfastreunions.esp
[40]     SS2-PraRandomAddon.esp
[41]     W.A.T.Minutemen.esp
[42]     pulsecarbine.esp
[43]     Lost Souls No Hostility.esp
[44]     autoweapons.esp
[45]     AutomatronUnlockedNukaParts.esp
[46]     CobaltForge.esp
[47]     skkfastbos.esp
[48]     rfortaleza2.esp
[49]     rpampas.esp
[4A]     HN66Fo4_EasyGirl_BS.esp
[4B]     Reload Sounds.esp
[4C]     PowerArmorPaintFixes.esp
[4D]     Liberator.esp
[4E]     Ak5C.esp
[4F]     QuickTrade.esp
[50]     X12Plasmacaster.esp
[51]     USP 45.esp
[52]     MG69.esp
[53]     CorvalhoWidowShotgun.esp
[54]     CreationClubDelay.esp
[55]     SS2Extended.esp
[56]     SS2_SIMPDDDD.esp
[57]     Enclave-X02.esp
[58]     9mmPistol.esp
[59]     F4NVServiceRifleRedux.esp
[5A]     SS2HappyTrails.esp
[5B]     T-51C Power Armor.esp
[5C]     CAPA.esp
[5D]     AER15.esp
[5E]     HandmadeSMG.esp
[5F]     DesertEagleNV.esp
[60]     SS2WastelandVenturers.esp
[61]     SS2_Addon_R2R.esp
[62]     [SS20Addon] SimSettlements SuperStructures.esp
[63]     FO4 NPCs Travel.esp
[64]     LARGrizzly.esp
[65]     AK74M.esp
[66]     SS2-Jampads2.esp
[67]     SS2_ruined_simsettlement_addonpack.esp
[68]     JunkTownTwo.esp
[69]     skkcombatsettlers.esp
[6A]     RU556.esp
[6B]     FNX45.esp
[6C]     BullpupBozar.esp
[6D]     Zapgun.esp
[6E]     P220.esp
[6F]     Bulldog_308_SRSS.esp
[70]     127SMG.esp
[71]     SCAR-L.esp
[72]     DP_CaravanShotgun.esp
[73]     Sjogren.esp
[74]     skkfastminutemen.esp
[75]     P90.esp
[76]     SigSauer127.esp
[77]     F4CW10mmSMG.esp
[78]     AQUILA.esp
[79]     MP7.esp
[7A]     FnScar.esp
[7B]     M1A.esp
[7C]     TotalHackRevisited.esp
[7D]     HuntingRevolver.esp
[7E]     G36Complex.esp
[7F]     GIAT_FAMAS.esp
[80]     HRP_Mk23.esp
[81]     22LR_SilentPistol_ENG.esp
[82]     ElMudoStore.esp
[83]     WinCowbowRepeater.esp
[84]     HomemadeLasRevolver.esp
[85]     HK_UMP.esp
[86]     Fallschirmjagergewehr.esp
[87]     GreaseGunSMG.esp
[88]     Glock17.esp
[89]     CROSS_RugerMkV.esp
[8A]     WD_44.esp
[8B]     Cranky.esp
[8C]     QBZ191.esp
[8D]     Mk41GyrojetHMG.esp
[8E]     LeeEnfieldNo4MkI.esp
[8F]     M72GaussRifle.esp
[90]     1CAS_ServiceRifle.esp
[91]     HKUSP9mm.esp
[92]     win1897.esp
[93]     HK_MP5.esp
[94]     American180nv.esp
[95]     G3Family.esp
[96]     llamaCompanionHeatherv2.esp
[97]     SettlementMenuManager.esp
[98]     Vault-Tec Workshop Overhaul Redux.esp
[99]     Vault88 - Essentials.esp
[9A]     Liga.esp
[9B]     BetterSettlers.esp
[9C]     M2045MagnumRevolverRifle.esp
[9D]     X13_ScrapOTron.esp
[9E]     Ghoulish this is Child of the Atom.esp
[9F]     OWR.esp
[A0]     OWR2.esp
[A1]     3dscopes.esp
[A2]     X01Light.esp
[A3]     Hellfirenew.esp
[A4]     EnclaveX02.esp
[A5]     DeadlierDeathclaws.esp
