[00]     Fallout4.esm
[01]     DLCRobot.esm
[02]     DLCworkshop01.esm
[03]     DLCCoast.esm
[04]     DLCworkshop02.esm
[05]     DLCworkshop03.esm
[06]     DLCNukaWorld.esm
[07]     ccrzrfo4001-tunnelsnakes.esm
[08]     CleanMySettlement.esm
[09]     Unofficial Fallout 4 Patch.esp
[0A]     HUDFramework.esm
[0B]     WorkshopFramework.esm
[0C]     XDI.esm
[0D]     a149 My Little Armor.esm
[0E]     NukaWorldReborn.esp
[0F]     VivaNukaWorldQuests.esp
[10]     SS2.esm
[11]     SS2_XPAC_Chapter2.esm
[12]     PACE.esm
[13]     PANPC.esm
[14]     TacticalReload.esm
[15]     T6M_BurstFireFramework.esm
[16]     AGNISNikaCola01.esp
[17]     FatherCompanion.esp
[18]     InstituteReformation.esp
[19]     AA FusionCityRising.esp
[1A]     Depravity.esp
[1B]     OutcastsAndRemnants.esp
[1C]     ProjectValkyrie.esp
[1D]     AA FusionCityRising - HotC.esp
[1E]     VivaNukaWorld.esp
[1F]     llamaCompanionHeatherv2.esp
[20]     Ketaros_Treasures.esp
[21]     AllSetsExtended.esp
[22]     KSHairdos.esp
[23]     KSHairdos_oel.esp
[24]     PersistentVolumeSliders.esp
[25]     NoSharedDogmeatTemplate.esp
[26]     KSHairsFemsheppingRadbeetle.esp
[27]     LooksMenu Customization Compendium.esp
[28]     HN66Fo4_Rings.esp
[29]     FaceMaxson.esp
[2A]     ESPExplorerFO4.esp
[2B]     Reverb and Ambiance Overhaul.esp
[2C]     HN66-SiriusArmor.esp
[2D]     HN66Fo4_EasyGirl_BS.esp
[2E]     HN66Fo4_EarringsV1.esp
[2F]     HN66Fo4_Nails.esp
[30]     ECO.esp
[31]     HHFootsteps.esp
[32]     KetPatch01.esp
[33]     SuperMutantRedux.esp
[34]     3dscopes.esp
[35]     WeaponModFixes-GOTY.esp
[36]     The Eyes Of Beauty.esp
[37]     TBOS-AntoHairPack.esp
[38]     Playable Synth Eyes.esp
[39]     SS2 Excess Resource Manager.esp
[3A]     SS2_CityPlanContestAssistant.esp
[3B]     SS2_MsB_PlainPlans.esp
[3C]     ss2radiantpower.esp
[3D]     WestTekTacticalOptics.esp
[3E]     DOOMCatalyst.esp
[3F]     SovietAssaultPack.esp
[40]     Radium.esp
[41]     Scopes.esp
[42]     ScopeOverlayDOF.esp
[43]     Eli_Armour_Compendium.esp
[44]     WorkshopPlus.esp
[45]     DeadlierDeathclaws.esp
[46]     Metro Gas Masks.esp
[47]     Raider Gang Extended NPC (Fixed & Cleaned).esp
[48]     Altyn Assault Helmet.esp
[49]     RaiderOverhaul.esp
[4A]     W.A.T.Minutemen.esp
[4B]     VivaNukaWorldQuests - Depravity Integration.esp
[4C]     BMW_ALA.esp
[4D]     WattzLaserGun.esp
[4E]     Nuka World Bottle Fix.esp
[4F]     CheatTerminal.esp
[50]     NoSettlementQuestsAIODLC.esp
[51]     Fusion Gun.esp
[52]     SS2Extended.esp
[53]     Skb_RiflesRebirth.esp
[54]     Croup Manor Navmesh - retakrew7.esp
[55]     InstituteSettlements2.esp
[56]     Mk41GyrojetHMG.esp
[57]     SKKFastReunions.esp
[58]     SS2_FDK_TinyLiving.esp
[59]     ABundleofTape.esp
[5A]     CreationClubDelay.esp
[5B]     9mmPistol.esp
[5C]     F4NVServiceRifleRedux.esp
[5D]     ChineseStealthSuit.esp
[5E]     CF_AtomicWarlord.esp
[5F]     BetterSettlers.esp
[60]     Facials.esp
[61]     LAER.esp
[62]     SS2HappyTrails.esp
[63]     Wana_SA58.esp
[64]     SS2WastelandVenturers.esp
[65]     SS2_SIMPDDDD.esp
[66]     AtomsGloryThreads.esp
[67]     [SS20Addon] SimSettlements SuperStructures.esp
[68]     ohSIM_Sim2_Settlements_Scrappers_Addon.esp
[69]     SS2-Jampads2.esp
[6A]     SS2-PraRandomAddon.esp
[6B]     SS2_ruined_simsettlement_addonpack.esp
[6C]     SS2Addon_FPh_AlleyCabaret.esp
[6D]     SS2_Addon_R2R.esp
[6E]     TotalHackRevisited.esp
[6F]     FO4 NPCs Travel.esp
[70]     Eli_NukaStuff.esp
[71]     LeeEnfieldNo4MkI.esp
[72]     BullpupBozar.esp
[73]     DP_CaravanShotgun.esp
[74]     SigSauer127.esp
[75]     HuntingShotgun.esp
[76]     SelectRapidMG.esp
[77]     JunkTownTwo.esp
[78]     SS2_Addon_FHE.esp
[79]     SettlementMenuManager.esp
[7A]     Better_Settlement_Defence.esp
[7B]     SKKFastBOS.esp
[7C]     SKKFastMinutemen.esp
[7D]     SKKCombatSettlers.esp
[7E]     SKKUnlockCompanions.esp
[7F]     rfortaleza2.esp
[80]     HoloTime.esp
[81]     AA LMSE_FarHarbor.esp
[82]     Lost Souls No Hostility.esp
[83]     AA Lots More Settlers and Enemies.esp
[84]     LOST Audio Tweaks.esp
[85]     CriticalHitsOutsideofVATS.esp
[86]     AEWS.esp
[87]     Automatron Protectrons Expanded.esp
[88]     autoweapons.esp
[89]     AutomatronUnlockedNukaParts.esp
[8A]     Reload Sounds.esp
[8B]     SKKOmodStripper.esp
[8C]     rpampas.esp
[8D]     QuickTrade.esp
[8E]     Sjogren.esp
[8F]     GreaseRatGarbs.esp
[90]     HuntingRevolver.esp
[91]     OWR.esp
[92]     OWR2.esp
[93]     G3Family.esp
[94]     pulsecarbine.esp
[95]     SelectMarksman.esp
[96]     Zapgun.esp
[97]     22LR_SilentPistol_ENG.esp
[98]     45autoPistol.esp
[99]     American180nv.esp
[9A]     F4CW10mmSMG.esp
[9B]     GreaseGunSMG.esp
[9C]     SA80.esp
