[00]     Fallout4.esm
[01]     DLCRobot.esm
[02]     DLCworkshop01.esm
[03]     DLCCoast.esm
[04]     DLCworkshop02.esm
[05]     DLCworkshop03.esm
[06]     DLCNukaWorld.esm
[07]     unofficial fallout 4 patch.esp
[08]     XDI.esm
[09]     HUDFramework.esm
[0A]     WorkshopFramework.esm
[0B]     Seasons.esm
[0C]     MutantMenagerie.esm
[0D]     DCGuard_Overhaul.esp
[0E]     SouthOfTheSea.esm
[0F]     AmericaRising2.esm
[10]     TheRooftops.esm
[11]     YouAndWhatArmy2.esm
[12]     CWPointLookoutFO4.esm
[13]     MutantMenagerie_BackwaterBeasts.esm
[14]     MFC2024_EndAlz_ShadyMotives.esm
[15]     LobotomitePack.esm
[16]     INE_BoonIsland.esp
[17]     T6M_BurstFireFramework.esm
[18]     AshlandStationSettlement.esp
[19]     CWWorkshopMaster.esm
[1A]     SettlementMenuManager.esp
[1B]     Rebuild_Settlements.esp
[1C]     A Forest.esp
[1D]     InstituteReformation.esp
[1E]     WelcometoGoodneighbor.esp
[1F]     You Are Exceptional.esp
[20]     IH_LV_Cars_Have_loot.esp
[21]     1ECHO.esp
[22]     WeaponModFixes-GOTY.esp
[23]     SSTFungalForest.esp
[24]     AGNISNikaCola01.esp
[25]     MojaveImports.esp
[26]     RaiderOverhaul.esp
[27]     BeMineValentine.esp
[28]     Commonwealth Overhaul.esp
[29]     TheCode.esp
[2A]     The House.esp
[2B]     Raider Gang Extended NPC (Fixed & Cleaned).esp
[2C]     Vault4.esp
[2D]     Radical.esp
[2E]     DT_GunnerOutfitPack.esp
[2F]     DTG_LeveledListIntegration.esp
[30]     ITOcore.esp
[31]     tumba_SynthCombatArmor.esp
[32]     ITOtumbaArmorsPatch.esp
[33]     Wattz3000mkII.esp
[34]     Skb_RiflesRebirth.esp
[35]     tumba_bountyhunter.esp
[36]     tumba_deathclaw_hunter.esp
[37]     tumba_TacticalCombatArmor.esp
[38]     tumba_VaultLeather.esp
[39]     tumba_DCScurityCommander.esp
[3A]     tumba_EnclaveCombatArmor.esp
[3B]     tumba_MilitarySweaterOutfit.esp
[3C]     TumbaCollectionSeason2.esp
[3D]     BigIslandRadio.esp
[3E]     CSEPBIARedux.esp
[3F]     SovietPowerArmor.esp
[40]     SuperMutantEquality.esp
[41]     WattzLaserGun.esp
[42]     MakeshiftAssaultPack.esp
[43]     AVBPipeGunsReplace.esp
[44]     AttachPack.esp
[45]     T6M_RifleGrenades.esp
[46]     CSEPLoadedBases.esp
[47]     CSEPCompanion.esp
[48]     CSEPBountyMod.esp
[49]     InsideJobs.esp
[4A]     UltracitePA.esp
[4B]     powerarmort49.esp
[4C]     LoadedBasesFSDPatch.esp
[4D]     ITOworldedits.esp
[4E]     T6M_LaserCannon.esp
[4F]     LimaOutpost.esp
[50]     OldTimeReligion.esp
[51]     stumbleuponinteriors.esp
[52]     ImprovedInstitute.esp
[53]     T6M_UT-200X.esp
[54]     Tomacuzi9.esp
[55]     Concord Personified.esp
[56]     F4NVServiceRifleRedux.esp
[57]     CSEPTheExperiment.esp
[58]     The Wild Key Chase.esp
[59]     Firelance2.5.esp
[5A]     StandaloneConstruct.esp
[5B]     CAPA.esp
[5C]     ellen.esp
[5D]     ClassicSniper.esp
[5E]     D50AE.esp
[5F]     SecretServiceArmorRecreation.esp
[60]     AssaultLMG.esp
[61]     CWCreateABot.esp
[62]     M1Garand.esp
[63]     F4NV_44_Magnum.esp
[64]     AtomsGloryThreads.esp
[65]     llamaCompanionHeatherv2.esp
[66]     BullpupR91.esp
[67]     M1928A1.esp
[68]     ShaunHologram.esp
[69]     SkyrimInspiredPowerArmor.esp
[6A]     Annie.esp
[6B]     AAMWA2k.esp
[6C]     AmbientTunnels.esp
[6D]     MSTP_InstitutePowerArmor.esp
[6E]     CavesOfTheCommonwealth.esp
[6F]     MTs255.esp
[70]     InstitutePowerArmor.esp
[71]     ITOinstitutePApatch.esp
[72]     CSEPHomeSick.esp
[73]     RM_Mannequin_Raiders.esp
[74]     WestTek.esp
[75]     Jetpacks FAO.esp
[76]     shoddymemone.esp
[77]     AtomicRadio.esp
[78]     WM Chinese Assault Rifle - Standalone.esp
[79]     GreaseRatGarbs.esp
[7A]     EDECompanion.esp
[7B]     SuomiPP.esp
[7C]     Complex Vendors.esp
[7D]     Radiant_Questing_in_the_Commonwealth.esp
[7E]     ScopeOverlayDOF.esp
[7F]     Alias.esp
[80]     ImprovedBoS.esp
[81]     SkipHSH1_6.esp
[82]     22LR_SilentPistol_ENG.esp
[83]     Scopes.esp
[84]     SKKOmodStripper.esp
[85]     WinchesterP94Balanced2.esp
[86]     ESPExplorerFO4.esp
[87]     MakeshiftStealthPack.esp
[88]     WastelandFlamerAlone.esp
[89]     EnergyComboDeal.esp
[8A]     RadiumPistol.esp
[8B]     EnclaveX02.esp
[8C]     CF_AtomicWarlord.esp
[8D]     DOOMCatalyst.esp
[8E]     Tactical Flashlights.esp
[8F]     Mercenary.esp
[90]     [ARRETH] FGEP-DE.esp
[91]     4estGimp - FSD_Vault4.esp
[92]     The Eyes Of Beauty.esp
[93]     ClassicNukaColaMachine.esp
[94]     ImmersiveAnimationFramework.esp
[95]     AR2LimaDetachment.esp
[96]     DynamicOutfitting_CBBE.esp
[97]     NAF.esp
[98]     ImprovedNukaRaiders.esp
[99]     ImprovedNukaRaidersEncounters.esp
[9A]     Diamond City Guards REDUX.esp
[9B]     ArmoredVaultSuit.esp
[9C]     WestTekTacticalOptics.esp
[9D]     Yona_Weapon_DefenseGun.esp
[9E]     MojaveImports - Combat Addon.esp
[9F]     Dark Sci Fi Vault Retexture 4k.esp
