[00]     Fallout4.esm
[01]     DLCRobot.esm
[02]     DLCworkshop01.esm
[03]     DLCCoast.esm
[04]     DLCworkshop02.esm
[05]     DLCworkshop03.esm
[06]     DLCNukaWorld.esm
[07]     cctosfo4001-neosky.esm
[08]     cczsefo4002-smanor.esm
[09]     cctosfo4002_neonflats.esm
[0A]     Unofficial Fallout 4 Patch.esp
[0B]     Random Robots - Unleveled.esm
[0C]     PANPC.esm
[0D]     PACE.esm
[0E]     SouthOfTheSea.esm
[0F]     HUDFramework.esm
[10]     TheRooftops.esm
[11]     InstituteTechnologyOverhaul.esm
[12]     WorkshopFramework.esm
[13]     AmericaRising2.esm
[14]     DCGuard_Overhaul.esp
[15]     PV_AR2TextureImprovements.esp
[16]     PANPC - Trap Alerts.esp
[17]     PANPC - Explosion Responses.esp
[18]     DCGuard_Overhaul-RandomEncounters.esp
[19]     SKKSettlementAttackSystem.esp
[1A]     SKKCombatStalkers.esp
[1B]     CF_AtomicWarlord.esp
[1C]     Radical.esp
[1D]     Flashy_Infestations.esp
[1E]     3DNPC_FO4.esp
[1F]     3DNPC_FO4_DLC.esp
[20]     3DNPC_FO4-UFO4P.esp
[21]     [ARRETH] FGEP.esp
[22]     kudemborotmantis.esp
[23]     DCWestSuperMutants.esp
[24]     Diamond City Guards REDUX.esp
[25]     FO4 NPCs Travel.esp
[26]     DT_GunnerOutfitPack.esp
[27]     DT_MercOutfitPack.esp
[28]     Search&DestroyFixed.esp
[29]     EssentialNamedSettlers.esp
[2A]     FaceMaxson.esp
[2B]     settlementheight9000-aio.esp
[2C]     SettlementMenuManager.esp
[2D]     CSNukaVending.esp
[2E]     ImmersiveVendors.esp
[2F]     Vault-Tec Workshop Overhaul Redux.esp
[30]     ToroInstaBell.esp
[31]     woodysWastelandStuff.esp
[32]     cVc Dead Wasteland 6.esp
[33]     cVc Dead Wasteland 6 DLC.esp
[34]     cVc Dead Wasteland 6 DLC2.esp
[35]     cVc Dead Wasteland 6 DLC3.esp
[36]     afpABetterWorldWorkshop_Cabin.esp
[37]     DLCWeaponsinCW.esp
[38]     GCM.esp
[39]     Live Dismemberment - RegularNoHeadshots.esp
[3A]     PersistentVolumeSliders.esp
[3B]     Keep Radiants In Commonwealth.esp
[3C]     RailroadPerksCut.esp
[3D]     EasyLockpicking.esp
[3E]     Locksmith.esp
[3F]     EasyHacking.esp
[40]     EBSO.esp
[41]     zzzzzenhancedbloodetso.esp
[42]     Configurable Artillery.esp
[43]     VisibleCompanionAffinity.esp
[44]     CreationClubDelay.esp
[45]     SKKScriptLatencyTest.esp
[46]     SKKFastStartNewGame.esp
[47]     SKKUnlockCompanions.esp
[48]     SKKRESystemManager.esp
[49]     SKKDynamicLootReduction.esp
[4A]     SKKDynamicDamageManager.esp
[4B]     TransferSettlements.esp
[4C]     ImmersiveAnimationFramework.esp
[4D]     PD_LowerWeapon.esp
[4E]     PhotoMode.esp
[4F]     Reverb and Ambiance Overhaul.esp
[50]     AmbientTunnels.esp
[51]     LushAmbience.esp
[52]     DN Music.esp
[53]     DN Far Harbor.esp
[54]     Car variety Commonwealth Nika Colla.esp
[55]     Car variety Far Harbor.esp
[56]     HFB - Merged Textures.esp
[57]     Workshop Light Effects.esp
[58]     Relight.esp
[59]     Ketaros_World.esp
[5A]     Radiant Clouds and Fogs.esp
[5B]     W.A.T.Minutemen.esp
[5C]     RaiderOverhaul.esp
[5D]     Ghouls Revamped.esp
[5E]     AOSuperAlloysCohesion.esp
[5F]     NAC.esp
[60]     UltraExteriorLighting.esp
[61]     EnhancedLightsandFX.esp
[62]     EPO_LowHDR.esp
[63]     PiperCaitCurieDialogueOverhaul.esp
[64]     KSHairdos.esp
[65]     KSHairsFemsheppingRadbeetle.esp
[66]     KSHairdos_oel.esp
[67]     SleekStylesPack.esp
[68]     The Eyes Of Beauty.esp
[69]     LooksMenu Customization Compendium.esp
[6A]     llamaCompanionHeatherv2.esp
[6B]     Hunkered Down - No AtomCatsGarage.esp
[6C]     Hunkered Down-Settlements.esp
[6D]     Rebuilt_TaffingtonBoathouse.esp
[6E]     Warwick Homestead a Bridge to SpectacleIsland.esp
[6F]     BetterFarHarbor_Open.esp
[70]     BTInteriors_Project.esp
[71]     BTITIP.esp
[72]     NukaWorldPlus.esp
[73]     NukaWorldReborn.esp
[74]     VivaNukaWorldQuests.esp
[75]     NukaWorldPlus_Envyverse_patch.esp
[76]     Backpacks of the Commonwealth.esp
[77]     Eli_WastelanderClothing.esp
[78]     More_Clothes_Textures.esp
[79]     F3metalarmor.esp
[7A]     WestTekTacticalOptics.esp
[7B]     zWPED.esp
[7C]     AWNF04Overalls.esp
[7D]     DaksBallisticMask.esp
[7E]     2RTR-HighSpeedHats.esp
[7F]     Ephla's Unique - Baseball Caps.esp
[80]     jsrs.esp
[81]     LaserTargeter.esp
[82]     9mmPistol.esp
[83]     HandmadeShotgun.esp
[84]     DakHomemadeSaiga.esp
[85]     SA80.esp
[86]     M60.esp
[87]     RangemasterRemaster.esp
[88]     LeeEnfieldNo4MkI.esp
[89]     HandmadeLeverActionSG.esp
[8A]     LAER.esp
[8B]     22LR_SilentPistol_ENG.esp
[8C]     Miami Misadventures EP1.esp
[8D]     EM2.esp
[8E]     Wana_SA58.esp
[8F]     DesertEagleNV.esp
[90]     HK_MP5.esp
[91]     Jackhammer.esp
[92]     Yona_Weapon_DefenseGun.esp
[93]     RailwayPistol.esp
[94]     pulsecarbine.esp
[95]     Cranky.esp
[96]     GreaseGunSMG.esp
[97]     HandmadeAntiMat.esp
[98]     F4CW10mmSMG.esp
[99]     SelectRapidMG.esp
[9A]     ElMudoStore.esp
