[00]     Fallout4.esm
[01]     DLCRobot.esm
[02]     DLCworkshop01.esm
[03]     DLCCoast.esm
[04]     DLCworkshop02.esm
[05]     DLCworkshop03.esm
[06]     DLCNukaWorld.esm
[07]     ccrzrfo4001-tunnelsnakes.esm
[08]     ccswkfo4001-astronautpowerarmor.esm
[09]     cczsef04001-bhouse.esm
[0A]     cctosfo4001-neosky.esm
[0B]     cczsefo4002-smanor.esm
[0C]     cctosfo4002_neonflats.esm
[0D]     Unofficial Fallout 4 Patch.esp
[0E]     WorkshopFramework.esm
[0F]     HUDFramework.esm
[10]     XDI.esm
[11]     SS2.esm
[12]     SS2_XPAC_Chapter2.esm
[13]     PACE.esm
[14]     PANPC.esm
[15]     Depravity.esp
[16]     AGNISNikaCola01.esp
[17]     AA FusionCityRising.esp
[18]     OutcastsAndRemnants.esp
[19]     AA FusionCityRising - HotC.esp
[1A]     ProjectValkyrie.esp
[1B]     CompanionIvy.esm
[1C]     CompanionIvy_quest.esp
[1D]     CompanionIvy_Nuka.esp
[1E]     Vault4.esp
[1F]     NoSharedDogmeatTemplate.esp
[20]     LooksMenu Customization Compendium.esp
[21]     ESPExplorerFO4.esp
[22]     Playable Synth Eyes.esp
[23]     KSHairdos.esp
[24]     KSHairdos_oel.esp
[25]     TBOS-AntoHairPack.esp
[26]     KSHairsFemsheppingRadbeetle.esp
[27]     HN66Fo4_Nails.esp
[28]     AllSetsExtended.esp
[29]     ECO.esp
[2A]     Ketaros_Treasures.esp
[2B]     CROSS_PlasRail.esp
[2C]     SuperMutantRedux.esp
[2D]     Fusion Gun.esp
[2E]     Lightweight Lighting.esp
[2F]     The Eyes Of Beauty.esp
[30]     ohSIM_Sim2_Settlements_Scrappers_Addon.esp
[31]     RoundGlasses.esp
[32]     WestTekTacticalOptics.esp
[33]     CF_AtomicWarlord.esp
[34]     F3metalarmor.esp
[35]     ss2radiantpower.esp
[36]     skkunlockcompanions.esp
[37]     Liga.esp
[38]     Raider Gang Extended NPC (Fixed & Cleaned).esp
[39]     Altyn Assault Helmet.esp
[3A]     Metro Gas Masks.esp
[3B]     RaiderOverhaul.esp
[3C]     WattzLaserGun.esp
[3D]     CheatTerminal.esp
[3E]     InstituteSettlements2.esp
[3F]     Croup Manor Navmesh - retakrew7.esp
[40]     SS2_FDK_TinyLiving.esp
[41]     Eli_Armour_Compendium.esp
[42]     skkfastreunions.esp
[43]     SS2-PraRandomAddon.esp
[44]     W.A.T.Minutemen.esp
[45]     pulsecarbine.esp
[46]     Lost Souls No Hostility.esp
[47]     autoweapons.esp
[48]     AutomatronUnlockedNukaParts.esp
[49]     CobaltForge.esp
[4A]     skkfastbos.esp
[4B]     rfortaleza2.esp
[4C]     rpampas.esp
[4D]     HN66Fo4_EasyGirl_BS.esp
[4E]     Reload Sounds.esp
[4F]     Liberator.esp
[50]     Ak5C.esp
[51]     QuickTrade.esp
[52]     X12Plasmacaster.esp
[53]     USP 45.esp
[54]     MG69.esp
[55]     CorvalhoWidowShotgun.esp
[56]     CreationClubDelay.esp
[57]     SS2Extended.esp
[58]     SS2_SIMPDDDD.esp
[59]     9mmPistol.esp
[5A]     F4NVServiceRifleRedux.esp
[5B]     SS2HappyTrails.esp
[5C]     AER15.esp
[5D]     HandmadeSMG.esp
[5E]     DesertEagleNV.esp
[5F]     AtomsGloryThreads.esp
[60]     SS2WastelandVenturers.esp
[61]     SS2_Addon_R2R.esp
[62]     [SS20Addon] SimSettlements SuperStructures.esp
[63]     FO4 NPCs Travel.esp
[64]     LARGrizzly.esp
[65]     AK74M.esp
[66]     SS2-Jampads2.esp
[67]     SS2_ruined_simsettlement_addonpack.esp
[68]     JunkTownTwo.esp
[69]     skkcombatsettlers.esp
[6A]     RU556.esp
[6B]     FNX45.esp
[6C]     BullpupBozar.esp
[6D]     Zapgun.esp
[6E]     P220.esp
[6F]     Bulldog_308_SRSS.esp
[70]     127SMG.esp
[71]     SCAR-L.esp
[72]     DP_CaravanShotgun.esp
[73]     Sjogren.esp
[74]     skkfastminutemen.esp
[75]     P90.esp
[76]     SigSauer127.esp
[77]     F4CW10mmSMG.esp
[78]     AQUILA.esp
[79]     MP7.esp
[7A]     FnScar.esp
[7B]     M1A.esp
[7C]     TotalHackRevisited.esp
[7D]     HuntingRevolver.esp
[7E]     G36Complex.esp
[7F]     GIAT_FAMAS.esp
[80]     HRP_Mk23.esp
[81]     22LR_SilentPistol_ENG.esp
[82]     ElMudoStore.esp
[83]     WinCowbowRepeater.esp
[84]     HomemadeLasRevolver.esp
[85]     HK_UMP.esp
[86]     Fallschirmjagergewehr.esp
[87]     GreaseGunSMG.esp
[88]     Glock17.esp
[89]     CROSS_RugerMkV.esp
[8A]     WD_44.esp
[8B]     Cranky.esp
[8C]     QBZ191.esp
[8D]     Mk41GyrojetHMG.esp
[8E]     LeeEnfieldNo4MkI.esp
[8F]     M72GaussRifle.esp
[90]     1CAS_ServiceRifle.esp
[91]     HKUSP9mm.esp
[92]     win1897.esp
[93]     HK_MP5.esp
[94]     American180nv.esp
[95]     G3Family.esp
[96]     llamaCompanionHeatherv2.esp
[97]     SettlementMenuManager.esp
[98]     Vault-Tec Workshop Overhaul Redux.esp
[99]     Vault88 - Essentials.esp
[9A]     BetterSettlers.esp
[9B]     M2045MagnumRevolverRifle.esp
[9C]     X13_ScrapOTron.esp
[9D]     Ghoulish this is Child of the Atom.esp
[9E]     OWR.esp
[9F]     OWR2.esp
[A0]     3dscopes.esp
[A1]     DeadlierDeathclaws.esp
[A2]     44MBF4.esp
[A3]     KetPatch01.esp
[A4]     Eli_NukaStuff.esp
