[00]     Fallout4.esm
[01]     DLCRobot.esm
[02]     DLCworkshop01.esm
[03]     DLCCoast.esm
[04]     DLCworkshop02.esm
[05]     DLCworkshop03.esm
[06]     DLCNukaWorld.esm
[07]     ccrzrfo4001-tunnelsnakes.esm
[08]     ccswkfo4001-astronautpowerarmor.esm
[09]     cczsef04001-bhouse.esm
[0A]     cctosfo4001-neosky.esm
[0B]     cczsefo4002-smanor.esm
[0C]     cctosfo4002_neonflats.esm
[0D]     Unofficial Fallout 4 Patch.esp
[0E]     HUDFramework.esm
[0F]     WorkshopFramework.esm
[10]     FortStronger.esm
[11]     MFC2023_EndAlz_Trunk.esm
[12]     SouthOfTheSea.esm
[13]     Random Robots - True Leveled.esm
[14]     InstituteTechnologyOverhaul.esm
[15]     XDI.esm
[16]     Games.esm
[17]     BarstoolGames.esm
[18]     CompanionIvy.esm
[19]     Darlene.esm
[1A]     CWSS Redux.esp
[1B]     Homemaker.esm
[1C]     SS2.esm
[1D]     SS2_XPAC_Chapter2.esm
[1E]     SS2_XPAC_Chapter3.esm
[1F]     VisibleCompanionAffinity.esp
[20]     WorkshopPlus.esp
[21]     Useful_Companions.esp
[22]     Vault 88 Template - Optimised.esp
[23]     NukaWorldReborn.esp
[24]     VivaNukaWorldQuests.esp
[25]     Vault-Tec Workshop Overhaul Redux.esp
[26]     SettlementMenuManager.esp
[27]     Vault88 - Essentials.esp
[28]     The Eyes Of Beauty.esp
[29]     AtomsGloryThreads.esp
[2A]     jsrs.esp
[2B]     LooksMenu Customization Compendium.esp
[2C]     FATE Core - Tweaks.esp
[2D]     10MMTF.esp
[2E]     CF_AtomicWarlord.esp
[2F]     Alex's Settlement Power Pylon.esp
[30]     AutomatronUnlockedNukaParts.esp
[31]     Better Randomized Robots - vanilla loot patch.esp
[32]     Better_Settlement_Defence.esp
[33]     CheatTerminal.esp
[34]     ChineseStealthSuit.esp
[35]     CoASettlers.esp
[36]     CompanionStatus.esp
[37]     Configurable Artillery.esp
[38]     CreationClubDelay.esp
[39]     Eli_Armour_Compendium.esp
[3A]     ESPExplorerFO4.esp
[3B]     Ketaros_Treasures.esp
[3C]     FO4R.esp
[3D]     HoloTime_2.esp
[3E]     InstituteTechnologyOverhaul - FULL.esp
[3F]     Jacq-CompanionPerkMags.esp
[40]     Ketaros_MissingMags.esp
[41]     KSHairdos.esp
[42]     KSHairsFemsheppingRadbeetle.esp
[43]     Reverb and Ambiance Overhaul.esp
[44]     llamaCompanionHeatherv2.esp
[45]     MercerRescuedSynths.esp
[46]     Mors Shortcut to Curie.esp
[47]     NoSharedDogmeatTemplate.esp
[48]     PBW-PlasmaPistol.esp
[49]     PersistentVolumeSliders.esp
[4A]     PoseidonOffices.esp
[4B]     PlasmaDefenderStandalone.esp
[4C]     Playable Synth Eyes.esp
[4D]     PoseidonOffices_NoBugs.esp
[4E]     pulsecarbine.esp
[4F]     SKKFastBOS.esp
[50]     SKKFastReunions.esp
[51]     SRV_StopRadioVoice.esp
[52]     BetterFarHarbor_Open.esp
[53]     FBFH_EE_Acadia_Cleanup.esp
[54]     BostonLibrarySettlement.esp
[55]     BarstoolGames_FH.esp
[56]     BarstoolGames_NW.esp
[57]     Patch Ivy-XDI.esp
[58]     SelectMarksman.esp
[59]     SelectRapidMG.esp
[5A]     CompactCrafting.esp
[5B]     creativeclutter.esp
[5C]     dinoshelf.esp
[5D]     neonflatsworkshop.esp
[5E]     Snappy_HouseK.esp
[5F]     F4NV-N99.esp
[60]     22LR_SilentPistol_ENG.esp
[61]     9mmPistol.esp
[62]     Skibs-223PistolRedux.esp
[63]     SelectShotgun.esp
[64]     DesertEagleNV.esp
[65]     F4NVRechargerWeapons.esp
[66]     F4CW10mmSMG.esp
[67]     PortableCloningDevice.esp
[68]     Cyberpunk 2077 Malorian Arms 3516.esp
[69]     Cyberpunk 2077 G-58 Dian.esp
[6A]     Vivid Weathers - FO4.esp
[6B]     Vivid Weathers - FO4 - Quest.esp
[6C]     FatherCompanion.esp
[6D]     InstituteReformation.esp
[6E]     CompanionIvy_Mags.esp
[6F]     CompanionIvy_Nuka.esp
[70]     CompanionIvy_quest.esp
[71]     [SS20Addon] SimSettlements SuperStructures.esp
[72]     Cho1-SS2-Cosmosplot.esp
[73]     Cho1_ss2_Barmod_Conversion.esp
[74]     DZK_1x1_Pack.esp
[75]     GarageHomesAndSensibleSecurity.esp
[76]     GtN_SettlersatPlay.esp
[77]     JunkTownTwo.esp
[78]     MS Contraptions - SS2 ASAM Builder.esp
[79]     ohSIM_Sim2_Settlements_Scrappers_Addon.esp
[7A]     Shadow Wastelands SS2 World Repopulation Cells.esp
[7B]     SS2-Jampads2.esp
[7C]     SS2-JampadsExtras-CreativeQuarters.esp
[7D]     SS2-PraRandomAddon.esp
[7E]     SS2_Addon_FHE.esp
[7F]     SS2_Addon_NWE.esp
[80]     SS2_Addon_PSC_Plots.esp
[81]     SS2_Addon_R2R.esp
[82]     SS2_CityPlanContestAssistant.esp
[83]     SS2_FDK_TinyLiving.esp
[84]     SS2_MsB_PlainPlans.esp
[85]     SS2_ruined_simsettlement_addonpack.esp
[86]     SS2_SIMPDDDD.esp
[87]     SS2_STRA_Buildings_and_Skins.esp
[88]     SS2_STRA_Support_Buildings.esp
[89]     SS2_WastelandDefense.esp
[8A]     SS2CaravanSnatex.esp
[8B]     SS2Extended.esp
[8C]     SS2HappyTrails.esp
[8D]     SS2UI.esp
[8E]     SS2WastelandVenturers.esp
[8F]     TheRon_MapMarker.esp
[90]     SKKFastMinutemen.esp
[91]     AmericaRising-GearOfTheEnclave.esp
[92]     ECV_RemnantsArmor.esp
