[00]     Fallout4.esm
[01]     DLCRobot.esm
[02]     DLCworkshop01.esm
[03]     DLCCoast.esm
[04]     DLCworkshop02.esm
[05]     DLCworkshop03.esm
[06]     DLCNukaWorld.esm
[07]     ccrzrfo4001-tunnelsnakes.esm
[08]     ccswkfo4001-astronautpowerarmor.esm
[09]     cczsef04001-bhouse.esm
[0A]     cctosfo4001-neosky.esm
[0B]     cczsefo4002-smanor.esm
[0C]     cctosfo4002_neonflats.esm
[0D]     ccfsvfo4004-vrworkshopgnrplaza.esm
[0E]     ccfsvfo4005-vrdesertisland.esm
[0F]     ccfsvfo4006-vrwasteland.esm
[10]     ccbgsfo4117-capmerc.esm
[11]     Unofficial Fallout 4 Patch.esp
[12]     HUDFramework.esm
[13]     WorkshopFramework.esm
[14]     PPF.esm
[15]     SubwayRunnnerDynamicLighting.esp
[16]     MFC2023_EndAlz_Trunk.esm
[17]     SouthOfTheSea.esm
[18]     Random Robots - True Leveled.esm
[19]     XDI.esm
[1A]     Games.esm
[1B]     BarstoolGames.esm
[1C]     AshlandStationSettlement.esp
[1D]     AmericaRising2.esm
[1E]     YouAndWhatArmy2.esm
[1F]     Settlement Electricity Overhaul.esm
[20]     SelectMarksman.esp
[21]     SelectRapidMG.esp
[22]     SelectShotgun.esp
[23]     Homemaker.esm
[24]     ccbgsfo4040-vrworkshop01.esm
[25]     MFC2024_EndAlz_ShadyMotives.esm
[26]     SS2.esm
[27]     SS2_XPAC_Chapter2.esm
[28]     INE_BoonIsland.esp
[29]     LobotomitePack.esm
[2A]     SS2_XPAC_Chapter3.esm
[2B]     SS2Extended.esp
[2C]     NukaWorldReborn.esp
[2D]     VivaNukaWorldQuests.esp
[2E]     Useful_Companions.esp
[2F]     Vault 88 Template - Optimised.esp
[30]     ImprovedMinutemen.esp
[31]     ImprovedMinutemenEncounters.esp
[32]     WorkshopPlus.esp
[33]     Vault-Tec Workshop Overhaul Redux.esp
[34]     SettlementMenuManager.esp
[35]     Vault88 - Essentials.esp
[36]     The Eyes Of Beauty.esp
[37]     LooksMenu Customization Compendium.esp
[38]     PoseidonOffices.esp
[39]     10MMTF.esp
[3A]     AGNISNikaCola01.esp
[3B]     AGNISNikaCola01-XDI patch.esp
[3C]     Alex's Settlement Power Pylon.esp
[3D]     Enclave-X02.esp
[3E]     AutomatronUnlockedNukaParts.esp
[3F]     BarstoolGames_FH.esp
[40]     BarstoolGames_NW.esp
[41]     Better Randomized Robots - vanilla loot patch.esp
[42]     Better_Settlement_Defence.esp
[43]     CheatTerminal.esp
[44]     CompanionStatus.esp
[45]     Configurable Artillery.esp
[46]     EnclaveX02.esp
[47]     ESPExplorerFO4.esp
[48]     Hellfirenew.esp
[49]     HoloTime_2.esp
[4A]     KSHairdos.esp
[4B]     KSHairsFemsheppingRadbeetle.esp
[4C]     llamaCompanionHeatherv2.esp
[4D]     MercerRescuedSynths.esp
[4E]     Mors Shortcut to Curie.esp
[4F]     NoSharedDogmeatTemplate.esp
[50]     NPCRespawnFix.esp
[51]     PersistentVolumeSliders.esp
[52]     PoseidonOffices_NoBugs.esp
[53]     SKKFastBOS.esp
[54]     SKKFastReunions.esp
[55]     SRV_StopRadioVoice.esp
[56]     SKKFastMinutemen.esp
[57]     Q_Lore_MQ106_Cryolator.esp
[58]     [SS20Addon] SimSettlements SuperStructures.esp
[59]     Cho1_ss2_Barmod_Conversion.esp
[5A]     DZK_1x1_Pack.esp
[5B]     GarageHomesAndSensibleSecurity.esp
[5C]     GtN_SettlersatPlay.esp
[5D]     JunkTownTwo.esp
[5E]     MS Contraptions - SS2 ASAM Builder.esp
[5F]     ohSIM_Sim2_Settlements_Scrappers_Addon.esp
[60]     Shadow Wastelands SS2 World Repopulation Cells.esp
[61]     SS2-Jampads2.esp
[62]     SS2-PraRandomAddon.esp
[63]     SS2_Addon_Favelabulous.esp
[64]     SS2_Addon_FHE.esp
[65]     SS2_Addon_NWE.esp
[66]     SS2_Addon_PSC_Plots.esp
[67]     SS2_Addon_R2R.esp
[68]     SS2_CityPlanContestAssistant.esp
[69]     SS2_FDK_TinyLiving.esp
[6A]     SS2_MsB_PlainPlans.esp
[6B]     SS2_ruined_simsettlement_addonpack.esp
[6C]     SS2_SIMPDDDD.esp
[6D]     SS2_STRA_Buildings_and_Skins.esp
[6E]     SS2_STRA_Support_Buildings.esp
[6F]     SS2_WastelandDefense.esp
[70]     SS2CaravanSnatex.esp
[71]     SS2HappyTrails.esp
[72]     SS2UI.esp
[73]     SS2WastelandVenturers.esp
[74]     TheRon_MapMarker.esp
[75]     ImprovedRR.esp
[76]     ImprovedRREncounters.esp
[77]     creativeclutter.esp
[78]     dinoshelf.esp
[79]     OWR.esp
[7A]     OWR2.esp
[7B]     ImprovedBoS.esp
[7C]     ImprovedBoSEncounters.esp
[7D]     ImprovedInstitute.esp
[7E]     ImprovedInstituteEncounters.esp
[7F]     SS2WastelandReconstructionKit.esp
[80]     SS2_NCRP.esp
[81]     AzarPonytailHairstyles.esp
[82]     ImprovedHostileFactions.esp
[83]     ImprovedHostileFactionsEncounters.esp
[84]     ImprovedNukaRaiders.esp
[85]     ImprovedNukaRaidersEncounters.esp
[86]     SKKSynthVision.esp
[87]     T65PA.esp
[88]     ECV_RemnantsArmor.esp
[89]     Secret Service Armor.esp
[8A]     SKKFastStartNewGame.esp
[8B]     SS2_ruined_plotapalooza_messhall.esp
[8C]     CreationClubDelay.esp
[8D]     g2m_Workshop_Nexus.esp
[8E]     BostonLibrarySettlement.esp
[8F]     ImprovedAREnclave.esp
[90]     ImprovedAREncounters.esp
[91]     Vault88AreaExtension.esp
