[00]     Fallout4.esm
[01]     DLCRobot.esm
[02]     DLCworkshop01.esm
[03]     DLCCoast.esm
[04]     DLCworkshop02.esm
[05]     DLCworkshop03.esm
[06]     DLCNukaWorld.esm
[07]     ccswkfo4001-astronautpowerarmor.esm
[08]     cczsef04001-bhouse.esm
[09]     cctosfo4001-neosky.esm
[0A]     cczsefo4002-smanor.esm
[0B]     cctosfo4002_neonflats.esm
[0C]     Unofficial Fallout 4 Patch.esp
[0D]     XDI.esm
[0E]     HUDFramework.esm
[0F]     WorkshopFramework.esm
[10]     CleanMySettlement.esm
[11]     YouAndWhatArmy2.esm
[12]     SimSettlements.esm
[13]     Homemaker.esm
[14]     TacticalReload.esm
[15]     ExtendedWeaponSystem.esm
[16]     OVT.esp
[17]     WeaponModFixes-GOTY.esp
[18]     3dscopes.esp
[19]     DeeZire.esp
[1A]     DeeZireDLC03.esp
[1B]     DeeZireDLC04.esp
[1C]     Reverb and Ambiance Overhaul.esp
[1D]     CRP Marines.esp
[1E]     CRP Roads well travaled.esp
[1F]     SC-SanctuaryCrash-redux.esp
[20]     CRP Nuclear Commision.esp
[21]     DeeZireDLC01.esp
[22]     jsrs.esp
[23]     TuckerTownMemorialChurchAndBridge.esp
[24]     CRP Ration Site.esp
[25]     CheatTerminal.esp
[26]     GeneralAtomicsMrGutsyGuards.esp
[27]     RAW INPUT.esp
[28]     Less Annoying Berry Mentats.esp
[29]     NPCRespawnFix.esp
[2A]     Escape from Boston - G36.esp
[2B]     Escape from Boston - MSBS Grot B.esp
[2C]     Zenit.esp
[2D]     ITOcore.esp
[2E]     ITOworldedits.esp
[2F]     Skb_RiflesRebirth.esp
[30]     CRP RailroadHQ2.0.esp
[31]     Snappy_HouseK.esp
[32]     cVc Dead Wasteland 6.esp
[33]     LR Ultimate Edition.esp
[34]     MK18.esp
[35]     Remington700.esp
[36]     Wana_SA58.esp
[37]     Escape from Boston - KAC SR-25.esp
[38]     APC9.esp
[39]     DakRugerRifles.esp
[3A]     ehtyeci_MPX.esp
[3B]     Groza.esp
[3C]     AAC_HoneyBadger.esp
[3D]     Escape from Boston - Springfield M14.esp
[3E]     Ak5C.esp
[3F]     CreationClubDelay.esp
[40]     Tomacuzi9.esp
[41]     MM Vertibird Patrols.esp
[42]     AttachPack.esp
[43]     TavorX95.esp
[44]     F2000.esp
[45]     Escape from Boston - M200 Intervention.esp
[46]     Glock19x.esp
[47]     spas12.esp
[48]     EM2.esp
[49]     DakVintageRepeater.esp
[4A]     DakEnergyPistol.esp
[4B]     DakGrenadeAPW.esp
[4C]     DakPoliceShotgun.esp
[4D]     DakLindaPistol.esp
[4E]     DakM43.esp
[4F]     DakRiotShotgun.esp
[50]     DakSpitfire.esp
[51]     DakMateba.esp
[52]     DakFR2.esp
[53]     FnScar.esp
[54]     MP7.esp
[55]     HK_MP5.esp
[56]     GIAT_FAMAS.esp
[57]     HK_UMP.esp
[58]     TacticalReloadVanilla.esp
[59]     P90.esp
[5A]     Dak1887.esp
[5B]     M1A.esp
[5C]     Colt.esp
[5D]     DakProtoAA12.esp
[5E]     PigAAMSten.esp
[5F]     DakRollingBlock.esp
[60]     22Pack.esp
[61]     DakSwedishK.esp
[62]     DakWin1907.esp
[63]     Dak127mmPistol.esp
[64]     DakRevolverRifle.esp
[65]     DakBorz.esp
[66]     SA80.esp
[67]     76LightMachineGun.esp
[68]     Sjogren.esp
[69]     DakSCAMP.esp
[6A]     DakHydeCarbine.esp
[6B]     DakSW59.esp
[6C]     DakLolife.esp
[6D]     DakHomemadeVityaz.esp
[6E]     DakJudgeRevolver.esp
[6F]     VarmintShotgun.esp
[70]     DakHomemadeSaiga.esp
[71]     Dak4570Pistol.esp
[72]     DakM202.esp
[73]     mr Loot Logic and Reduction.esp
[74]     Complex Vendors.esp
[75]     DLC Timing.esp
[76]     TransferSettlements.esp
[77]     g2m_Workshop_Nexus.esp
[78]     Homemaker - Unlocked Institute Objects.esp
[79]     Northland Diggers New.esp
[7A]     Sandbag Fortifications - Version 2C.esp
[7B]     SettleObjExpandPack.esp
[7C]     SKKWorkshopUtilities.esp
[7D]     Thematic and Practical.esp
[7E]     SettlementMenuManager.esp
[7F]     woodysWastelandStuff.esp
[80]     WorkshopTents.esp
[81]     Housekeeping.esp
[82]     SettlementMedicBot.esp
[83]     Dak20mm.esp
[84]     SettlementFixerBot.esp
[85]     KURO.esp
[86]     LRUE CC Weap Patches.esp
[87]     LRUE CC Armor Patch.esp
[88]     ImprovedRR.esp
[89]     ImprovedRREncounters.esp
[8A]     ImprovedBoS.esp
[8B]     ImprovedBoSEncounters.esp
[8C]     ImprovedNukaRaidersEncounters.esp
[8D]     ImprovedNukaRaiders.esp
[8E]     ImprovedHostileFactions.esp
[8F]     ImprovedHostileFactionsEncounters.esp
[90]     EvilViking13_MinutemenMorale.esp
[91]     10mmRevolver.esp
[92]     DakDeagle.esp
[93]     MK18 Armory Project.esp
[94]     Remington700AP.esp
[95]     FO76weapons.esp
[96]     FO76Turrets.esp
[97]     TacticalReloadDLC.esp
[98]     P90NPC.esp
[99]     CombatGuns.esp
[9A]     PipeGun.esp
[9B]     DoubleBarrelShotgun.esp
[9C]     VRPShared.esp
[9D]     WD_BFG_ANIMATIONS.esp
[9E]     LRUE SKB Patch.esp
[9F]     LR R91 Patch.esp
[A0]     Companion Infinite Ammo.esp
[A1]     BlurKillerComplete.esp
[A2]     SKKCCStartOnDemand.esp
[A3]     SKKHeadshotAnyActor.esp
[A4]     SKKFastMinutemen.esp
[A5]     MoreWeaves.esp
[A6]     WorkshopPlus.esp
[A7]     HuntingRifleSounds.esp
