[00]     Fallout4.esm
[01]     DLCRobot.esm
[02]     DLCworkshop01.esm
[03]     DLCCoast.esm
[04]     DLCworkshop02.esm
[05]     DLCworkshop03.esm
[06]     DLCNukaWorld.esm
[07]     Unofficial Fallout 4 Patch.esp
[08]     HUDFramework.esm
[09]     XDI.esm
[0A]     MutantMenagerie.esm
[0B]     DCGuard_Overhaul.esp
[0C]     SouthOfTheSea.esm
[0D]     MFC2023_EndAlz_Trunk.esm
[0E]     AmericaRising2.esm
[0F]     MutantMenagerie_GrilledTurkey.esm
[10]     CrimeTown.esp
[11]     GoodneighborExpanded.esp
[12]     YouAndWhatArmy2.esm
[13]     WorkshopFramework.esm
[14]     MN Goodneighbor Overhaul.esp
[15]     UltraExteriorLighting.esp
[16]     UltraInteriorLighting.esp
[17]     PlayerComments.esp
[18]     10mmSMG.esp
[19]     CreationClubDelay.esp
[1A]     DeeZire.esp
[1B]     DeeZireDLC01.esp
[1C]     DeeZireDLC03.esp
[1D]     DeeZireDLC04.esp
[1E]     ValiusHDTextures2K.esp
[1F]     Better Landscape Grass.esp
[20]     PiperCaitCurieDialogueOverhaul.esp
[21]     Boston_Police_Department.esp
[22]     3DNPC_FO4.esp
[23]     PlayerComments_3DNPC_FO4_Patch.esp
[24]     PlayerComments_PiperCaitCurieDialogueOverhaul_Patch.esp
[25]     PlayerComments_UFO4P_Patch.esp
[26]     Ketaros_Treasures.esp
[27]     CROSS_PlasRail.esp
[28]     MojaveImports.esp
[29]     Wasteland Illumination Shadow.esp
[2A]     Betterautomatronweaponsandbots.esp
[2B]     FarHarborStory.esp
[2C]     3DNPC_FO4_DLC.esp
[2D]     DCEnhancedSecurity.esp
[2E]     llamaCompanionHeatherv2.esp
[2F]     UpgradableClothing.esp
[30]     CK-RestoredDamageTypes.esp
[31]     Raider Gang Extended NPC (Fixed & Cleaned).esp
[32]     WRVR.esp
[33]     CSEPAllAmericans.esp
[34]     Reverb and Ambiance Overhaul.esp
[35]     GKX Apple Tree.esp
[36]     psans.esp
[37]     NightstrikerCreatureMod.esp
[38]     RecruitableSettlers.esp
[39]     RecruitableSettlersFH.esp
[3A]     More Smarter Companions Mod.esp
[3B]     InstituteStory.esp
[3C]     Fo4Lore.esp
[3D]     Skb_RiflesRebirth.esp
[3E]     DiverseWasteland.esp
[3F]     Flashy_CrimeAndPunishment.esp
[40]     3DNPC_FO4Settler.esp
[41]     BoSStory.esp
[42]     CSEPBIARedux.esp
[43]     Rsiyo'sLocationPack.esp
[44]     CSEPBountyMod.esp
[45]     CSEPCompanion.esp
[46]     InsideJobs.esp
[47]     Ak5C.esp
[48]     ChinaLakeandHolorifle.esp
[49]     OldTimeReligion.esp
[4A]     Ketaros_MissingMags.esp
[4B]     LeeEnfieldNo4MkI.esp
[4C]     MREs.esp
[4D]     Tomacuzi9.esp
[4E]     LAER.esp
[4F]     45autoPistol.esp
[50]     Ephla's Unique Chems.esp
[51]     GrenadeExpansionPack.esp
[52]     Doctor Quench Soda Company 2022.esp
[53]     SimpleBounties.esp
[54]     WattzLaserGun.esp
[55]     LString_Bow.esp
[56]     ClassicSniper.esp
[57]     ellen.esp
[58]     RangemasterRemaster.esp
[59]     AtomsGloryThreads.esp
[5A]     CF_AtomicWarlord.esp
[5B]     PBW-TheServicePackRELOADED.esp
[5C]     EM2.esp
[5D]     HandmadeLeverActionSG.esp
[5E]     M2045MagnumRevolverRifle.esp
[5F]     skewer.esp
[60]     [ARRETH] FGEP-DE.esp
[61]     GhoulBlood.esp
[62]     FO4 NPCs Travel.esp
[63]     tsuki no hana.esp
[64]     AK74M.esp
[65]     lasercannon.esp
[66]     MTs255.esp
[67]     _00Stingray.esp
[68]     CROSS_Recall.esp
[69]     Archimedes-II.esp
[6A]     BPB_Both_NR.esp
[6B]     GreaseGunSMG.esp
[6C]     Vault4.esp
[6D]     4estGimp - FSD_Vault4.esp
[6E]     4estGimp - FSD CandP.esp
[6F]     HaxRPG7.esp
[70]     BullpupBozar.esp
[71]     ImmersiveAnimationFramework.esp
[72]     ccUpgClothBrandedAttire.esp
[73]     CSEPHomeSick.esp
[74]     RemingtonModel8.esp
[75]     DP_CaravanShotgun.esp
[76]     ElMudoStore.esp
[77]     FN-FAL.esp
[78]     HuntingShotgun.esp
[79]     AA HotC - Standalone WE.esp
[7A]     Backpacks of the Commonwealth.esp
[7B]     Sjogren.esp
[7C]     DiamondCityAutoClose.esp
[7D]     HuntingRevolver.esp
[7E]     WinCowbowRepeater.esp
[7F]     WRAR3.esp
[80]     CompanionStatus.esp
[81]     SelectRapidMG.esp
[82]     SelectShotgun.esp
[83]     CourierDuster.esp
[84]     Buffed Minutemen.esp
[85]     Cranky.esp
[86]     CROSS_Techmask.esp
[87]     Crossbow.esp
[88]     Cyborg - Cybernetic Enhancements.esp
[89]     DaksBallisticMask.esp
[8A]     DCRE.esp
[8B]     DocDrumlin.esp
[8C]     DOOMSCARLK.esp
[8D]     RemoteExplosives.esp
[8E]     Eli_Armour_Compendium.esp
[8F]     4estGimp - FSD_Catwalk_Patch.esp
[90]     Gatling Laser Overhaul.esp
[91]     GaussRevolver.esp
[92]     Grasslands - Healthy.esp
[93]     GravityFist.esp
[94]     GrenadeExpansionPackChinaLakePatch.esp
[95]     GS Lever Action Shotgun.esp
[96]     HVSG_LLInjector.esp
[97]     JaggedsThirdRail.esp
[98]     JaguarLMG.esp
[99]     Forced Evolution.esp
[9A]     NoBoSHostility.esp
[9B]     DakEnergyPistol.esp
[9C]     KelloggsLeftoverBits.esp
[9D]     Krait6712.esp
[9E]     L96A1.esp
[9F]     InteractionAnimations.esp
[A0]     M1A.esp
