[00]     Fallout4.esm
[01]     DLCRobot.esm
[02]     DLCworkshop01.esm
[03]     DLCCoast.esm
[04]     DLCworkshop02.esm
[05]     DLCworkshop03.esm
[06]     DLCNukaWorld.esm
[07]     ccrzrfo4001-tunnelsnakes.esm
[08]     ccswkfo4001-astronautpowerarmor.esm
[09]     cczsef04001-bhouse.esm
[0A]     cczsefo4002-smanor.esm
[0B]     cctosfo4002_neonflats.esm
[0C]     Unofficial Fallout 4 Patch.esp
[0D]     HUDFramework.esm
[0E]     WorkshopFramework.esm
[0F]     MFC2023_EndAlz_Trunk.esm
[10]     SouthOfTheSea.esm
[11]     Random Robots - True Leveled.esm
[12]     XDI.esm
[13]     Games.esm
[14]     BarstoolGames.esm
[15]     Homemaker.esm
[16]     AshlandStationSettlement.esp
[17]     AmericaRising2.esm
[18]     YouAndWhatArmy2.esm
[19]     ccfsvfo4004-vrworkshopgnrplaza.esm
[1A]     ccbgsfo4040-vrworkshop01.esm
[1B]     ccbgsfo4117-capmerc.esm
[1C]     ccfsvfo4005-vrdesertisland.esm
[1D]     ccfsvfo4006-vrwasteland.esm
[1E]     Settlement Electricity Overhaul.esm
[1F]     SS2.esm
[20]     SS2_XPAC_Chapter2.esm
[21]     SS2_XPAC_Chapter3.esm
[22]     SelectMarksman.esp
[23]     SelectRapidMG.esp
[24]     SelectShotgun.esp
[25]     SS2Extended.esp
[26]     NukaWorldReborn.esp
[27]     VivaNukaWorldQuests.esp
[28]     Enclave-X02.esp
[29]     EnclaveX02.esp
[2A]     Hellfirenew.esp
[2B]     10MMTF.esp
[2C]     Eli_Armour_Compendium.esp
[2D]     SettlementMenuManager.esp
[2E]     Useful_Companions.esp
[2F]     Vault 88 Template - Optimised.esp
[30]     ImprovedMinutemen.esp
[31]     ImprovedMinutemenEncounters.esp
[32]     WorkshopPlus.esp
[33]     Vault-Tec Workshop Overhaul Redux.esp
[34]     Vault88 - Essentials.esp
[35]     The Eyes Of Beauty.esp
[36]     LooksMenu Customization Compendium.esp
[37]     PoseidonOffices.esp
[38]     Alex's Settlement Power Pylon.esp
[39]     AutomatronUnlockedNukaParts.esp
[3A]     Better Randomized Robots - vanilla loot patch.esp
[3B]     Better_Settlement_Defence.esp
[3C]     CheatTerminal.esp
[3D]     CompanionStatus.esp
[3E]     Configurable Artillery.esp
[3F]     ESPExplorerFO4.esp
[40]     HoloTime_2.esp
[41]     KSHairdos.esp
[42]     KSHairsFemsheppingRadbeetle.esp
[43]     llamaCompanionHeatherv2.esp
[44]     MercerRescuedSynths.esp
[45]     Mors Shortcut to Curie.esp
[46]     NoSharedDogmeatTemplate.esp
[47]     PersistentVolumeSliders.esp
[48]     PoseidonOffices_NoBugs.esp
[49]     SKKFastBOS.esp
[4A]     SKKFastReunions.esp
[4B]     SRV_StopRadioVoice.esp
[4C]     BarstoolGames_FH.esp
[4D]     BarstoolGames_NW.esp
[4E]     SKKFastMinutemen.esp
[4F]     Q_Lore_MQ106_Cryolator.esp
[50]     [SS20Addon] SimSettlements SuperStructures.esp
[51]     Cho1_ss2_Barmod_Conversion.esp
[52]     DZK_1x1_Pack.esp
[53]     GarageHomesAndSensibleSecurity.esp
[54]     GtN_SettlersatPlay.esp
[55]     JunkTownTwo.esp
[56]     MS Contraptions - SS2 ASAM Builder.esp
[57]     ohSIM_Sim2_Settlements_Scrappers_Addon.esp
[58]     Shadow Wastelands SS2 World Repopulation Cells.esp
[59]     SS2-Jampads2.esp
[5A]     SS2-PraRandomAddon.esp
[5B]     SS2_Addon_Favelabulous.esp
[5C]     SS2_Addon_FHE.esp
[5D]     SS2_Addon_NWE.esp
[5E]     SS2_Addon_PSC_Plots.esp
[5F]     SS2_Addon_R2R.esp
[60]     SS2_CityPlanContestAssistant.esp
[61]     SS2_FDK_TinyLiving.esp
[62]     SS2_MsB_PlainPlans.esp
[63]     SS2_ruined_simsettlement_addonpack.esp
[64]     SS2_SIMPDDDD.esp
[65]     SS2_STRA_Buildings_and_Skins.esp
[66]     SS2_STRA_Support_Buildings.esp
[67]     SS2_WastelandDefense.esp
[68]     SS2CaravanSnatex.esp
[69]     SS2HappyTrails.esp
[6A]     SS2UI.esp
[6B]     SS2WastelandVenturers.esp
[6C]     TheRon_MapMarker.esp
[6D]     ImprovedRR.esp
[6E]     ImprovedRREncounters.esp
[6F]     creativeclutter.esp
[70]     dinoshelf.esp
[71]     OWR.esp
[72]     OWR2.esp
[73]     ImprovedBoS.esp
[74]     ImprovedBoSEncounters.esp
[75]     ImprovedInstitute.esp
[76]     ImprovedInstituteEncounters.esp
[77]     SS2WastelandReconstructionKit.esp
[78]     SS2_NCRP.esp
[79]     AzarPonytailHairstyles.esp
[7A]     ImprovedHostileFactions.esp
[7B]     ImprovedHostileFactionsEncounters.esp
[7C]     ImprovedNukaRaiders.esp
[7D]     ImprovedNukaRaidersEncounters.esp
[7E]     SKKCorpses76.esp
[7F]     SKKSynthVision.esp
[80]     T65PA.esp
[81]     ECV_RemnantsArmor.esp
[82]     Secret Service Armor.esp
[83]     SKKFastStartNewGame.esp
[84]     SS2_ruined_plotapalooza_messhall.esp
[85]     CreationClubDelay.esp
[86]     BostonLibrarySettlement.esp
[87]     ImprovedAREnclave.esp
[88]     ImprovedAREncounters.esp
[89]     Vault88AreaExtension.esp
[8A]     PortableCloningDevice.esp
[8B]     Rebuild_Settlements.esp
[8C]     SS2 Settlement Management Terminal.esp
[8D]     NAC.esp
[FE:000] ccbgsfo4018-gaussrifleprototype.esl
[FE:001] ccbgsfo4019-chinesestealtharmor.esl
[FE:002] ccbgsfo4044-hellfirepowerarmor.esl
