[00]     Fallout4.esm
[01]     DLCRobot.esm
[02]     DLCworkshop01.esm
[03]     DLCCoast.esm
[04]     DLCworkshop02.esm
[05]     DLCworkshop03.esm
[06]     DLCNukaWorld.esm
[07]     Unofficial Fallout 4 Patch.esp
[08]     WorkshopFramework.esm
[09]     HUDFramework.esm
[0A]     Seasons.esm
[0B]     SS2.esm
[0C]     SS2_XPAC_Chapter2.esm
[0D]     SS2_XPAC_Chapter3.esm
[0E]     AmericaRising2.esm
[0F]     YouAndWhatArmy2.esm
[10]     AAF.esm
[11]     CWSS Redux.esp
[12]     TrueStormsFO4.esm
[13]     Games.esm
[14]     BarstoolGames.esm
[15]     TacticalReload.esm
[16]     RSE_II_Resources.esm
[17]     3DNPC_FO4.esp
[18]     CombinedArmsNV.esp
[19]     CombinedArmsEXPack.esp
[1A]     SSTFungalForest.esp
[1B]     W.A.T.Minutemen.esp
[1C]     Flashy_PersonalEssentials.esp
[1D]     Vivid Weathers - FO4.esp
[1E]     CheatTerminal.esp
[1F]     SS2Extended.esp
[20]     Stm_DiamondCityExpansion.esp
[21]     Ozzys_M4_Platform.esp
[22]     Ozzys_Taq_Platform.esp
[23]     Escape from Boston - G36.esp
[24]     InstituteSettlements2.esp
[25]     VD_CZScorpionEvo.esp
[26]     Ozzys_MCW_Platform.esp
[27]     MW1Akilo47.esp
[28]     Ozzys_Vel-46.esp
[29]     Ozzys_Cronen_Squall.esp
[2A]     PiP-Boy2000.esp
[2B]     MWModel680.esp
[2C]     Remington700.esp
[2D]     Winters_BAS-B.esp
[2E]     ITOcore.esp
[2F]     ImprovedInstitute.esp
[30]     ITOworldedits.esp
[31]     Flashy_CrimeAndPunishment_GunForHire_Addon.esp
[32]     Wattz3000mkII.esp
[33]     MilitarizedMinutemen.esp
[34]     SKKFastReunions.esp
[35]     3dscopes.esp
[36]     T6M_LaserCannon.esp
[37]     [ARRETH] FGEP-DE.esp
[38]     [ARRETH] FGEP-DE NoKnockDown.esp
[39]     [ETH]FGEP-AmbienceReducer.esp
[3A]     SS2_FDK_TinyLiving.esp
[3B]     Far Harbor Cable Car.esp
[3C]     MK18.esp
[3D]     AAF_Four-Play_Animations_Crazy6987.esp
[3E]     MK18 Armory Project.esp
[3F]     MK18 Armory Project 3.esp
[40]     AA HotC - Standalone.esp
[41]     GlockKit.esp
[42]     Winters_FJX-Imperium.esp
[43]     AER15.esp
[44]     CAPA.esp
[45]     FP_FamilyPlanningEnhanced.esp
[46]     SS2WastelandVenturers.esp
[47]     [SS2 Addon] SimSettlements SuperStructures.esp
[48]     BH_MCX_Spear.esp
[49]     SigMCX.esp
[4A]     AAC_HoneyBadger.esp
[4B]     RPD.esp
[4C]     MW2022_P890.esp
[4D]     SIGMCXArmoryProject.esp
[4E]     M2Agency.esp
[4F]     LAER.esp
[50]     SS2-Jampads2.esp
[51]     D50AE.esp
[52]     BetterOpenSeason.esp
[53]     FO4 NPCs Travel.esp
[54]     SimplyNukes.esp
[55]     FCOM.esp
[56]     GtN_SettlersatPlay.esp
[57]     SS2_Addon_NWE.esp
[58]     _00Stingray.esp
[59]     AtomicRadio.esp
[5A]     Cho1_ss2_Barmod_Conversion.esp
[5B]     SS2_ruined_simsettlement_addonpack.esp
[5C]     AAF_BadEnd_Animations.esp
[5D]     Enclave-X02.esp
[5E]     BMW_ALA.esp
[5F]     JunkTownTwo.esp
[60]     rxl_bp70_animations.esp
[61]     SavageCabbage_Animations.esp
[62]     FO4_AnimationsByLeito.esp
[63]     AAF_Violate.esp
[64]     GetDirty.esp
[65]     JmenaruHairPack.esp
[66]     dD-Enhanced Blood Basic.esp
[67]     SkipHSH1_6.esp
[68]     dogtags.esp
[69]     ImprovedInstituteEncounters.esp
[6A]     QMW-CAE-ALLINONE.esp
[6B]     QMW-3DM82A3.esp
[6C]     QMW-3DSCOPEAUG.esp
[6D]     QMW-3DSCOPEM249.esp
[6E]     QMW-3DSCOPEMK12.esp
[6F]     QMW-3DSCOPESPAS12.esp
[70]     QMW-3DSCOPEVSS.esp
[71]     QMW-CAG36.esp
[72]     QWM-3DSCOPE550.esp
[73]     QWM-CAAKM.esp
[74]     Rm277blueprints.esp
[75]     SS2-PraRandomAddon.esp
[76]     TeleportGrenade.esp
[77]     X12Plasmacaster.esp
[78]     ImiUzi.esp
[79]     TavorX95.esp
[7A]     SleekStylesPack.esp
[7B]     M203.esp
[7C]     MWImgolf34.esp
[7D]     TBOS-AntoHairPack.esp
[7E]     Sunshine.esp
[7F]     Ozzys_MCPR-300.esp
[80]     Modern Military Pack.esp
[81]     MWIImike2011.esp
[82]     DOOMPumpShotgun.esp
[83]     Glock19x.esp
[84]     MWIIIacharlie.esp
[85]     HiPolyFaces.esp
[86]     CBBE.esp
[87]     LegendaryModification.esp
[88]     LegendaryModification Enhanced.esp
[89]     EasyLockpicking.esp
[8A]     SKKCombatStalkers.esp
[8B]     ExtendedHairColors.esp
[8C]     DiverseChildren.esp
[8D]     The Eyes Of Beauty.esp
[8E]     KSHairdos.esp
[8F]     SIGMCXArmoryProject2.esp
[90]     SIGMCXArmoryProject3.esp
[91]     HKUSP9mm.esp
[92]     Cyberpunk 2077 Malorian Arms 3516.esp
[93]     KORsGeigerCounter.esp
[94]     FalloutEmotions.esp
[95]     SKKFastMinutemen.esp
[96]     TrueStormsFO4-FarHarbor.esp
[97]     TrueStormsFO4-NukaWorld-FH-Compat.esp
[98]     TrueStormsFO4-NukaWorld.esp
[99]     WeatherSynergy-NukaWorld.esp
[9A]     WeatherSynergy-TruePriority-N.esp
[9B]     K9TacticalHarness.esp
