[00]     Fallout4.esm
[01]     DLCRobot.esm
[02]     DLCworkshop01.esm
[03]     DLCCoast.esm
[04]     DLCworkshop02.esm
[05]     DLCworkshop03.esm
[06]     DLCNukaWorld.esm
[07]     ccrzrfo4001-tunnelsnakes.esm
[08]     ccswkfo4001-astronautpowerarmor.esm
[09]     cczsef04001-bhouse.esm
[0A]     cctosfo4001-neosky.esm
[0B]     cczsefo4002-smanor.esm
[0C]     cctosfo4002_neonflats.esm
[0D]     CleanMySettlement.esm
[0E]     Unofficial Fallout 4 Patch.esp
[0F]     WorkshopFramework.esm
[10]     HUDFramework.esm
[11]     XDI.esm
[12]     SS2.esm
[13]     SS2_XPAC_Chapter2.esm
[14]     TacticalReload.esm
[15]     PACE.esm
[16]     PANPC.esm
[17]     Depravity.esp
[18]     AGNISNikaCola01.esp
[19]     AA FusionCityRising.esp
[1A]     OutcastsAndRemnants.esp
[1B]     AA FusionCityRising - HotC.esp
[1C]     ProjectZeta.esm
[1D]     Darlene.esm
[1E]     ProjectValkyrie.esp
[1F]     CompJennyLCCA.esp
[20]     NoSharedDogmeatTemplate.esp
[21]     LooksMenu Customization Compendium.esp
[22]     ESPExplorerFO4.esp
[23]     Playable Synth Eyes.esp
[24]     KSHairdos.esp
[25]     KSHairdos_oel.esp
[26]     TBOS-AntoHairPack.esp
[27]     KSHairsFemsheppingRadbeetle.esp
[28]     HN66Fo4_Nails.esp
[29]     AllSetsExtended.esp
[2A]     ECO.esp
[2B]     Ketaros_Treasures.esp
[2C]     CROSS_PlasRail.esp
[2D]     SuperMutantRedux.esp
[2E]     Fusion Gun.esp
[2F]     Lightweight Lighting.esp
[30]     The Eyes Of Beauty.esp
[31]     ohSIM_Sim2_Settlements_Scrappers_Addon.esp
[32]     WestTekTacticalOptics.esp
[33]     CF_AtomicWarlord.esp
[34]     F3metalarmor.esp
[35]     ss2radiantpower.esp
[36]     skkunlockcompanions.esp
[37]     DarleneDLC.esp
[38]     Raider Gang Extended NPC (Fixed & Cleaned).esp
[39]     Altyn Assault Helmet.esp
[3A]     Metro Gas Masks.esp
[3B]     RaiderOverhaul.esp
[3C]     WattzLaserGun.esp
[3D]     CheatTerminal.esp
[3E]     InstituteSettlements2.esp
[3F]     Croup Manor Navmesh - retakrew7.esp
[40]     SS2_FDK_TinyLiving.esp
[41]     skkfastreunions.esp
[42]     SS2-PraRandomAddon.esp
[43]     W.A.T.Minutemen.esp
[44]     pulsecarbine.esp
[45]     Lost Souls No Hostility.esp
[46]     autoweapons.esp
[47]     AutomatronUnlockedNukaParts.esp
[48]     CobaltForge.esp
[49]     skkfastbos.esp
[4A]     rfortaleza2.esp
[4B]     rpampas.esp
[4C]     HN66Fo4_EasyGirl_BS.esp
[4D]     Reload Sounds.esp
[4E]     Factor.esp
[4F]     PowerArmorPaintFixes.esp
[50]     Liberator.esp
[51]     Ak5C.esp
[52]     QuickTrade.esp
[53]     X12Plasmacaster.esp
[54]     USP 45.esp
[55]     MG69.esp
[56]     CorvalhoWidowShotgun.esp
[57]     CreationClubDelay.esp
[58]     SS2Extended.esp
[59]     SS2_SIMPDDDD.esp
[5A]     Enclave-X02.esp
[5B]     9mmPistol.esp
[5C]     F4NVServiceRifleRedux.esp
[5D]     SS2HappyTrails.esp
[5E]     T-51C Power Armor.esp
[5F]     CAPA.esp
[60]     AER15.esp
[61]     HandmadeSMG.esp
[62]     DesertEagleNV.esp
[63]     SS2WastelandVenturers.esp
[64]     SS2_Addon_R2R.esp
[65]     [SS20Addon] SimSettlements SuperStructures.esp
[66]     FO4 NPCs Travel.esp
[67]     LARGrizzly.esp
[68]     AK74M.esp
[69]     SS2-Jampads2.esp
[6A]     SS2_ruined_simsettlement_addonpack.esp
[6B]     JunkTownTwo.esp
[6C]     skkcombatsettlers.esp
[6D]     RU556.esp
[6E]     FNX45.esp
[6F]     BullpupBozar.esp
[70]     Zapgun.esp
[71]     P220.esp
[72]     Bulldog_308_SRSS.esp
[73]     127SMG.esp
[74]     SCAR-L.esp
[75]     DP_CaravanShotgun.esp
[76]     Sjogren.esp
[77]     skkfastminutemen.esp
[78]     P90.esp
[79]     SigSauer127.esp
[7A]     F4CW10mmSMG.esp
[7B]     AQUILA.esp
[7C]     MP7.esp
[7D]     FnScar.esp
[7E]     M1A.esp
[7F]     TotalHackRevisited.esp
[80]     HuntingRevolver.esp
[81]     G36Complex.esp
[82]     GIAT_FAMAS.esp
[83]     HRP_Mk23.esp
[84]     22LR_SilentPistol_ENG.esp
[85]     ElMudoStore.esp
[86]     WinCowbowRepeater.esp
[87]     HomemadeLasRevolver.esp
[88]     HK_UMP.esp
[89]     Fallschirmjagergewehr.esp
[8A]     GreaseGunSMG.esp
[8B]     Glock17.esp
[8C]     CROSS_RugerMkV.esp
[8D]     WD_44.esp
[8E]     Cranky.esp
[8F]     QBZ191.esp
[90]     Mk41GyrojetHMG.esp
[91]     LeeEnfieldNo4MkI.esp
[92]     M72GaussRifle.esp
[93]     1CAS_ServiceRifle.esp
[94]     HKUSP9mm.esp
[95]     win1897.esp
[96]     HK_MP5.esp
[97]     American180nv.esp
[98]     HK XM8.esp
[99]     llamaCompanionHeatherv2.esp
[FE:000] ccbgsfo4016-prey.esl
[FE:001] ccbgsfo4018-gaussrifleprototype.esl
[FE:002] ccbgsfo4019-chinesestealtharmor.esl
[FE:003] ccbgsfo4042-bfg.esl
[FE:004] ccbgsfo4044-hellfirepowerarmor.esl
[FE:005] ccfrsfo4001-handmadeshotgun.esl
[FE:006] ccbgsfo4045-advarccab.esl
[FE:007] ccfrsfo4002-antimaterielrifle.esl
