[00]     Fallout4.esm
[01]     DLCRobot.esm
[02]     DLCworkshop01.esm
[03]     DLCCoast.esm
[04]     DLCworkshop02.esm
[05]     DLCworkshop03.esm
[06]     DLCNukaWorld.esm
[07]     ccrzrfo4001-tunnelsnakes.esm
[08]     ccswkfo4001-astronautpowerarmor.esm
[09]     cczsef04001-bhouse.esm
[0A]     cctosfo4001-neosky.esm
[0B]     cczsefo4002-smanor.esm
[0C]     cctosfo4002_neonflats.esm
[0D]     Unofficial Fallout 4 Patch.esp
[0E]     HUDFramework.esm
[0F]     WorkshopFramework.esm
[10]     FortStronger.esm
[11]     MFC2023_EndAlz_Trunk.esm
[12]     SouthOfTheSea.esm
[13]     Random Robots - True Leveled.esm
[14]     InstituteTechnologyOverhaul.esm
[15]     XDI.esm
[16]     Games.esm
[17]     BarstoolGames.esm
[18]     CompanionIvy.esm
[19]     Darlene.esm
[1A]     CWSS Redux.esp
[1B]     Homemaker.esm
[1C]     PACE.esm
[1D]     PANPC.esm
[1E]     SS2.esm
[1F]     SS2_XPAC_Chapter2.esm
[20]     SS2_XPAC_Chapter3.esm
[21]     NukaWorldReborn.esp
[22]     SettlementMenuManager.esp
[23]     Useful_Companions.esp
[24]     Vault 88 Template - Optimised.esp
[25]     VisibleCompanionAffinity.esp
[26]     VivaNukaWorldQuests.esp
[27]     WorkshopPlus.esp
[28]     Vault-Tec Workshop Overhaul Redux.esp
[29]     Vault88 - Essentials.esp
[2A]     The Eyes Of Beauty.esp
[2B]     AtomsGloryThreads.esp
[2C]     jsrs.esp
[2D]     LooksMenu Customization Compendium.esp
[2E]     FATE Core - Tweaks.esp
[2F]     10MMTF.esp
[30]     CF_AtomicWarlord.esp
[31]     Alex's Settlement Power Pylon.esp
[32]     AutomatronUnlockedNukaParts.esp
[33]     Better Randomized Robots - vanilla loot patch.esp
[34]     Better_Settlement_Defence.esp
[35]     CheatTerminal.esp
[36]     ChineseStealthSuit.esp
[37]     CoASettlers.esp
[38]     CompanionStatus.esp
[39]     Configurable Artillery.esp
[3A]     CreationClubDelay.esp
[3B]     Eli_Armour_Compendium.esp
[3C]     ESPExplorerFO4.esp
[3D]     Ketaros_Treasures.esp
[3E]     FO4R.esp
[3F]     HoloTime_2.esp
[40]     InstituteTechnologyOverhaul - FULL.esp
[41]     Jacq-CompanionPerkMags.esp
[42]     Ketaros_MissingMags.esp
[43]     KSHairdos.esp
[44]     KSHairsFemsheppingRadbeetle.esp
[45]     Reverb and Ambiance Overhaul.esp
[46]     llamaCompanionHeatherv2.esp
[47]     MercerRescuedSynths.esp
[48]     Mors Shortcut to Curie.esp
[49]     NoSharedDogmeatTemplate.esp
[4A]     PBW-PlasmaPistol.esp
[4B]     PersistentVolumeSliders.esp
[4C]     PoseidonOffices.esp
[4D]     PlasmaDefenderStandalone.esp
[4E]     Playable Synth Eyes.esp
[4F]     PoseidonOffices_NoBugs.esp
[50]     pulsecarbine.esp
[51]     SKKFastBOS.esp
[52]     SKKFastReunions.esp
[53]     SRV_StopRadioVoice.esp
[54]     BetterFarHarbor_Open.esp
[55]     FBFH_EE_Acadia_Cleanup.esp
[56]     BostonLibrarySettlement.esp
[57]     BarstoolGames_FH.esp
[58]     BarstoolGames_NW.esp
[59]     Patch Ivy-XDI.esp
[5A]     SelectMarksman.esp
[5B]     SelectRapidMG.esp
[5C]     CompactCrafting.esp
[5D]     creativeclutter.esp
[5E]     dinoshelf.esp
[5F]     neonflatsworkshop.esp
[60]     Snappy_HouseK.esp
[61]     F4NV-N99.esp
[62]     22LR_SilentPistol_ENG.esp
[63]     9mmPistol.esp
[64]     Skibs-223PistolRedux.esp
[65]     SelectShotgun.esp
[66]     DesertEagleNV.esp
[67]     F4NVRechargerWeapons.esp
[68]     F4CW10mmSMG.esp
[69]     PortableCloningDevice.esp
[6A]     Cyberpunk 2077 Malorian Arms 3516.esp
[6B]     Cyberpunk 2077 G-58 Dian.esp
[6C]     FatherCompanion.esp
[6D]     InstituteReformation.esp
[6E]     CompanionIvy_Mags.esp
[6F]     CompanionIvy_Nuka.esp
[70]     CompanionIvy_quest.esp
[71]     SKKFastMinutemen.esp
[72]     AmericaRising-GearOfTheEnclave.esp
[73]     ECV_RemnantsArmor.esp
[74]     Fatigues Extended - FO.esp
[75]     Secret Service Armor.esp
[76]     SovietPowerArmor.esp
[77]     T65PA.esp
[78]     [SS20Addon] SimSettlements SuperStructures.esp
[79]     Cho1-SS2-Cosmosplot.esp
[7A]     Cho1_ss2_Barmod_Conversion.esp
[7B]     DZK_1x1_Pack.esp
[7C]     GarageHomesAndSensibleSecurity.esp
[7D]     GtN_SettlersatPlay.esp
[7E]     JunkTownTwo.esp
[7F]     MS Contraptions - SS2 ASAM Builder.esp
[80]     ohSIM_Sim2_Settlements_Scrappers_Addon.esp
[81]     Shadow Wastelands SS2 World Repopulation Cells.esp
[82]     SS2-Jampads2.esp
[83]     SS2-JampadsExtras-CreativeQuarters.esp
[84]     SS2-PraRandomAddon.esp
[85]     SS2_Addon_FHE.esp
[86]     SS2_Addon_NWE.esp
[87]     SS2_Addon_PSC_Plots.esp
[88]     SS2_Addon_R2R.esp
[89]     SS2_CityPlanContestAssistant.esp
[8A]     SS2_FDK_TinyLiving.esp
[8B]     SS2_MsB_PlainPlans.esp
[8C]     SS2_ruined_simsettlement_addonpack.esp
[8D]     SS2_SIMPDDDD.esp
[8E]     SS2_STRA_Buildings_and_Skins.esp
[8F]     SS2_STRA_Support_Buildings.esp
[90]     SS2_WastelandDefense.esp
[91]     SS2CaravanSnatex.esp
[92]     SS2Extended.esp
[93]     SS2HappyTrails.esp
