[00]     Fallout4.esm
[01]     DLCRobot.esm
[02]     DLCworkshop01.esm
[03]     DLCCoast.esm
[04]     DLCworkshop02.esm
[05]     DLCworkshop03.esm
[06]     DLCNukaWorld.esm
[07]     Unofficial Fallout 4 Patch.esp
[08]     XDI.esm
[09]     HUDFramework.esm
[0A]     WorkshopFramework.esm
[0B]     MutantMenagerie.esm
[0C]     MutantMenagerie_FarHarbor.esm
[0D]     SouthOfTheSea.esm
[0E]     SS2.esm
[0F]     SS2_XPAC_Chapter2.esm
[10]     SS2_XPAC_Chapter3.esm
[11]     AmmoTweaks_Core.esp
[12]     CWPointLookoutFO4.esm
[13]     MutantMenagerie_NukaWorld.esm
[14]     MutantMenagerie_PointLookout.esm
[15]     ProjectHelljumper.esm
[16]     Homemaker.esm
[17]     EC_ElementaryCoherence.esm
[18]     ExtendedWeaponSystem.esm
[19]     Overlays.esm
[1A]     TacticalReload.esm
[1B]     Car variety Commonwealth Nika Colla.esp
[1C]     Car Variety Commonwealth Nika Colla ENGLISH.esp
[1D]     FATE Core - Tweaks.esp
[1E]     Car variety Far Harbor.esp
[1F]     Car Variety Far Harbor ENGLISH.esp
[20]     PEACE-ProjectExtendAndChangeEverything.esp
[21]     WARS-WeaponAdditionandReplacementSuite.esp
[22]     FOLIP - After Generation.esp
[23]     WARS-AmmoTweaksV1Integration.esp
[24]     STS_StaticTrashScraper.esp
[25]     RED.esp
[26]     3DNPC_FO4.esp
[27]     MutilatedDeadBodies.esp
[28]     SS2Extended.esp
[29]     Wana_SA58.esp
[2A]     ImiUzi.esp
[2B]     WARS-LendLease.esp
[2C]     MojaveImports.esp
[2D]     AnimatedCandles.esp
[2E]     CombinedArmsNV.esp
[2F]     AmmoTweaks_Default.esp
[30]     CombinedArmsEXPack.esp
[31]     Reverb and Ambiance Overhaul.esp
[32]     America Rising - A Tale of the Enclave.esp
[33]     jsrs.esp
[34]     Better Manufacturing.esp
[35]     AmmoTweaks_Default_NoDLCs.esp
[36]     Vault4.esp
[37]     Flashy_PersonalEssentials.esp
[38]     Armament.esp
[39]     WZWildWasteland.esp
[3A]     MWM91.esp
[3B]     ehtyeci_MPX.esp
[3C]     G11.esp
[3D]     AtlasSummit.esp
[3E]     Reinforcements.esp
[3F]     CheatTerminal.esp
[40]     TU3SD4Y'S Commonwealth Responders.esp
[41]     Skb_RiflesRebirth.esp
[42]     MilitarizedMinutemen.esp
[43]     3DNPC_FO4Settler.esp
[44]     SKKFastReunions.esp
[45]     NAC.esp
[46]     MA37.esp
[47]     MisriahArmory.esp
[48]     MWIIM4.esp
[49]     FOLON_Lewis_No TR_LLI.esp
[4A]     Factor.esp
[4B]     HVSG_LLInjector.esp
[4C]     JOKR.esp
[4D]     WhirligigSentry.esp
[4E]     3dscopes.esp
[4F]     Mark V[B] Redux.esp
[50]     American180nv.esp
[51]     Ak5C.esp
[52]     WZXM4.esp
[53]     MjolnirMKVB.esp
[54]     ProjectHelljumper.esp
[55]     Whirly.esp
[56]     LimaOutpost.esp
[57]     AER15.esp
[58]     MREs.esp
[59]     RU556.esp
[5A]     MCXREDACTED.esp
[5B]     Schotel22.esp
[5C]     M203.esp
[5D]     Glock19x.esp
[5E]     HK416.esp
[5F]     9mmPistol.esp
[60]     MK18.esp
[61]     BR77.esp
[62]     CWCreateABot.esp
[63]     llamaCompanionHeatherv2.esp
[64]     BH_MCX_Spear.esp
[65]     MWM19.esp
[66]     MisriahArmory_TacticalReloadPatch.esp
[67]     Nexus_PMC.esp
[68]     PMC_extended.esp
[69]     Private Military Company_PMC Extended_LLI.esp
[6A]     SelectAssaultRifle_LLI.esp
[6B]     TheGrinder.esp
[6C]     SigMCX.esp
[6D]     SIGMCXArmoryProject.esp
[6E]     SIGMCXArmoryProject2.esp
[6F]     Zanthir_TasteOfBlues.esp
[70]     TacticalReloadDLC.esp
[71]     Diello_ExtraIconsForFIS.esp
[72]     TacticalReloadVanilla.esp
[73]     MK18 Armory Project.esp
[74]     AnotherMK18Addon.esp
[75]     127mmSMG.esp
[76]     SigSauer127.esp
[77]     WDSubmachineGunALT_TacticalReloadPatch.esp
[78]     American180nv_TacticalReloadPatch.esp
[79]     MA37_TacticalReloadPatch.esp
[7A]     HaxRPG7.esp
[7B]     RU556Armouryprojectv3.esp
[7C]     NAC-FH.esp
[7D]     NAC-NW.esp
[7E]     InstituteReformation.esp
[7F]     ManufacturingExtended.esp
[80]     Better Manufacturing - Manufacturing Extended Additions.esp
[81]     DLC items to manufacturing.esp
[82]     ManufacturingExtendedFH.esp
[83]     PIMS_BM_Addons.esp
[84]     Better Manufacturing - Manufacturing Extended Expanded Patch.esp
[85]     MiamiEnclave.esp
[86]     _00Stingray.esp
[87]     SettlementTidyBot.esp
[88]     WhirlyNWP.esp
[89]     AtomicRadio.esp
[8A]     AddEnemyFootstepSound.esp
[8B]     Urban Raider.esp
[8C]     LexaPip2000Trans.esp
[8D]     Pip2000MkVi_Replacer.esp
[8E]     PMC Operators Pack.esp
[8F]     155mm Howitzer M1.esp
[90]     SS2_CityPlanPack_RiseOfTheCommonwealth.esp
[91]     Mark V[B] Armory.esp
[92]     WWM Gear Pack.esp
[93]     Homemaker - Streetlights Use Passive Power.esp
[94]     Homemaker - Unlocked Institute Objects.esp
[95]     Glock17-18.esp
[96]     Helios Outfit.esp
[97]     SettleObjExpandPack.esp
[98]     UNSCFlags.esp
[99]     Infinite Armory.esp
[9A]     Rakshasa Armory.esp
[9B]     UNSCMarineBDU.esp
[9C]     SuperMutantBruteVoices.esp
[9D]     Brute Invasion.esp
[9E]     ImmersiveAnimationFramework.esp
