[00]     Fallout4.esm
[01]     DLCRobot.esm
[02]     DLCworkshop01.esm
[03]     DLCCoast.esm
[04]     DLCworkshop02.esm
[05]     DLCworkshop03.esm
[06]     DLCNukaWorld.esm
[07]     DLCUltraHighResolution.esm
[08]     ccrzrfo4001-tunnelsnakes.esm
[09]     ccswkfo4001-astronautpowerarmor.esm
[0A]     cczsef04001-bhouse.esm
[0B]     cctosfo4001-neosky.esm
[0C]     cczsefo4002-smanor.esm
[0D]     cctosfo4002_neonflats.esm
[0E]     Unofficial Fallout 4 Patch.esp
[0F]     WorkshopFramework.esm
[10]     HUDFramework.esm
[11]     XDI.esm
[12]     SS2.esm
[13]     SS2_XPAC_Chapter2.esm
[14]     TacticalReload.esm
[15]     PACE.esm
[16]     PANPC.esm
[17]     Depravity.esp
[18]     AGNISNikaCola01.esp
[19]     AA FusionCityRising.esp
[1A]     OutcastsAndRemnants.esp
[1B]     AA FusionCityRising - HotC.esp
[1C]     ProjectZeta.esm
[1D]     Darlene.esm
[1E]     ProjectValkyrie.esp
[1F]     CompJennyLCCA.esp
[20]     NoSharedDogmeatTemplate.esp
[21]     LooksMenu Customization Compendium.esp
[22]     ESPExplorerFO4.esp
[23]     Playable Synth Eyes.esp
[24]     KSHairdos.esp
[25]     KSHairdos_oel.esp
[26]     TBOS-AntoHairPack.esp
[27]     KSHairsFemsheppingRadbeetle.esp
[28]     HN66Fo4_Nails.esp
[29]     AllSetsExtended.esp
[2A]     ECO.esp
[2B]     Ketaros_Treasures.esp
[2C]     CROSS_PlasRail.esp
[2D]     SuperMutantRedux.esp
[2E]     Fusion Gun.esp
[2F]     Lightweight Lighting.esp
[30]     The Eyes Of Beauty.esp
[31]     ohSIM_Sim2_Settlements_Scrappers_Addon.esp
[32]     WestTekTacticalOptics.esp
[33]     CF_AtomicWarlord.esp
[34]     F3metalarmor.esp
[35]     ss2radiantpower.esp
[36]     skkunlockcompanions.esp
[37]     DarleneDLC.esp
[38]     Raider Gang Extended NPC (Fixed & Cleaned).esp
[39]     Altyn Assault Helmet.esp
[3A]     Metro Gas Masks.esp
[3B]     RaiderOverhaul.esp
[3C]     WattzLaserGun.esp
[3D]     CheatTerminal.esp
[3E]     InstituteSettlements2.esp
[3F]     Croup Manor Navmesh - retakrew7.esp
[40]     SS2_FDK_TinyLiving.esp
[41]     skkfastreunions.esp
[42]     SS2-PraRandomAddon.esp
[43]     W.A.T.Minutemen.esp
[44]     pulsecarbine.esp
[45]     Lost Souls No Hostility.esp
[46]     autoweapons.esp
[47]     AutomatronUnlockedNukaParts.esp
[48]     CobaltForge.esp
[49]     skkfastbos.esp
[4A]     rfortaleza2.esp
[4B]     rpampas.esp
[4C]     HN66Fo4_EasyGirl_BS.esp
[4D]     Reload Sounds.esp
[4E]     Factor.esp
[4F]     PowerArmorPaintFixes.esp
[50]     Liberator.esp
[51]     Ak5C.esp
[52]     QuickTrade.esp
[53]     X12Plasmacaster.esp
[54]     Jake'sMod.esp
[55]     USP 45.esp
[56]     MG69.esp
[57]     CorvalhoWidowShotgun.esp
[58]     CreationClubDelay.esp
[59]     SS2Extended.esp
[5A]     SS2_SIMPDDDD.esp
[5B]     Enclave-X02.esp
[5C]     9mmPistol.esp
[5D]     F4NVServiceRifleRedux.esp
[5E]     SS2HappyTrails.esp
[5F]     T-51C Power Armor.esp
[60]     CAPA.esp
[61]     AER15.esp
[62]     HandmadeSMG.esp
[63]     DesertEagleNV.esp
[64]     SS2WastelandVenturers.esp
[65]     SS2_Addon_R2R.esp
[66]     [SS20Addon] SimSettlements SuperStructures.esp
[67]     FO4 NPCs Travel.esp
[68]     LARGrizzly.esp
[69]     AK74M.esp
[6A]     SS2-Jampads2.esp
[6B]     SS2_ruined_simsettlement_addonpack.esp
[6C]     JunkTownTwo.esp
[6D]     skkcombatsettlers.esp
[6E]     RU556.esp
[6F]     FNX45.esp
[70]     BullpupBozar.esp
[71]     Zapgun.esp
[72]     P220.esp
[73]     Bulldog_308_SRSS.esp
[74]     127SMG.esp
[75]     SCAR-L.esp
[76]     DP_CaravanShotgun.esp
[77]     Sjogren.esp
[78]     skkfastminutemen.esp
[79]     P90.esp
[7A]     SigSauer127.esp
[7B]     F4CW10mmSMG.esp
[7C]     AQUILA.esp
[7D]     MP7.esp
[7E]     FnScar.esp
[7F]     M1A.esp
[80]     TotalHackRevisited.esp
[81]     HuntingRevolver.esp
[82]     G36Complex.esp
[83]     GIAT_FAMAS.esp
[84]     HRP_Mk23.esp
[85]     22LR_SilentPistol_ENG.esp
[86]     ElMudoStore.esp
[87]     WinCowbowRepeater.esp
[88]     HomemadeLasRevolver.esp
[89]     HK_UMP.esp
[8A]     Fallschirmjagergewehr.esp
[8B]     GreaseGunSMG.esp
[8C]     Glock17.esp
[8D]     CROSS_RugerMkV.esp
[8E]     WD_44.esp
[8F]     Cranky.esp
[90]     QBZ191.esp
[91]     Mk41GyrojetHMG.esp
[92]     LeeEnfieldNo4MkI.esp
[93]     M72GaussRifle.esp
[94]     1CAS_ServiceRifle.esp
[95]     HKUSP9mm.esp
[96]     win1897.esp
[97]     HK_MP5.esp
[98]     American180nv.esp
[99]     HK XM8.esp
[9A]     llamaCompanionHeatherv2.esp
[FE:000] ccbgsfo4016-prey.esl
[FE:001] ccbgsfo4018-gaussrifleprototype.esl
[FE:002] ccbgsfo4019-chinesestealtharmor.esl
[FE:003] ccbgsfo4042-bfg.esl
[FE:004] ccbgsfo4044-hellfirepowerarmor.esl
[FE:005] ccfrsfo4001-handmadeshotgun.esl
[FE:006] ccbgsfo4045-advarccab.esl
[FE:007] ccfrsfo4002-antimaterielrifle.esl
