[00]     Fallout4.esm
[01]     DLCRobot.esm
[02]     DLCworkshop01.esm
[03]     DLCCoast.esm
[04]     DLCworkshop02.esm
[05]     DLCworkshop03.esm
[06]     DLCNukaWorld.esm
[07]     ccrzrfo4001-tunnelsnakes.esm
[08]     ccswkfo4001-astronautpowerarmor.esm
[09]     cczsef04001-bhouse.esm
[0A]     cctosfo4001-neosky.esm
[0B]     cczsefo4002-smanor.esm
[0C]     cctosfo4002_neonflats.esm
[0D]     CleanMySettlement.esm
[0E]     Unofficial Fallout 4 Patch.esp
[0F]     WorkshopFramework.esm
[10]     HUDFramework.esm
[11]     XDI.esm
[12]     SS2.esm
[13]     SS2_XPAC_Chapter2.esm
[14]     PACE.esm
[15]     PANPC.esm
[16]     Depravity.esp
[17]     AA FusionCityRising.esp
[18]     OutcastsAndRemnants.esp
[19]     AA FusionCityRising - HotC.esp
[1A]     ProjectValkyrie.esp
[1B]     CompanionIvy.esm
[1C]     CompanionIvy_quest.esp
[1D]     CompanionIvy_Nuka.esp
[1E]     AGNISNikaCola01.esp
[1F]     Ketaros_Treasures.esp
[20]     NoSharedDogmeatTemplate.esp
[21]     LooksMenu Customization Compendium.esp
[22]     ESPExplorerFO4.esp
[23]     Playable Synth Eyes.esp
[24]     KSHairdos.esp
[25]     KSHairdos_oel.esp
[26]     TBOS-AntoHairPack.esp
[27]     KSHairsFemsheppingRadbeetle.esp
[28]     HN66Fo4_Nails.esp
[29]     AllSetsExtended.esp
[2A]     ECO.esp
[2B]     KetPatch01.esp
[2C]     SuperMutantRedux.esp
[2D]     Fusion Gun.esp
[2E]     The Eyes Of Beauty.esp
[2F]     ohSIM_Sim2_Settlements_Scrappers_Addon.esp
[30]     TacticalCourser_Standalone.esp
[31]     WestTekTacticalOptics.esp
[32]     CF_AtomicWarlord.esp
[33]     F3metalarmor.esp
[34]     ss2radiantpower.esp
[35]     Nuka World Bottle Fix.esp
[36]     skkunlockcompanions.esp
[37]     Liga.esp
[38]     Raider Gang Extended NPC (Fixed & Cleaned).esp
[39]     Altyn Assault Helmet.esp
[3A]     Metro Gas Masks.esp
[3B]     RaiderOverhaul.esp
[3C]     WattzLaserGun.esp
[3D]     CheatTerminal.esp
[3E]     InstituteSettlements2.esp
[3F]     Croup Manor Navmesh - retakrew7.esp
[40]     SS2_FDK_TinyLiving.esp
[41]     Eli_Armour_Compendium.esp
[42]     skkfastreunions.esp
[43]     SS2-PraRandomAddon.esp
[44]     W.A.T.Minutemen.esp
[45]     SS2Addon_FPh_AlleyCabaret.esp
[46]     pulsecarbine.esp
[47]     Lost Souls No Hostility.esp
[48]     autoweapons.esp
[49]     AutomatronUnlockedNukaParts.esp
[4A]     CobaltForge.esp
[4B]     skkfastbos.esp
[4C]     rfortaleza2.esp
[4D]     rpampas.esp
[4E]     KKYpampas.esp
[4F]     HN66Fo4_EasyGirl_BS.esp
[50]     Liberator.esp
[51]     QuickTrade.esp
[52]     USP 45.esp
[53]     CorvalhoWidowShotgun.esp
[54]     CreationClubDelay.esp
[55]     SS2Extended.esp
[56]     SS2_SIMPDDDD.esp
[57]     9mmPistol.esp
[58]     HandmadeSMG.esp
[59]     AtomsGloryThreads.esp
[5A]     SS2WastelandVenturers.esp
[5B]     SS2_Addon_R2R.esp
[5C]     [SS20Addon] SimSettlements SuperStructures.esp
[5D]     FO4 NPCs Travel.esp
[5E]     AK74M.esp
[5F]     SS2-Jampads2.esp
[60]     SS2_ruined_simsettlement_addonpack.esp
[61]     JunkTownTwo.esp
[62]     skkcombatsettlers.esp
[63]     RU556.esp
[64]     BullpupBozar.esp
[65]     Zapgun.esp
[66]     DP_CaravanShotgun.esp
[67]     Sjogren.esp
[68]     skkfastminutemen.esp
[69]     SigSauer127.esp
[6A]     TotalHackRevisited.esp
[6B]     G36Complex.esp
[6C]     ElMudoStore.esp
[6D]     WinCowbowRepeater.esp
[6E]     HomemadeLasRevolver.esp
[6F]     WD_44.esp
[70]     Cranky.esp
[71]     LeeEnfieldNo4MkI.esp
[72]     M72GaussRifle.esp
[73]     HKUSP9mm.esp
[74]     win1897.esp
[75]     American180nv.esp
[76]     G3Family.esp
[77]     GreaseGunSMG.esp
[78]     Quad_Accelerator.esp
[79]     AER15.esp
[7A]     X12Plasmacaster.esp
[7B]     FnScar.esp
[7C]     HRP_Mk23.esp
[7D]     QBZ191.esp
[7E]     22LR_SilentPistol_ENG.esp
[7F]     Glock19x.esp
[80]     Fallschirmjagergewehr.esp
[81]     W-P38.esp
[82]     9x39Project.esp
[83]     HK_MP5.esp
[84]     HuntingRevolver.esp
[85]     Automag.esp
[86]     FNX45.esp
[87]     Moddable Plasma Caster.esp
[88]     Skibs-223PistolRedux.esp
[89]     GIAT_FAMAS.esp
[8A]     65SeriesPistols.esp
[8B]     P90.esp
[8C]     MG69.esp
[8D]     Colt6520.esp
[8E]     ColtDeltaElite_Standalone.esp
[8F]     SigMCX.esp
[90]     hk 45.esp
[91]     SG550.esp
[92]     10-22 Pistol.esp
[93]     Plasma Cycler.esp
[94]     Bergmann1896.esp
[95]     M&P 2.0.esp
[96]     M1A.esp
[97]     PL-14.esp
[98]     HuntingShotgun.esp
[99]     HaxRPG7.esp
[9A]     Vargo52.esp
[9B]     Krebs.esp
[9C]     Elysium.esp
[9D]     AKM_AKMS.esp
[9E]     MK18.esp
[9F]     556mm.esp
[A0]     CombinedArmsNV.esp
[A1]     CombinedArmsEXPack.esp
[A2]     AK400.esp
[A3]     Lahti_L35.esp
[A4]     Viper6610.esp
[A5]     Cyber-Light Hand Cannon.esp
[A6]     saya_scar.esp
[A7]     TaranTacticalGlock.esp
