[00]     Fallout4.esm
[01]     DLCRobot.esm
[02]     DLCworkshop01.esm
[03]     DLCCoast.esm
[04]     DLCworkshop02.esm
[05]     DLCworkshop03.esm
[06]     DLCNukaWorld.esm
[07]     ccrzrfo4001-tunnelsnakes.esm
[08]     ccswkfo4001-astronautpowerarmor.esm
[09]     cczsef04001-bhouse.esm
[0A]     cctosfo4001-neosky.esm
[0B]     cczsefo4002-smanor.esm
[0C]     cctosfo4002_neonflats.esm
[0D]     Unofficial Fallout 4 Patch.esp
[0E]     WorkshopFramework.esm
[0F]     HUDFramework.esm
[10]     XDI.esm
[11]     FortStronger.esm
[12]     SouthOfTheSea.esm
[13]     SS2.esm
[14]     SS2_XPAC_Chapter2.esm
[15]     PANPC.esm
[16]     PACE.esm
[17]     InstituteTechnologyOverhaul.esm
[18]     MFC2023_EndAlz_Trunk.esm
[19]     Games.esm
[1A]     BarstoolGames.esm
[1B]     Random Robots - True Leveled.esm
[1C]     NukaWorldReborn.esp
[1D]     VivaNukaWorldQuests.esp
[1E]     NukaWorldPlus.esp
[1F]     NoSharedDogmeatTemplate.esp
[20]     Ketaros_Treasures.esp
[21]     SS2Extended.esp
[22]     FaceMaxson.esp
[23]     AGNISNikaCola01.esp
[24]     Altyn Assault Helmet.esp
[25]     Metro Gas Masks.esp
[26]     Skb_RiflesRebirth.esp
[27]     Zapgun.esp
[28]     127mmSMG.esp
[29]     American180nv.esp
[2A]     BullpupBozar.esp
[2B]     CheatTerminal.esp
[2C]     Mk41GyrojetHMG.esp
[2D]     SKKFastReunions.esp
[2E]     SS2_FDK_TinyLiving.esp
[2F]     ABundleofTape.esp
[30]     InstituteTechnologyOverhaul - FULL.esp
[31]     F4NVRechargerWeapons.esp
[32]     Immersive Courser Overhaul.esp
[33]     Glock86.esp
[34]     KSHairsFemsheppingRadbeetle.esp
[35]     The Eyes Of Beauty.esp
[36]     UltracitePA.esp
[37]     Eli_Armour_Compendium.esp
[38]     Ketaros_MissingMags.esp
[39]     CreationClubDelay.esp
[3A]     Jacq-CompanionPerkMags.esp
[3B]     9mmPistol.esp
[3C]     F4NVLaserPistol.esp
[3D]     PoliceWeaponPack.esp
[3E]     Shadow Wastelands SS2 World Repopulation Cells.esp
[3F]     SS2WastelandVenturers.esp
[40]     llamaCompanionHeatherv2.esp
[41]     Glock 17&18.esp
[42]     PBW-TheServicePackRELOADED.esp
[43]     LeeEnfieldNo4MkI.esp
[44]     0_Vault120.esp
[45]     BetaWaveHarmonica.esp
[46]     [SS20Addon] SimSettlements SuperStructures.esp
[47]     StealthSuitDrk.esp
[48]     ElMudoStore.esp
[49]     GtN_SettlersatPlay.esp
[4A]     Cho1-SS2-Cosmosplot.esp
[4B]     Cho1_ss2_Barmod_Conversion.esp
[4C]     SS2_ruined_simsettlement_addonpack.esp
[4D]     SS2-Jampads2.esp
[4E]     SS2_STRA_Buildings_and_Skins.esp
[4F]     SS2_STRA_Support_Buildings.esp
[50]     GarageHomesAndSensibleSecurity.esp
[51]     SS2_Addon_PSC_Plots.esp
[52]     SS2_Addon_FHE.esp
[53]     JunkTownTwo.esp
[54]     SS2-PraRandomAddon.esp
[55]     DP_CaravanShotgun.esp
[56]     SigSauer127.esp
[57]     F4CW10mmSMG.esp
[58]     45autoPistol.esp
[59]     DesertEagleNV.esp
[5A]     WinCowbowRepeater.esp
[5B]     22LR_SilentPistol_ENG.esp
[5C]     SS2_SIMPDDDD.esp
[5D]     SelectRapidMG.esp
[5E]     SelectShotgun.esp
[5F]     ohSIM_Sim2_Settlements_Scrappers_Addon.esp
[60]     MS Contraptions - SS2 ASAM Builder.esp
[61]     ESPExplorerFO4.esp
[62]     BarstoolGames_NW.esp
[63]     BarstoolGames_FH.esp
[64]     SettlementMenuManager.esp
[65]     AutomatronUnlockedNukaParts.esp
[66]     Better Randomized Robots - vanilla loot patch.esp
[67]     HuntingRevolver.esp
[68]     LooksMenu Customization Compendium.esp
[69]     Skibs-223PistolRedux.esp
[6A]     HoloTime_2.esp
[6B]     SelectMarksman.esp
[6C]     Better_Settlement_Defence.esp
[6D]     PigAutomagIII.esp
[6E]     PlasmaDefenderStandalone.esp
[6F]     PBW-PlasmaPistol.esp
[70]     ChineseStealthSuit.esp
[71]     KSHairdos.esp
[72]     SS2_MsB_PlainPlans.esp
[73]     TheRon_MapMarker.esp
[74]     CompanionStatus.esp
[75]     DOOMCatalyst.esp
[76]     SS2_CityPlanContestAssistant.esp
[77]     Playable Synth Eyes.esp
[78]     F4NV-N99.esp
[79]     F3metalarmor.esp
[7A]     RoundGlasses.esp
[7B]     Ketaros_World.esp
[7C]     Radium.esp
[7D]     SKKFastBOS.esp
[7E]     SKKFastMinutemen.esp
[7F]     FatherCompanion.esp
[80]     InstituteReformation.esp
[81]     SRV_StopRadioVoice.esp
[82]     TacticalCourser.esp
[83]     The Eyes of Beauty Looking Stranger.esp
[84]     SS2UI.esp
[85]     SS2CaravanSnatex.esp
[86]     Liga.esp
[87]     NaiSynthProstheticArm.esp
[88]     Clothes Pack 2 by DonEb14n.esp
[89]     Clothes Pack 3 by DonEb14n.esp
[8A]     Clothes Pack 4 by DonEb14n.esp
[8B]     Clothes Pack 5 by DonEb14n.esp
[8C]     Clothes Pack v2.0 by DonEb14n.esp
[8D]     Vtawleatherdress.esp
[8E]     VtawWardrobe8.esp
[8F]     VtawWardrobe7.esp
[90]     VtawSonyaNE.esp
[91]     VtawKitanaN.esp
[92]     VtawSummerMiniDress.esp
[93]     VtawMaxyDressNE.esp
[94]     VtawWardrobe1.esp
[95]     VtawWardrobe2.esp
[96]     VtawWardrobe4.esp
