[00]     Fallout4.esm
[01]     DLCRobot.esm
[02]     DLCworkshop01.esm
[03]     DLCCoast.esm
[04]     DLCworkshop02.esm
[05]     DLCworkshop03.esm
[06]     DLCNukaWorld.esm
[07]     ccrzrfo4001-tunnelsnakes.esm
[08]     ccswkfo4001-astronautpowerarmor.esm
[09]     cczsef04001-bhouse.esm
[0A]     cctosfo4001-neosky.esm
[0B]     cczsefo4002-smanor.esm
[0C]     cctosfo4002_neonflats.esm
[0D]     ccfsvfo4004-vrworkshopgnrplaza.esm
[0E]     ccfsvfo4005-vrdesertisland.esm
[0F]     ccfsvfo4006-vrwasteland.esm
[10]     Unofficial Fallout 4 Patch.esp
[11]     HUDFramework.esm
[12]     WorkshopFramework.esm
[13]     PPF.esm
[14]     SubwayRunnnerDynamicLighting.esp
[15]     MFC2023_EndAlz_Trunk.esm
[16]     SouthOfTheSea.esm
[17]     Random Robots - True Leveled.esm
[18]     XDI.esm
[19]     Games.esm
[1A]     BarstoolGames.esm
[1B]     AshlandStationSettlement.esp
[1C]     AmericaRising2.esm
[1D]     YouAndWhatArmy2.esm
[1E]     Settlement Electricity Overhaul.esm
[1F]     SelectMarksman.esp
[20]     SelectRapidMG.esp
[21]     SelectShotgun.esp
[22]     Homemaker.esm
[23]     MFC2024_EndAlz_ShadyMotives.esm
[24]     SS2.esm
[25]     LobotomitePack.esm
[26]     INE_BoonIsland.esp
[27]     SS2_XPAC_Chapter2.esm
[28]     SS2_XPAC_Chapter3.esm
[29]     ccbgsfo4117-capmerc.esm
[2A]     ccbgsfo4040-vrworkshop01.esm
[2B]     SS2Extended.esp
[2C]     NukaWorldReborn.esp
[2D]     VivaNukaWorldQuests.esp
[2E]     Useful_Companions.esp
[2F]     Vault 88 Template - Optimised.esp
[30]     ImprovedMinutemen.esp
[31]     ImprovedMinutemenEncounters.esp
[32]     WorkshopPlus.esp
[33]     Vault-Tec Workshop Overhaul Redux.esp
[34]     SettlementMenuManager.esp
[35]     Vault88 - Essentials.esp
[36]     The Eyes Of Beauty.esp
[37]     LooksMenu Customization Compendium.esp
[38]     PoseidonOffices.esp
[39]     10MMTF.esp
[3A]     AGNISNikaCola01.esp
[3B]     Alex's Settlement Power Pylon.esp
[3C]     Enclave-X02.esp
[3D]     AutomatronUnlockedNukaParts.esp
[3E]     BarstoolGames_FH.esp
[3F]     BarstoolGames_NW.esp
[40]     Better Randomized Robots - vanilla loot patch.esp
[41]     Better_Settlement_Defence.esp
[42]     CheatTerminal.esp
[43]     CompanionStatus.esp
[44]     Configurable Artillery.esp
[45]     EnclaveX02.esp
[46]     ESPExplorerFO4.esp
[47]     Hellfirenew.esp
[48]     HoloTime_2.esp
[49]     llamaCompanionHeatherv2.esp
[4A]     MercerRescuedSynths.esp
[4B]     Mors Shortcut to Curie.esp
[4C]     NoSharedDogmeatTemplate.esp
[4D]     PersistentVolumeSliders.esp
[4E]     PoseidonOffices_NoBugs.esp
[4F]     SKKFastBOS.esp
[50]     SKKFastReunions.esp
[51]     SRV_StopRadioVoice.esp
[52]     SKKFastMinutemen.esp
[53]     Q_Lore_MQ106_Cryolator.esp
[54]     [SS20Addon] SimSettlements SuperStructures.esp
[55]     Cho1_ss2_Barmod_Conversion.esp
[56]     DZK_1x1_Pack.esp
[57]     GarageHomesAndSensibleSecurity.esp
[58]     GtN_SettlersatPlay.esp
[59]     JunkTownTwo.esp
[5A]     MS Contraptions - SS2 ASAM Builder.esp
[5B]     ohSIM_Sim2_Settlements_Scrappers_Addon.esp
[5C]     Shadow Wastelands SS2 World Repopulation Cells.esp
[5D]     SS2-Jampads2.esp
[5E]     SS2-PraRandomAddon.esp
[5F]     SS2_Addon_Favelabulous.esp
[60]     SS2_Addon_FHE.esp
[61]     SS2_Addon_NWE.esp
[62]     SS2_Addon_PSC_Plots.esp
[63]     SS2_Addon_R2R.esp
[64]     SS2_CityPlanContestAssistant.esp
[65]     SS2_FDK_TinyLiving.esp
[66]     SS2_MsB_PlainPlans.esp
[67]     SS2_ruined_simsettlement_addonpack.esp
[68]     SS2_SIMPDDDD.esp
[69]     SS2_STRA_Buildings_and_Skins.esp
[6A]     SS2_STRA_Support_Buildings.esp
[6B]     SS2_WastelandDefense.esp
[6C]     SS2CaravanSnatex.esp
[6D]     SS2HappyTrails.esp
[6E]     SS2UI.esp
[6F]     SS2WastelandVenturers.esp
[70]     TheRon_MapMarker.esp
[71]     ImprovedRR.esp
[72]     ImprovedRREncounters.esp
[73]     creativeclutter.esp
[74]     dinoshelf.esp
[75]     OWR.esp
[76]     OWR2.esp
[77]     ImprovedBoS.esp
[78]     ImprovedBoSEncounters.esp
[79]     ImprovedInstitute.esp
[7A]     ImprovedInstituteEncounters.esp
[7B]     SS2WastelandReconstructionKit.esp
[7C]     SS2_NCRP.esp
[7D]     ImprovedHostileFactions.esp
[7E]     ImprovedHostileFactionsEncounters.esp
[7F]     ImprovedNukaRaiders.esp
[80]     ImprovedNukaRaidersEncounters.esp
[81]     SKKSynthVision.esp
[82]     T65PA.esp
[83]     ECV_RemnantsArmor.esp
[84]     Secret Service Armor.esp
[85]     SKKFastStartNewGame.esp
[86]     SS2_ruined_plotapalooza_messhall.esp
[87]     CreationClubDelay.esp
[88]     g2m_Workshop_Nexus.esp
[89]     BostonLibrarySettlement.esp
[8A]     ImprovedAREnclave.esp
[8B]     ImprovedAREncounters.esp
[8C]     Vault88AreaExtension.esp
[8D]     Rebuild_Settlements.esp
[8E]     SS2 Settlement Management Terminal.esp
[8F]     MYS_RogueSS2AddOnPack.esp
[90]     Nuka Nuke Minigun.esp
[91]     Eli_Armour_Compendium.esp
