[00]     Fallout4.esm
[01]     DLCRobot.esm
[02]     DLCworkshop01.esm
[03]     DLCCoast.esm
[04]     DLCworkshop02.esm
[05]     DLCworkshop03.esm
[06]     DLCNukaWorld.esm
[07]     ccrzrfo4001-tunnelsnakes.esm
[08]     ccswkfo4001-astronautpowerarmor.esm
[09]     cczsef04001-bhouse.esm
[0A]     cctosfo4001-neosky.esm
[0B]     cczsefo4002-smanor.esm
[0C]     cctosfo4002_neonflats.esm
[0D]     Unofficial Fallout 4 Patch.esp
[0E]     WorkshopFramework.esm
[0F]     HUDFramework.esm
[10]     XDI.esm
[11]     FortStronger.esm
[12]     SouthOfTheSea.esm
[13]     SS2.esm
[14]     SS2_XPAC_Chapter2.esm
[15]     PANPC.esm
[16]     PACE.esm
[17]     InstituteTechnologyOverhaul.esm
[18]     MFC2023_EndAlz_Trunk.esm
[19]     Games.esm
[1A]     BarstoolGames.esm
[1B]     Random Robots - True Leveled.esm
[1C]     NoSharedDogmeatTemplate.esp
[1D]     NukaWorldReborn.esp
[1E]     VivaNukaWorldQuests.esp
[1F]     NukaWorldPlus.esp
[20]     Ketaros_Treasures.esp
[21]     SS2Extended.esp
[22]     FaceMaxson.esp
[23]     AGNISNikaCola01.esp
[24]     Altyn Assault Helmet.esp
[25]     Metro Gas Masks.esp
[26]     Skb_RiflesRebirth.esp
[27]     Zapgun.esp
[28]     127mmSMG.esp
[29]     American180nv.esp
[2A]     BullpupBozar.esp
[2B]     CheatTerminal.esp
[2C]     Mk41GyrojetHMG.esp
[2D]     SKKFastReunions.esp
[2E]     SS2_FDK_TinyLiving.esp
[2F]     ABundleofTape.esp
[30]     InstituteTechnologyOverhaul - FULL.esp
[31]     F4NVRechargerWeapons.esp
[32]     Immersive Courser Overhaul.esp
[33]     Glock86.esp
[34]     KSHairsFemsheppingRadbeetle.esp
[35]     The Eyes Of Beauty.esp
[36]     UltracitePA.esp
[37]     Eli_Armour_Compendium.esp
[38]     Ketaros_MissingMags.esp
[39]     CreationClubDelay.esp
[3A]     Jacq-CompanionPerkMags.esp
[3B]     9mmPistol.esp
[3C]     F4NVLaserPistol.esp
[3D]     PoliceWeaponPack.esp
[3E]     SS2WastelandVenturers.esp
[3F]     llamaCompanionHeatherv2.esp
[40]     Glock 17&18.esp
[41]     PBW-TheServicePackRELOADED.esp
[42]     LeeEnfieldNo4MkI.esp
[43]     0_Vault120.esp
[44]     BetaWaveHarmonica.esp
[45]     [SS20Addon] SimSettlements SuperStructures.esp
[46]     StealthSuitDrk.esp
[47]     ElMudoStore.esp
[48]     GtN_SettlersatPlay.esp
[49]     Cho1-SS2-Cosmosplot.esp
[4A]     Cho1_ss2_Barmod_Conversion.esp
[4B]     SS2_ruined_simsettlement_addonpack.esp
[4C]     SS2-Jampads2.esp
[4D]     SS2_STRA_Buildings_and_Skins.esp
[4E]     SS2_STRA_Support_Buildings.esp
[4F]     GarageHomesAndSensibleSecurity.esp
[50]     SS2_Addon_PSC_Plots.esp
[51]     SS2_Addon_FHE.esp
[52]     JunkTownTwo.esp
[53]     SS2-PraRandomAddon.esp
[54]     DP_CaravanShotgun.esp
[55]     SigSauer127.esp
[56]     F4CW10mmSMG.esp
[57]     45autoPistol.esp
[58]     DesertEagleNV.esp
[59]     WinCowbowRepeater.esp
[5A]     22LR_SilentPistol_ENG.esp
[5B]     SS2_SIMPDDDD.esp
[5C]     SelectRapidMG.esp
[5D]     SelectShotgun.esp
[5E]     ohSIM_Sim2_Settlements_Scrappers_Addon.esp
[5F]     MS Contraptions - SS2 ASAM Builder.esp
[60]     ESPExplorerFO4.esp
[61]     BarstoolGames_NW.esp
[62]     BarstoolGames_FH.esp
[63]     SettlementMenuManager.esp
[64]     AutomatronUnlockedNukaParts.esp
[65]     Better Randomized Robots - vanilla loot patch.esp
[66]     HuntingRevolver.esp
[67]     LooksMenu Customization Compendium.esp
[68]     Skibs-223PistolRedux.esp
[69]     HoloTime_2.esp
[6A]     SelectMarksman.esp
[6B]     Better_Settlement_Defence.esp
[6C]     PigAutomagIII.esp
[6D]     PlasmaDefenderStandalone.esp
[6E]     PBW-PlasmaPistol.esp
[6F]     ChineseStealthSuit.esp
[70]     KSHairdos.esp
[71]     SS2_MsB_PlainPlans.esp
[72]     TheRon_MapMarker.esp
[73]     CompanionStatus.esp
[74]     DOOMCatalyst.esp
[75]     SS2_CityPlanContestAssistant.esp
[76]     Playable Synth Eyes.esp
[77]     F4NV-N99.esp
[78]     F3metalarmor.esp
[79]     RoundGlasses.esp
[7A]     Ketaros_World.esp
[7B]     Radium.esp
[7C]     SKKFastBOS.esp
[7D]     SKKFastMinutemen.esp
[7E]     FatherCompanion.esp
[7F]     InstituteReformation.esp
[80]     SRV_StopRadioVoice.esp
[81]     TacticalCourser.esp
[82]     The Eyes of Beauty Looking Stranger.esp
[83]     SS2UI.esp
[84]     SS2CaravanSnatex.esp
[85]     Liga.esp
[86]     NaiSynthProstheticArm.esp
[87]     Clothes Pack 2 by DonEb14n.esp
[88]     Clothes Pack 3 by DonEb14n.esp
[89]     Clothes Pack 4 by DonEb14n.esp
[8A]     Clothes Pack 5 by DonEb14n.esp
[8B]     Clothes Pack v2.0 by DonEb14n.esp
[8C]     Vtawleatherdress.esp
[8D]     VtawWardrobe8.esp
[8E]     VtawWardrobe7.esp
[8F]     VtawSonyaNE.esp
[90]     VtawKitanaN.esp
[91]     VtawMaxyDressNE.esp
[92]     VtawWardrobe1.esp
[93]     VtawWardrobe2.esp
[94]     VtawWardrobe4.esp
[95]     VtawWardrobe5.esp
[96]     VtawWardrobe6.esp
[97]     VtawKasugaN.esp
