[00]     Fallout4.esm
[01]     DLCRobot.esm
[02]     DLCworkshop01.esm
[03]     DLCCoast.esm
[04]     DLCworkshop02.esm
[05]     DLCworkshop03.esm
[06]     DLCNukaWorld.esm
[07]     Unofficial Fallout 4 Patch.esp
[08]     HUDFramework.esm
[09]     WorkshopFramework.esm
[0A]     MFC2023_EndAlz_Trunk.esm
[0B]     SouthOfTheSea.esm
[0C]     Random Robots - True Leveled.esm
[0D]     XDI.esm
[0E]     Games.esm
[0F]     BarstoolGames.esm
[10]     CompanionIvy.esm
[11]     Darlene.esm
[12]     GoodneighborExpanded.esp
[13]     Ketaros_NewMags.esp
[14]     NukaWorldReborn.esp
[15]     AAF.esm
[16]     homemaker.esm
[17]     Eli_Armour_Compendium.esp
[18]     AshlandStationSettlement.esp
[19]     SS2.esm
[1A]     SS2_XPAC_Chapter2.esm
[1B]     SS2_XPAC_Chapter3.esm
[1C]     VivaNukaWorldQuests.esp
[1D]     SS2Extended.esp
[1E]     10MMTF.esp
[1F]     AtomsGloryThreads.esp
[20]     CF_AtomicWarlord.esp
[21]     SettlementMenuManager.esp
[22]     Useful_Companions.esp
[23]     Vault 88 Template - Optimised.esp
[24]     ImprovedMinutemen.esp
[25]     ImprovedMinutemenEncounters.esp
[26]     WorkshopPlus.esp
[27]     Vault-Tec Workshop Overhaul Redux.esp
[28]     Vault88 - Essentials.esp
[29]     The Eyes Of Beauty.esp
[2A]     jsrs.esp
[2B]     LooksMenu Customization Compendium.esp
[2C]     PoseidonOffices.esp
[2D]     Alex's Settlement Power Pylon.esp
[2E]     AutomatronUnlockedNukaParts.esp
[2F]     Better Randomized Robots - vanilla loot patch.esp
[30]     Better_Settlement_Defence.esp
[31]     CheatTerminal.esp
[32]     ChineseStealthSuit.esp
[33]     CoASettlers.esp
[34]     CompanionStatus.esp
[35]     Configurable Artillery.esp
[36]     ESPExplorerFO4.esp
[37]     Ketaros_Treasures.esp
[38]     FO4R.esp
[39]     HoloTime_2.esp
[3A]     Jacq-CompanionPerkMags.esp
[3B]     Ketaros_MissingMags.esp
[3C]     KSHairdos.esp
[3D]     KSHairsFemsheppingRadbeetle.esp
[3E]     Reverb and Ambiance Overhaul.esp
[3F]     llamaCompanionHeatherv2.esp
[40]     MercerRescuedSynths.esp
[41]     Mors Shortcut to Curie.esp
[42]     NoSharedDogmeatTemplate.esp
[43]     PersistentVolumeSliders.esp
[44]     Playable Synth Eyes.esp
[45]     PoseidonOffices_NoBugs.esp
[46]     SKKFastBOS.esp
[47]     SKKFastReunions.esp
[48]     SRV_StopRadioVoice.esp
[49]     BarstoolGames_FH.esp
[4A]     BarstoolGames_NW.esp
[4B]     PortableCloningDevice.esp
[4C]     SKKFastMinutemen.esp
[4D]     Q_Lore_MQ106_Cryolator.esp
[4E]     FatherCompanion.esp
[4F]     InstituteReformation.esp
[50]     CompanionIvy_Mags.esp
[51]     CompanionIvy_Nuka.esp
[52]     CompanionIvy_quest.esp
[53]     BetterFarHarbor_Open.esp
[54]     Patch Ivy-XDI.esp
[55]     _00Stingray.esp
[56]     LaserDesignator.esp
[57]     LaserDesignatorA10Addon.esp
[58]     [SS20Addon] SimSettlements SuperStructures.esp
[59]     Cho1_ss2_Barmod_Conversion.esp
[5A]     DZK_1x1_Pack.esp
[5B]     GarageHomesAndSensibleSecurity.esp
[5C]     GtN_SettlersatPlay.esp
[5D]     JunkTownTwo.esp
[5E]     MS Contraptions - SS2 ASAM Builder.esp
[5F]     ohSIM_Sim2_Settlements_Scrappers_Addon.esp
[60]     Shadow Wastelands SS2 World Repopulation Cells.esp
[61]     SS2-Jampads2.esp
[62]     SS2-PraRandomAddon.esp
[63]     SS2_Addon_Favelabulous.esp
[64]     SS2_Addon_FHE.esp
[65]     SS2_Addon_NWE.esp
[66]     SS2_Addon_PSC_Plots.esp
[67]     SS2_Addon_R2R.esp
[68]     SS2_CityPlanContestAssistant.esp
[69]     SS2_FDK_TinyLiving.esp
[6A]     SS2_MsB_PlainPlans.esp
[6B]     SS2_ruined_simsettlement_addonpack.esp
[6C]     SS2_SIMPDDDD.esp
[6D]     SS2_STRA_Buildings_and_Skins.esp
[6E]     SS2_STRA_Support_Buildings.esp
[6F]     SS2_WastelandDefense.esp
[70]     SS2CaravanSnatex.esp
[71]     SS2HappyTrails.esp
[72]     SS2UI.esp
[73]     SS2WastelandVenturers.esp
[74]     TheRon_MapMarker.esp
[75]     EasyStartCheatBox_FO4.esp
[76]     SelectPowerArmor.esp
[77]     ImprovedRR.esp
[78]     ImprovedRREncounters.esp
[79]     OWR.esp
[7A]     OWR2.esp
[7B]     ImprovedBoS.esp
[7C]     ImprovedBoSEncounters.esp
[7D]     ImprovedInstitute.esp
[7E]     ImprovedInstituteEncounters.esp
[7F]     SS2WastelandReconstructionKit.esp
[80]     SelectRapidMG.esp
[81]     SelectRevolver.esp
[82]     SelectShotgun.esp
[83]     HeavySelectShotgun.esp
[84]     SelectAssaultRifle.esp
[85]     SelectMarksman.esp
[86]     DualGun.esp
[87]     SS2_NCRP.esp
[88]     BetterSettlers.esp
[89]     ImprovedHostileFactions.esp
[8A]     ImprovedHostileFactionsEncounters.esp
[8B]     creativeclutter.esp
[8C]     dinoshelf.esp
[8D]     BostonLibrarySettlement.esp
[8E]     F4NV_44_Magnum.esp
[8F]     FBFH_EE_Acadia_Cleanup.esp
[90]     ImprovedNukaRaiders.esp
[91]     ImprovedNukaRaidersEncounters.esp
[92]     OCsLakesideTweaks.esp
[93]     OCsLakesideReduceGrass.esp
[94]     OCsWindTower.esp
[95]     NAC.esp
[96]     SKKFastStartNewGame.esp
