[00]     Fallout4.esm
[01]     DLCRobot.esm
[02]     DLCworkshop01.esm
[03]     DLCCoast.esm
[04]     DLCworkshop02.esm
[05]     DLCworkshop03.esm
[06]     DLCNukaWorld.esm
[07]     Unofficial Fallout 4 Patch.esp
[08]     WorkshopFramework.esm
[09]     HUDFramework.esm
[0A]     CWSS Redux.esp
[0B]     Seasons.esm
[0C]     TrueStormsFO4.esm
[0D]     SS2.esm
[0E]     SS2_XPAC_Chapter2.esm
[0F]     SS2_XPAC_Chapter3.esm
[10]     AmericaRising2.esm
[11]     Games.esm
[12]     BarstoolGames.esm
[13]     TacticalReload.esm
[14]     3DNPC_FO4.esp
[15]     CombinedArmsNV.esp
[16]     CombinedArmsEXPack.esp
[17]     Ozzys_M4_Platform.esp
[18]     Escape from Boston - G36.esp
[19]     VD_CZScorpionEvo.esp
[1A]     Ozzys_MCW_Platform.esp
[1B]     MW1Akilo47.esp
[1C]     Ozzys_Vel-46.esp
[1D]     Ozzys_Cronen_Squall.esp
[1E]     Rm277blueprints.esp
[1F]     W.A.T.Minutemen.esp
[20]     Flashy_PersonalEssentials.esp
[21]     Vivid Weathers - FO4.esp
[22]     CheatTerminal.esp
[23]     SS2Extended.esp
[24]     Stm_DiamondCityExpansion.esp
[25]     InstituteSettlements2.esp
[26]     PiP-Boy2000.esp
[27]     MWModel680.esp
[28]     Remington700.esp
[29]     ITOcore.esp
[2A]     Flashy_CrimeAndPunishment_GunForHire_Addon.esp
[2B]     SS2_FDK_TinyLiving.esp
[2C]     MilitarizedMinutemen.esp
[2D]     SKKFastReunions.esp
[2E]     MK18.esp
[2F]     Winters_BAS-B.esp
[30]     MWIIstango25.esp
[31]     Ozzys_BP50.esp
[32]     ITOworldedits.esp
[33]     GlockKit.esp
[34]     Winters_FJX-Imperium.esp
[35]     Winters_Katt-AMR.esp
[36]     AER15.esp
[37]     CAPA.esp
[38]     SS2WastelandVenturers.esp
[39]     [SS2 Addon] SimSettlements SuperStructures.esp
[3A]     BH_MCX_Spear.esp
[3B]     BetterOpenSeason.esp
[3C]     FO4 NPCs Travel.esp
[3D]     SimplyNukes.esp
[3E]     SigMCX.esp
[3F]     _00Stingray.esp
[40]     FCOM.esp
[41]     FnScar.esp
[42]     AAC_HoneyBadger.esp
[43]     RPD.esp
[44]     MW2022_P890.esp
[45]     SIGMCXArmoryProject.esp
[46]     M2Agency.esp
[47]     LAER.esp
[48]     SS2-Jampads2.esp
[49]     AtomicRadio.esp
[4A]     GtN_SettlersatPlay.esp
[4B]     SS2_ruined_simsettlement_addonpack.esp
[4C]     Cho1_ss2_Barmod_Conversion.esp
[4D]     Enclave-X02.esp
[4E]     BMW_ALA.esp
[4F]     JunkTownTwo.esp
[50]     SS2-PraRandomAddon.esp
[51]     TeleportGrenade.esp
[52]     X12Plasmacaster.esp
[53]     ImiUzi.esp
[54]     3dscopes.esp
[55]     TavorX95.esp
[56]     SleekStylesPack.esp
[57]     M203.esp
[58]     MWImgolf34.esp
[59]     TBOS-AntoHairPack.esp
[5A]     Sunshine.esp
[5B]     Ozzys_MCPR-300.esp
[5C]     Modern Military Pack.esp
[5D]     MWIIIacharlie.esp
[5E]     MW2019_Kar98K.esp
[5F]     MWIImike2011.esp
[60]     HiPolyFaces.esp
[61]     CBBE.esp
[62]     dD-Enhanced Blood Basic.esp
[63]     LegendaryModification.esp
[64]     LegendaryModification Enhanced.esp
[65]     EasyLockpicking.esp
[66]     SKKCombatStalkers.esp
[67]     ExtendedHairColors.esp
[68]     DiverseChildren.esp
[69]     The Eyes Of Beauty.esp
[6A]     KSHairdos.esp
[6B]     DOOMPumpShotgun.esp
[6C]     Glock19x.esp
[6D]     FnSCARmoryProject.esp
[6E]     SIGMCXArmoryProject2.esp
[6F]     SIGMCXArmoryProject3.esp
[70]     HKUSP9mm.esp
[71]     Cyberpunk 2077 Malorian Arms 3516.esp
[72]     KORsGeigerCounter.esp
[73]     FalloutEmotions.esp
[74]     SKKFastMinutemen.esp
[75]     TrueStormsFO4-FarHarbor.esp
[76]     TrueStormsFO4-NukaWorld-FH-Compat.esp
[77]     TrueStormsFO4-NukaWorld.esp
[78]     WeatherSynergy-NukaWorld.esp
[79]     WeatherSynergy-TruePriority-N.esp
[7A]     K9TacticalHarness.esp
[7B]     Vivid Weathers - FO4 - Far Harbor.esp
[7C]     Vivid Weathers - Nuka World.esp
[7D]     Improved BFG9000.esp
[7E]     MK18 Armory Project.esp
[7F]     MK18 Armory Project 3.esp
[80]     BarstoolGames_FH.esp
[81]     BarstoolGames_NW.esp
[82]     SimSettlements2_AddOnPack_ApocalypticAdditions_SirLach.esp
[83]     ohSIM_Sim2_Settlements_Scrappers_Addon.esp
[84]     SkEyes.esp
[85]     FafnyB Jewelry.esp
[86]     Winters_Katt-AMR_TR_Patch.esp
[87]     WestTekTacticalOptics.esp
[88]     TenSpeed_Earrings01.esp
[89]     SS2WastelandReconstructionKit.esp
[8A]     JunkTown-FENCES2.esp
[8B]     SS2_SIMPDDDD.esp
[8C]     ImmersiveAnimationFramework.esp
[8D]     AN76 - CS IAF Patch.esp
[8E]     AzarPonytailHairstyles.esp
[8F]     LovingCait.esp
[90]     ExoticWorkshopCreatures.esp
[91]     SKKRESystemManager.esp
[92]     Nexus_PMC.esp
[93]     PMC_extended.esp
[94]     Urban Raider.esp
[95]     NPCs Use Items.esp
[96]     155mm Howitzer M1.esp
[97]     LAER Automatron Weapons.esp
[98]     PlasmaImpactFix.esp
[99]     FTS.esp
[9A]     LaserDesignator.esp
[9B]     LaserDesignatorA10Addon.esp
[9C]     Marmo1233 - PowerArmorAirdrop.esp
