[00]     Fallout4.esm
[01]     DLCRobot.esm
[02]     DLCworkshop01.esm
[03]     DLCCoast.esm
[04]     DLCworkshop02.esm
[05]     DLCworkshop03.esm
[06]     DLCNukaWorld.esm
[07]     ccrzrfo4001-tunnelsnakes.esm
[08]     ccswkfo4001-astronautpowerarmor.esm
[09]     cczsef04001-bhouse.esm
[0A]     cctosfo4001-neosky.esm
[0B]     cczsefo4002-smanor.esm
[0C]     cctosfo4002_neonflats.esm
[0D]     CleanMySettlement.esm
[0E]     Unofficial Fallout 4 Patch.esp
[0F]     WorkshopFramework.esm
[10]     HUDFramework.esm
[11]     XDI.esm
[12]     SS2.esm
[13]     SS2_XPAC_Chapter2.esm
[14]     PACE.esm
[15]     PANPC.esm
[16]     AGNISNikaCola01.esp
[17]     Depravity.esp
[18]     AA FusionCityRising.esp
[19]     OutcastsAndRemnants.esp
[1A]     AA FusionCityRising - HotC.esp
[1B]     ProjectValkyrie.esp
[1C]     CompanionIvy.esm
[1D]     CompanionIvy_quest.esp
[1E]     CompanionIvy_Nuka.esp
[1F]     ProjectZeta.esm
[20]     Ketaros_Treasures.esp
[21]     Vault4.esp
[22]     NoSharedDogmeatTemplate.esp
[23]     LooksMenu Customization Compendium.esp
[24]     ESPExplorerFO4.esp
[25]     Playable Synth Eyes.esp
[26]     KSHairdos.esp
[27]     KSHairdos_oel.esp
[28]     TBOS-AntoHairPack.esp
[29]     KSHairsFemsheppingRadbeetle.esp
[2A]     HN66Fo4_Nails.esp
[2B]     AllSetsExtended.esp
[2C]     ECO.esp
[2D]     KetPatch01.esp
[2E]     CROSS_PlasRail.esp
[2F]     SuperMutantRedux.esp
[30]     Fusion Gun.esp
[31]     Lightweight Lighting.esp
[32]     The Eyes Of Beauty.esp
[33]     ohSIM_Sim2_Settlements_Scrappers_Addon.esp
[34]     RoundGlasses.esp
[35]     WestTekTacticalOptics.esp
[36]     CF_AtomicWarlord.esp
[37]     F3metalarmor.esp
[38]     ss2radiantpower.esp
[39]     skkunlockcompanions.esp
[3A]     Liga.esp
[3B]     Raider Gang Extended NPC (Fixed & Cleaned).esp
[3C]     Altyn Assault Helmet.esp
[3D]     Metro Gas Masks.esp
[3E]     RaiderOverhaul.esp
[3F]     WattzLaserGun.esp
[40]     CheatTerminal.esp
[41]     InstituteSettlements2.esp
[42]     Croup Manor Navmesh - retakrew7.esp
[43]     SS2_FDK_TinyLiving.esp
[44]     Eli_Armour_Compendium.esp
[45]     skkfastreunions.esp
[46]     SS2-PraRandomAddon.esp
[47]     W.A.T.Minutemen.esp
[48]     pulsecarbine.esp
[49]     Lost Souls No Hostility.esp
[4A]     autoweapons.esp
[4B]     AutomatronUnlockedNukaParts.esp
[4C]     CobaltForge.esp
[4D]     skkfastbos.esp
[4E]     rfortaleza2.esp
[4F]     rpampas.esp
[50]     HN66Fo4_EasyGirl_BS.esp
[51]     Reload Sounds.esp
[52]     Liberator.esp
[53]     Ak5C.esp
[54]     QuickTrade.esp
[55]     X12Plasmacaster.esp
[56]     USP 45.esp
[57]     MG69.esp
[58]     CorvalhoWidowShotgun.esp
[59]     CreationClubDelay.esp
[5A]     SS2Extended.esp
[5B]     SS2_SIMPDDDD.esp
[5C]     9mmPistol.esp
[5D]     F4NVServiceRifleRedux.esp
[5E]     AER15.esp
[5F]     HandmadeSMG.esp
[60]     DesertEagleNV.esp
[61]     AtomsGloryThreads.esp
[62]     SS2WastelandVenturers.esp
[63]     SS2_Addon_R2R.esp
[64]     [SS20Addon] SimSettlements SuperStructures.esp
[65]     FO4 NPCs Travel.esp
[66]     LARGrizzly.esp
[67]     AK74M.esp
[68]     SS2-Jampads2.esp
[69]     SS2_ruined_simsettlement_addonpack.esp
[6A]     JunkTownTwo.esp
[6B]     skkcombatsettlers.esp
[6C]     RU556.esp
[6D]     FNX45.esp
[6E]     BullpupBozar.esp
[6F]     Zapgun.esp
[70]     P220.esp
[71]     Bulldog_308_SRSS.esp
[72]     127SMG.esp
[73]     SCAR-L.esp
[74]     DP_CaravanShotgun.esp
[75]     Sjogren.esp
[76]     skkfastminutemen.esp
[77]     P90.esp
[78]     SigSauer127.esp
[79]     F4CW10mmSMG.esp
[7A]     AQUILA.esp
[7B]     MP7.esp
[7C]     FnScar.esp
[7D]     M1A.esp
[7E]     TotalHackRevisited.esp
[7F]     HuntingRevolver.esp
[80]     G36Complex.esp
[81]     GIAT_FAMAS.esp
[82]     HRP_Mk23.esp
[83]     22LR_SilentPistol_ENG.esp
[84]     ElMudoStore.esp
[85]     WinCowbowRepeater.esp
[86]     HomemadeLasRevolver.esp
[87]     HK_UMP.esp
[88]     Fallschirmjagergewehr.esp
[89]     GreaseGunSMG.esp
[8A]     Glock17.esp
[8B]     CROSS_RugerMkV.esp
[8C]     WD_44.esp
[8D]     Cranky.esp
[8E]     QBZ191.esp
[8F]     Mk41GyrojetHMG.esp
[90]     LeeEnfieldNo4MkI.esp
[91]     M72GaussRifle.esp
[92]     1CAS_ServiceRifle.esp
[93]     HKUSP9mm.esp
[94]     win1897.esp
[95]     HK_MP5.esp
[96]     American180nv.esp
[97]     G3Family.esp
[98]     Skb_RiflesRebirth.esp
[99]     llamaCompanionHeatherv2.esp
[9A]     SettlementMenuManager.esp
[9B]     Vault-Tec Workshop Overhaul Redux.esp
[9C]     Vault88 - Essentials.esp
[9D]     BetterSettlers.esp
[9E]     M2045MagnumRevolverRifle.esp
[9F]     X13_ScrapOTron.esp
[A0]     Ghoulish this is Child of the Atom.esp
[A1]     OWR.esp
[A2]     OWR2.esp
[A3]     3dscopes.esp
[A4]     DeadlierDeathclaws.esp
[A5]     44MBF4.esp
