[00]     Fallout4.esm
[01]     DLCRobot.esm
[02]     DLCworkshop01.esm
[03]     DLCCoast.esm
[04]     DLCworkshop02.esm
[05]     DLCworkshop03.esm
[06]     DLCNukaWorld.esm
[07]     ccrzrfo4001-tunnelsnakes.esm
[08]     ccswkfo4001-astronautpowerarmor.esm
[09]     cczsef04001-bhouse.esm
[0A]     cczsefo4002-smanor.esm
[0B]     cctosfo4002_neonflats.esm
[0C]     Unofficial Fallout 4 Patch.esp
[0D]     XDI.esm
[0E]     HUDFramework.esm
[0F]     WorkshopFramework.esm
[10]     CompanionIvy.esm
[11]     GoodneighborExpanded.esp
[12]     SouthOfTheSea.esm
[13]     SS2.esm
[14]     SS2_XPAC_Chapter2.esm
[15]     SS2_XPAC_Chapter3.esm
[16]     AmericaRising2.esm
[17]     MFC2023_EndAlz_Trunk.esm
[18]     AshlandStationSettlement.esp
[19]     Homemaker.esm
[1A]     CWSS Redux.esp
[1B]     Random Robots - True Leveled.esm
[1C]     Games.esm
[1D]     BarstoolGames.esm
[1E]     NoSharedDogmeatTemplate.esp
[1F]     NukaWorldReborn.esp
[20]     VivaNukaWorldQuests.esp
[21]     SS2Extended.esp
[22]     The Eyes Of Beauty.esp
[23]     CompanionIvy_Nuka.esp
[24]     FaceMaxson.esp
[25]     Vault 88 Template - Optimised.esp
[26]     CheatTerminal.esp
[27]     SKKFastReunions.esp
[28]     Snappy_HouseK.esp
[29]     SS2_FDK_TinyLiving.esp
[2A]     Eli_Armour_Compendium.esp
[2B]     Useful_Companions.esp
[2C]     InstituteReformation.esp
[2D]     CompanionIvy_quest.esp
[2E]     CompanionIvy_Mags.esp
[2F]     ImprovedAREnclave.esp
[30]     ImprovedHostileFactions.esp
[31]     CreationClubDelay.esp
[32]     GtN_SettlersatPlay.esp
[33]     SS2HappyTrails.esp
[34]     AtomsGloryThreads.esp
[35]     Shadow Wastelands SS2 World Repopulation Cells.esp
[36]     SS2-Jampads2.esp
[37]     llamaCompanionHeatherv2.esp
[38]     SS2WastelandVenturers.esp
[39]     [SS20Addon] SimSettlements SuperStructures.esp
[3A]     SS2WastelandReconstructionKit.esp
[3B]     SS2_NCRP.esp
[3C]     SS2_Addon_NWE.esp
[3D]     CF_AtomicWarlord.esp
[3E]     MYS_RogueSS2AddOnPack.esp
[3F]     GavM_SS2Addon_Buildings.esp
[40]     SS2_Addon_R2R.esp
[41]     Cho1_ss2_Barmod_Conversion.esp
[42]     SS2_STRA_Support_Buildings.esp
[43]     SS2_STRA_Buildings_and_Skins.esp
[44]     SS2_ruined_simsettlement_addonpack.esp
[45]     Enclave-X02.esp
[46]     creativeclutter.esp
[47]     DZK_1x1_Pack.esp
[48]     SS2_Addon_FHE.esp
[49]     GarageHomesAndSensibleSecurity.esp
[4A]     JunkTownTwo.esp
[4B]     Hellfirenew.esp
[4C]     ImprovedAREncounters.esp
[4D]     ImprovedMinutemen.esp
[4E]     ImprovedMinutemenEncounters.esp
[4F]     ImprovedHostileFactionsEncounters.esp
[50]     MercerRescuedSynths.esp
[51]     ImprovedNukaRaiders.esp
[52]     ImprovedNukaRaidersEncounters.esp
[53]     BetterSettlers.esp
[54]     TacticalCourser.esp
[55]     ImprovedInstitute.esp
[56]     ImprovedInstituteEncounters.esp
[57]     ImprovedBoS.esp
[58]     ImprovedBoSEncounters.esp
[59]     T65PA.esp
[5A]     EasyStartCheatBox_FO4.esp
[5B]     OWR.esp
[5C]     OWR2.esp
[5D]     ImprovedRR.esp
[5E]     ImprovedRREncounters.esp
[5F]     NAC.esp
[60]     SKKFastMinutemen.esp
[61]     PortableCloningDevice.esp
[62]     Configurable Artillery.esp
[63]     dinoshelf.esp
[64]     WorkshopPlus.esp
[65]     CoASettlers.esp
[66]     PersistentVolumeSliders.esp
[67]     Alex's Settlement Power Pylon.esp
[68]     SRV_StopRadioVoice.esp
[69]     SKKFastBOS.esp
[6A]     Playable Synth Eyes.esp
[6B]     CompanionStatus.esp
[6C]     Better_Settlement_Defence.esp
[6D]     HoloTime_2.esp
[6E]     LooksMenu Customization Compendium.esp
[6F]     Better Randomized Robots - vanilla loot patch.esp
[70]     AutomatronUnlockedNukaParts.esp
[71]     EnclaveX02.esp
[72]     ChineseStealthSuit.esp
[73]     10MMTF.esp
[74]     Secret Service Armor.esp
[75]     ECV_RemnantsArmor.esp
[76]     FatherCompanion.esp
[77]     Patch Ivy-XDI.esp
[78]     g2m_Workshop_Nexus.esp
[79]     CompactCrafting.esp
[7A]     SS2_WastelandDefense.esp
[7B]     SS2-PraRandomAddon.esp
[7C]     SS2CaravanSnatex.esp
[7D]     SS2UI.esp
[7E]     SS2_CityPlanContestAssistant.esp
[7F]     TheRon_MapMarker.esp
[80]     SS2_MsB_PlainPlans.esp
[81]     MS Contraptions - SS2 ASAM Builder.esp
[82]     ohSIM_Sim2_Settlements_Scrappers_Addon.esp
[83]     SS2_SIMPDDDD.esp
[84]     KSHairsFemsheppingRadbeetle.esp
[85]     KSHairdos.esp
[86]     ESPExplorerFO4.esp
[87]     SettlementMenuManager.esp
[88]     SKKFastStartNewGame.esp
[89]     Vault-Tec Workshop Overhaul Redux.esp
[8A]     Vault88 - Essentials.esp
[8B]     PoseidonOffices.esp
[8C]     PoseidonOffices_NoBugs.esp
[8D]     BostonLibrarySettlement.esp
[FE:000] ccbgsfo4018-gaussrifleprototype.esl
[FE:001] ccbgsfo4019-chinesestealtharmor.esl
[FE:002] ccbgsfo4044-hellfirepowerarmor.esl
[FE:003] ccfsvfo4002-midcenturymodern.esl
[FE:004] cceejfo4001-decorationpack.esl
[FE:005] ccbgsfo4045-advarccab.esl
