[00]     Fallout4.esm
[01]     DLCRobot.esm
[02]     DLCworkshop01.esm
[03]     DLCCoast.esm
[04]     DLCworkshop02.esm
[05]     DLCworkshop03.esm
[06]     DLCNukaWorld.esm
[07]     cczsef04001-bhouse.esm
[08]     cctosfo4001-neosky.esm
[09]     cctosfo4002_neonflats.esm
[0A]     Unofficial Fallout 4 Patch.esp
[0B]     Snap'n Build.esm
[0C]     WorkshopFramework.esm
[0D]     SS2.esm
[0E]     SS2_XPAC_Chapter2.esm
[0F]     SS2_XPAC_Chapter3.esm
[10]     Arbitration - Resources.esm
[11]     Homemaker.esm
[12]     ExtendedWeaponSystem.esm
[13]     ArmorKeywords.esm
[14]     HUDFramework.esm
[15]     CUPAPP.esm
[16]     XDI.esm
[17]     MutantMenagerie.esm
[18]     WeaponModFixes-GOTY.esp
[19]     W.A.T.Minutemen.esp
[1A]     AKSounds.esp
[1B]     AKOverhaul.esp
[1C]     AttachPack.esp
[1D]     GrafsSecurityFences.esp
[1E]     CleanSettlement Beds.esp
[1F]     Build High - Expanded Settlements.esp
[20]     AkaWaterWorld.esp
[21]     SettlementMenuManager.esp
[22]     Military Gorka Suit.esp
[23]     Altyn Assault Helmet.esp
[24]     Metro Gas Masks.esp
[25]     Thematic and Practical.esp
[26]     Cannabis Commonwealth.esp
[27]     Mosin.esp
[28]     M4k4rov - PPSh.esp
[29]     Soviet Flags.esp
[2A]     SovietPowerArmor.esp
[2B]     Communist_Army.esp
[2C]     SovietPosters.esp
[2D]     SovietPortraits.esp
[2E]     PigAAMKS23.esp
[2F]     RussianAssaultPack.esp
[30]     AlexMakarovPistol.esp
[31]     F4NVServiceRifleRedux.esp
[32]     Synth Overhaul.esp
[33]     Synth Overhaul - No level requirements Patch.esp
[34]     Spring in the Commonwealth.esp
[35]     AK74M.esp
[36]     Arbitration - Button Lowered Weapons.esp
[37]     MisriahArmory.esp
[38]     Brotherhood of Steel Kit.esp
[39]     T-51C Power Armor.esp
[3A]     InstitutePowerArmor.esp
[3B]     IP4APA.esp
[3C]     MMP4APA-blue.esp
[3D]     RRP4APA.esp
[3E]     MilitarizedMinutemen.esp
[3F]     CorpusPraesidium.esp
[40]     MilitarisedMinutemen_PatchesAddon.esp
[41]     DOOMRhino.esp
[42]     DOOMLK05.esp
[43]     Clean Water - Clear.esp
[44]     LongerPowerLines3x.esp
[45]     Power Conduits and Pylons - Increased Radius x3.esp
[46]     MG42.esp
[47]     AdvSettleTurretSet.esp
[48]     AdvBubbleTurretSet.esp
[49]     CGuard.esp
[4A]     WoodenPrefabsExtended.esp
[4B]     UnlimitedSettlementBudget.esp
[4C]     DOOMSCARLK.esp
[4D]     DOOMDesertEagle.esp
[4E]     CBJ-MS PDW.esp
[4F]     SCAR-L.esp
[50]     LAER.esp
[51]     DOOMCatalyst.esp
[52]     JaguarLMG.esp
[53]     DOOMMAC11.esp
[54]     FoodGenerators.esp
[55]     Homemaker - Streetlights Use Passive Power.esp
[56]     Homemaker - Unlocked Institute Objects.esp
[57]     MA37.esp
[58]     Infinite Armory.esp
[59]     Unbreakable Power Armor Player Only.esp
[5A]     InfiniteFusionCore.esp
[5B]     NegativeAffinityIsPositiveAffinity.esp
[5C]     ShortAffinityCooldown.esp
[5D]     DOOM1911.esp
[5E]     ASmallAdditionStandaloneMinigunENEMIES.esp
[5F]     Minigun Gau-19B.esp
[60]     EmplacedMinigunOverhaul.esp
[61]     DOOMThatGun.esp
[62]     D.E.C.A.Y.esp
[63]     DOOMVSV.esp
[64]     OCDecorator.esp
[65]     OCDecoratorDLC.esp
[66]     OCDispenser.esp
[67]     GruffyddsSignsAndPosters.esp
[68]     SKS.esp
[69]     AKMnv.esp
[6A]     PKMnv.esp
[6B]     The Eyes Of Beauty DBDR.esp
[6C]     Companion Infinite Ammo and Unbreakable Power Armour.esp
[6D]     AutomatronUnlocked.esp
[6E]     PR_Automatron.esp
[6F]     No Aggro Impact Landing.esp
[70]     RobotFactionPaint.esp
[71]     BNPA_NAVI Armor.esp
[72]     BioshockInspiredPowerArmor.esp
[73]     Vault Pump.esp
[74]     Mossberg500.esp
[75]     WWII - USSR Coat Uniform - v1.0.esp
[76]     Viper6610.esp
[77]     Assaultron Ada Parts.esp
[78]     PosterForYou.esp
[79]     Cleaner Railroad HQ Environment (No Fog).esp
[7A]     RedShiftPowerArmor.esp
[7B]     Eli_Armour_Compendium.esp
[7C]     MikeMooresMCAM.esp
[7D]     DT_GunnerOutfitPack.esp
[7E]     DTG_LeveledListIntegration.esp
[7F]     Clean Wasteland Workshop.esp
[80]     VoidkCleanedHomeplate.esp
[81]     Build High - Builder's Patch.esp
[82]     KSHairdos.esp
[83]     THBrows.esp
[84]     securitysuit.esp
[85]     eli_bunkersafehouse.esp
[86]     eli_pride2023.esp
[87]     AzarPonytailHairstyles.esp
[88]     IcebreakerCDO-Piper.esp
[89]     LovingPiper.esp
[8A]     Skb_RiflesRebirth.esp
[8B]     Volkssturmgewehr.esp
[8C]     IcebreakerCDO-Settlements.esp
[8D]     CROSS_PlasRail.esp
[8E]     SkipHSH1_6.esp
[8F]     GreaseGunSMG.esp
[90]     SigSauer127.esp
[91]     127mmSMG.esp
[92]     Crimsomrider's Unique Furniture.esp
[93]     aes_rendeco.esp
[94]     X12Plasmacaster.esp
[95]     AER15.esp
[96]     CazadorML.esp
[97]     G3Family.esp
[98]     Hellfirenew.esp
[99]     EnclaveX02.esp
[9A]     M2_Flamethrower_2.2.esp
[9B]     Back Bay Penthouse.esp
[9C]     Snappy_HouseK.esp
[9D]     Eli_Chestnut Lodge DLC.esp
[9E]     SS2WastelandVenturers.esp
